Number of HBD,Number of HBA,MW (Da),N. Carbon atoms,N. heavy atoms,N. Hydrogen atoms,N. Nitrogen atoms,N. Oxygen atoms,N. Fluorine atoms,N. Sulphur atoms,N. Chlorine atoms,Pentamers,Hexamers,Heptamers,Aromatic cycles,clogP,Dataset
2,6,363.42100000000005,20,27,21,5,2,0,0,0,2,2,0,3,2.6726,Mothra
1,3,376.8430000000001,22,27,17,2,2,0,0,1,0,3,0,3,5.090580000000004,Mothra
2,2,368.43600000000004,24,28,20,2,2,0,0,0,0,3,0,3,4.245690000000003,Mothra
1,5,355.39500000000004,18,25,15,2,4,0,1,0,0,3,0,2,3.1668900000000026,Mothra
1,2,344.361,18,24,11,2,0,3,1,0,1,2,0,3,5.896700000000002,Mothra
2,4,381.4320000000001,21,28,23,3,4,0,0,0,0,3,0,2,3.962200000000003,Mothra
1,1,306.38900000000007,19,23,20,3,1,0,0,0,0,3,0,2,3.2199000000000018,Mothra
3,2,322.15100000000007,14,21,9,3,2,0,0,2,1,2,0,3,3.415300000000001,Mothra
1,4,331.39200000000005,18,24,23,2,4,0,0,0,1,1,0,1,1.19162,Mothra
1,3,422.49700000000024,21,29,24,2,3,2,1,0,0,3,0,2,3.856600000000003,Mothra
0,5,312.373,16,22,13,4,0,1,1,0,2,2,0,3,3.581000000000002,Mothra
1,3,291.323,15,20,12,0,3,1,1,0,1,2,0,2,2.6493900000000012,Mothra
3,4,413.4490000000002,22,30,24,3,4,1,0,0,0,3,0,2,1.630789999999999,Mothra
1,4,337.33,19,25,14,2,3,1,0,0,1,3,0,3,3.6986700000000026,Mothra
0,2,372.3700000000001,20,27,17,3,1,3,0,0,1,2,0,2,4.554090000000004,Mothra
0,2,281.3549999999999,18,21,19,1,2,0,0,0,3,1,0,2,3.8187000000000024,Mothra
2,4,374.41100000000006,20,27,22,3,2,2,0,0,0,3,0,2,2.7688900000000016,Mothra
3,3,324.40400000000005,19,24,22,3,2,0,0,0,0,2,0,2,3.2353900000000015,Mothra
2,6,331.33900000000006,17,25,13,7,1,0,0,0,2,2,0,4,2.3047000000000004,Mothra
2,2,276.383,19,21,20,2,0,0,0,0,1,3,0,2,3.3621000000000016,Mothra
2,2,363.4810000000003,23,27,27,2,2,0,0,0,1,3,0,2,4.405790000000003,Mothra
2,5,330.367,20,25,16,3,2,0,0,0,1,3,0,4,3.4860900000000017,Mothra
0,3,362.4780000000002,21,26,20,3,1,0,1,0,2,2,0,2,4.910900000000004,Mothra
2,2,308.38100000000003,19,23,20,2,2,0,0,0,1,2,0,2,3.017400000000001,Mothra
0,5,367.4340000000001,18,26,17,5,2,0,1,0,0,4,0,3,2.2933000000000003,Mothra
2,3,295.386,18,22,21,3,1,0,0,0,1,2,0,2,2.7239000000000013,Mothra
2,1,283.326,17,21,16,2,1,1,0,0,0,3,0,3,2.1929,Mothra
1,2,274.323,18,21,14,2,1,0,0,0,0,2,0,2,2.9111900000000004,Mothra
2,4,308.38599999999997,17,22,14,3,1,0,1,0,2,2,0,3,4.044090000000002,Mothra
2,2,346.8630000000002,17,23,17,3,1,0,1,1,1,2,0,2,4.016290000000002,Mothra
1,3,337.4430000000001,21,25,25,2,2,0,0,0,0,3,0,2,3.557590000000003,Mothra
0,4,352.77600000000007,19,25,12,3,1,1,0,1,0,3,0,3,4.5565700000000025,Mothra
2,6,367.4100000000001,18,26,15,4,3,0,1,0,1,2,0,3,1.94139,Mothra
1,5,342.80600000000015,18,24,17,3,2,0,0,1,2,2,0,3,3.7524900000000025,Mothra
2,6,336.379,17,25,18,7,1,0,0,0,2,2,0,3,1.8037899999999996,Mothra
2,4,329.33900000000006,19,25,13,4,2,0,0,0,1,2,0,3,2.3797699999999997,Mothra
1,3,328.391,22,25,18,1,2,0,0,0,0,3,0,3,4.507470000000003,Mothra
2,3,368.363,20,27,16,3,2,2,0,0,1,2,0,2,2.6545700000000014,Mothra
0,5,531.3950000000001,23,30,20,2,3,0,1,0,0,3,0,2,5.220190000000004,Mothra
1,4,403.57400000000024,25,30,33,5,0,0,0,0,2,3,0,3,2.43719,Mothra
1,2,322.3750000000001,18,23,22,1,2,2,0,0,0,2,0,1,4.176090000000004,Mothra
1,4,310.74399999999997,16,22,11,4,1,0,0,1,0,3,0,3,3.444300000000002,Mothra
1,4,410.47000000000025,22,29,19,2,3,1,1,0,1,3,0,3,4.438780000000003,Mothra
2,2,382.47900000000004,23,28,27,2,2,1,0,0,1,2,0,2,3.1488900000000015,Mothra
0,5,328.808,15,22,11,5,0,0,1,1,1,2,0,3,2.713800000000001,Mothra
1,2,352.38899999999995,20,26,19,3,2,1,0,0,0,3,0,2,3.0025000000000013,Mothra
1,3,353.3190000000001,17,25,15,3,1,4,0,0,1,2,0,2,3.2482000000000015,Mothra
0,4,346.40200000000004,19,25,23,2,3,1,0,0,1,2,0,2,3.965500000000003,Mothra
3,4,340.3790000000002,19,25,20,2,4,0,0,0,1,2,0,2,1.8952,Mothra
0,2,336.822,20,24,17,2,1,0,0,1,0,3,0,3,4.510900000000004,Mothra
0,1,305.42100000000005,21,23,23,1,1,0,0,0,0,3,0,2,4.181100000000003,Mothra
1,5,375.76200000000006,18,26,12,3,2,2,0,1,1,2,0,3,3.929000000000002,Mothra
1,1,223.29499999999996,16,17,15,0,1,0,0,0,1,2,0,2,3.669190000000002,Mothra
2,4,285.259,14,21,11,3,4,0,0,0,0,2,0,2,2.1719999999999997,Mothra
1,2,306.36,20,23,17,1,1,1,0,0,0,3,0,3,4.740690000000003,Mothra
2,3,308.31700000000006,17,23,14,3,3,0,0,0,1,2,0,2,1.75719,Mothra
0,3,258.228,14,19,9,1,3,1,0,0,0,2,0,2,3.2490900000000016,Mothra
0,4,320.32300000000004,19,24,13,2,2,1,0,0,0,3,0,3,3.569090000000002,Mothra
2,3,289.26099999999997,15,21,11,2,2,2,0,0,1,2,0,3,3.172690000000001,Mothra
3,8,367.43400000000014,18,26,17,5,2,0,1,0,1,3,0,3,3.133000000000002,Mothra
1,5,349.794,16,23,11,2,2,1,1,1,1,2,0,3,4.4552900000000015,Mothra
2,3,334.80600000000004,20,24,15,2,1,0,0,1,0,3,0,3,3.6016900000000023,Mothra
1,2,337.36500000000007,18,24,20,2,1,3,0,0,0,3,0,2,2.726700000000001,Mothra
0,2,248.261,16,19,10,1,2,0,0,0,0,2,0,2,2.22309,Mothra
3,4,343.334,18,25,16,2,4,1,0,0,0,2,0,2,1.7124899999999998,Mothra
2,4,314.34000000000003,17,23,17,3,2,1,0,0,0,3,0,2,2.15389,Mothra
2,4,359.4460000000002,20,26,27,2,4,0,0,0,1,2,0,1,2.57069,Mothra
2,5,282.259,14,21,10,4,3,0,0,0,1,2,0,3,2.7525000000000004,Mothra
1,2,327.30600000000004,15,23,16,3,2,3,0,0,0,2,0,1,1.8038999999999996,Mothra
1,3,418.86800000000005,18,27,18,2,2,3,1,1,1,2,0,2,4.163600000000003,Mothra
1,0,289.781,17,20,17,1,0,1,0,1,0,2,0,2,3.3044900000000013,Mothra
1,5,335.387,19,25,19,4,2,0,0,0,0,3,0,2,1.48049,Mothra
1,3,362.45300000000003,22,27,24,3,2,0,0,0,1,2,0,2,3.2989900000000025,Mothra
1,3,318.3760000000001,20,24,18,2,2,0,0,0,0,3,0,2,2.594690000000001,Mothra
3,5,372.8570000000001,18,25,15,3,2,0,1,1,1,2,0,3,4.413490000000002,Mothra
1,3,350.201,17,23,13,1,3,0,0,2,0,3,0,2,4.2227900000000025,Mothra
2,7,373.45800000000025,18,26,21,4,3,0,1,0,2,2,0,2,1.9813899999999995,Mothra
1,3,324.74299999999994,18,23,11,1,3,0,0,1,0,2,0,2,2.16509,Mothra
1,1,319.3790000000001,21,24,18,1,1,1,0,0,0,2,0,2,3.7620900000000024,Mothra
1,5,322.3440000000001,18,24,16,3,3,0,0,0,2,1,0,3,3.074810000000001,Mothra
2,3,280.351,17,21,18,3,1,0,0,0,1,2,0,1,2.497370000000001,Mothra
0,5,369.35200000000015,19,27,16,3,4,1,0,0,0,3,0,2,2.4133900000000006,Mothra
2,2,364.48900000000015,23,27,28,2,2,0,0,0,0,2,0,2,3.7398900000000026,Mothra
2,4,332.38300000000004,20,25,18,3,2,0,0,0,1,2,0,3,3.1731900000000017,Mothra
2,3,327.727,16,23,10,3,3,0,0,1,0,2,0,2,3.4601900000000017,Mothra
1,3,406.4520000000001,21,29,25,4,1,3,0,0,1,2,0,2,3.765290000000002,Mothra
2,2,356.412,18,25,25,3,1,3,0,0,1,2,0,1,1.8304999999999996,Mothra
0,4,322.24199999999996,15,23,9,2,3,3,0,0,0,2,0,2,4.064280000000002,Mothra
1,1,271.76699999999994,17,19,16,0,1,0,0,1,0,3,0,2,4.712690000000003,Mothra
0,5,306.32500000000005,17,23,14,4,2,0,0,0,1,2,0,3,2.3712,Mothra
1,6,379.3430000000001,16,26,10,4,2,3,1,0,1,2,0,3,3.3571700000000027,Mothra
2,3,284.38300000000004,17,21,22,3,1,0,0,0,2,1,0,2,3.954390000000002,Mothra
1,5,307.329,18,23,15,2,3,0,0,0,3,1,0,3,3.9339900000000023,Mothra
1,3,394.4460000000001,22,28,16,2,1,2,1,0,1,3,0,4,5.403100000000003,Mothra
0,4,372.81600000000014,17,26,17,6,2,0,0,1,0,3,0,2,2.437400000000001,Mothra
2,5,348.362,19,26,16,4,3,0,0,0,0,3,0,3,3.151200000000002,Mothra
1,4,359.42600000000004,18,25,18,3,2,1,1,0,1,3,0,2,3.0734000000000012,Mothra
1,3,363.50300000000016,19,25,27,2,3,0,1,0,0,3,0,1,2.5979900000000002,Mothra
2,3,296.39500000000004,17,21,16,2,1,0,1,0,1,2,0,3,4.275040000000002,Mothra
1,6,403.389,18,28,12,5,1,3,1,0,1,2,0,3,3.9584800000000016,Mothra
1,3,263.344,17,20,17,3,0,0,0,0,1,2,0,2,3.249080000000002,Mothra
1,3,306.196,15,20,13,3,0,0,0,2,0,3,0,2,4.087600000000003,Mothra
2,8,419.39200000000005,18,30,19,7,3,2,0,0,2,1,0,3,3.5930000000000017,Mothra
1,3,339.39000000000004,20,25,20,2,2,1,0,0,0,3,0,2,3.9952900000000033,Mothra
4,4,398.4100000000001,18,28,24,4,4,2,0,0,1,1,0,1,1.9026999999999994,Mothra
1,2,308.336,18,23,15,3,1,1,0,0,0,2,0,2,3.344870000000002,Mothra
1,3,356.4730000000002,23,27,24,4,0,0,0,0,2,2,0,3,4.955700000000004,Mothra
2,2,406.24300000000005,18,22,17,1,2,0,0,0,0,2,0,2,3.7539900000000026,Mothra
1,3,453.3800000000002,24,29,25,2,2,0,0,0,1,3,0,3,5.146400000000004,Mothra
1,7,413.4610000000001,23,31,21,6,2,0,0,0,1,3,0,3,4.5519900000000035,Mothra
2,3,263.29999999999995,16,20,13,3,1,0,0,0,1,2,0,3,3.0185900000000006,Mothra
1,5,327.38400000000007,18,24,21,3,3,0,0,0,0,3,0,2,2.450400000000001,Mothra
2,6,320.30800000000005,17,24,12,4,3,0,0,0,1,2,0,3,0.6483899999999998,Mothra
2,3,294.37799999999993,18,22,20,3,1,0,0,0,1,2,0,3,1.6692999999999998,Mothra
3,3,391.23800000000017,17,26,14,5,2,0,0,2,0,2,0,2,3.299100000000001,Mothra
1,3,292.322,16,22,14,5,1,0,0,0,1,2,0,3,3.6777000000000015,Mothra
0,2,224.23799999999997,14,17,9,2,0,1,0,0,1,2,0,2,2.9982000000000015,Mothra
0,2,345.82499999999993,19,24,19,2,1,1,0,1,0,3,0,2,3.121100000000002,Mothra
1,2,283.35100000000006,17,21,19,2,2,0,0,0,1,2,0,2,2.4405,Mothra
1,5,334.4230000000001,20,25,22,4,1,0,0,0,1,3,0,2,3.914900000000003,Mothra
2,5,425.9570000000001,20,28,25,3,2,1,1,1,0,2,0,2,5.347120000000004,Mothra
2,5,269.30800000000005,14,20,15,5,1,0,0,0,0,3,0,2,1.2826999999999997,Mothra
1,3,327.40400000000017,19,24,23,2,3,0,0,0,2,1,0,2,3.7238900000000026,Mothra
0,3,341.381,20,25,19,2,1,2,0,0,1,2,0,2,4.639990000000004,Mothra
1,1,334.36100000000016,19,24,19,1,1,3,0,0,1,2,0,2,3.349990000000002,Mothra
2,4,374.3230000000001,18,27,14,3,4,2,0,0,1,2,0,2,2.3585900000000004,Mothra
3,5,340.3590000000001,18,25,18,3,4,0,0,0,0,2,0,2,2.58619,Mothra
1,4,368.375,19,26,21,1,3,3,0,0,1,2,0,2,4.5279900000000035,Mothra
1,5,342.3060000000001,17,25,13,3,4,1,0,0,0,2,0,2,3.181370000000002,Mothra
1,3,359.78800000000007,18,25,15,3,2,1,0,1,0,2,0,2,2.652070000000001,Mothra
1,6,387.41900000000015,22,29,19,4,3,0,0,0,1,2,0,3,2.05239,Mothra
0,4,286.30699999999996,16,21,16,1,4,0,0,0,1,2,0,1,0.7252999999999992,Mothra
2,5,341.3230000000001,17,25,15,3,5,0,0,0,0,2,0,2,2.1108,Mothra
1,3,388.8250000000001,20,27,17,3,1,2,0,1,0,3,0,2,4.936270000000003,Mothra
1,2,267.73900000000003,16,19,12,2,0,0,0,1,0,3,0,2,4.147370000000002,Mothra
0,4,324.31000000000006,18,24,12,3,1,2,0,0,1,2,0,3,3.770970000000002,Mothra
0,5,298.297,16,22,13,3,2,1,0,0,1,2,0,3,2.5520000000000005,Mothra
2,4,288.78200000000004,15,20,17,4,0,0,0,1,0,3,0,2,2.667300000000001,Mothra
1,3,336.41500000000013,20,25,22,3,2,0,0,0,0,3,0,2,3.6542900000000014,Mothra
1,3,305.672,14,21,7,2,3,1,0,1,0,2,0,2,3.5757900000000005,Mothra
0,4,416.142,16,27,6,3,3,3,0,2,0,2,0,2,5.129570000000002,Mothra
2,4,346.4100000000001,21,26,20,3,2,0,0,0,3,2,0,4,3.9571900000000024,Mothra
1,3,353.269,18,23,20,1,2,0,0,2,1,1,0,1,4.807890000000004,Mothra
1,3,267.284,16,20,13,1,3,0,0,0,0,2,0,2,1.3013899999999998,Mothra
0,2,253.34499999999997,17,19,19,1,1,0,0,0,0,3,0,2,3.7649000000000026,Mothra
0,4,365.82199999999995,15,24,14,4,3,0,1,1,1,2,0,2,3.4242000000000017,Mothra
1,3,356.37700000000007,19,26,19,3,3,1,0,0,1,2,0,2,1.8062999999999994,Mothra
1,4,359.42600000000004,18,25,18,3,2,1,1,0,1,3,0,2,3.0734000000000012,Mothra
1,4,359.42600000000004,18,25,18,3,2,1,1,0,1,3,0,2,3.0734000000000012,Mothra
0,4,313.403,16,21,11,1,2,0,2,0,1,2,0,3,3.9398800000000023,Mothra
2,4,299.35,17,22,19,2,3,0,0,0,0,2,0,2,2.0110899999999994,Mothra
2,4,357.44899999999996,21,26,26,2,2,1,0,0,0,3,0,2,3.4551900000000026,Mothra
2,3,435.73000000000013,18,25,12,2,2,0,1,1,1,2,0,3,5.061090000000001,Mothra
2,2,275.311,17,21,13,3,1,0,0,0,0,2,0,2,2.4690900000000005,Mothra
1,3,329.35,18,24,17,3,1,2,0,0,0,3,0,2,2.764290000000001,Mothra
1,3,287.379,18,21,23,0,3,0,0,0,2,1,0,1,3.8412900000000025,Mothra
1,1,269.29900000000004,16,20,14,2,1,1,0,0,1,2,0,2,2.931190000000001,Mothra
1,4,313.35300000000007,18,23,19,1,4,0,0,0,0,3,0,2,2.6195000000000004,Mothra
2,2,270.35200000000003,17,20,20,1,2,0,0,0,1,1,0,1,2.5703900000000006,Mothra
2,4,396.55900000000025,23,29,34,5,1,0,0,0,1,2,0,2,1.9222,Mothra
2,2,336.794,17,23,18,2,2,1,0,1,0,2,0,2,3.918300000000002,Mothra
3,4,326.7610000000001,13,21,11,2,4,0,1,1,0,2,0,2,1.9453,Mothra
1,3,329.831,18,23,20,3,1,0,0,1,1,2,0,2,3.410300000000002,Mothra
1,3,261.328,17,20,15,3,0,0,0,0,0,3,0,3,3.755700000000001,Mothra
1,3,305.341,17,23,15,5,1,0,0,0,1,2,0,3,3.0501000000000014,Mothra
0,4,361.22300000000007,15,22,15,5,1,0,0,0,0,3,0,2,3.334100000000002,Mothra
1,3,209.21200000000002,11,16,7,5,0,0,0,0,1,2,0,3,2.4894,Mothra
0,3,233.274,15,18,11,3,0,0,0,0,0,3,0,3,2.7162000000000006,Mothra
1,2,295.26,15,21,12,1,2,3,0,0,0,2,0,2,3.5180000000000016,Mothra
1,4,317.7080000000001,15,22,10,2,4,0,0,1,0,2,0,2,1.4212,Mothra
0,1,266.674,14,18,9,0,1,2,0,1,0,2,0,2,4.043600000000002,Mothra
0,3,312.3900000000001,18,22,16,0,3,0,1,0,1,2,0,2,3.1102000000000016,Mothra
0,6,354.36600000000016,18,26,18,4,4,0,0,0,1,2,0,2,2.13938,Mothra
0,2,321.4200000000001,21,24,23,1,2,0,0,0,3,1,0,2,4.451700000000003,Mothra
1,3,329.197,16,20,13,2,1,0,0,0,1,2,0,3,4.716200000000002,Mothra
0,5,383.23800000000006,19,26,12,4,1,0,0,2,1,2,0,3,4.650300000000002,Mothra
3,3,315.7600000000001,16,22,14,3,2,0,0,1,0,2,0,2,3.3257900000000005,Mothra
1,2,238.266,15,18,12,1,2,0,0,0,0,2,0,2,2.2754900000000005,Mothra
1,2,279.31899999999996,17,21,15,2,2,0,0,0,1,2,0,2,2.732890000000001,Mothra
0,2,288.39400000000006,20,22,20,2,0,0,0,0,0,3,0,2,2.8946900000000015,Mothra
1,2,314.162,15,19,10,2,1,0,0,0,0,2,0,2,3.282770000000002,Mothra
0,3,301.3860000000001,18,22,23,1,3,0,0,0,1,2,0,1,1.6814899999999995,Mothra
0,4,278.266,16,21,9,3,1,1,0,0,0,3,0,3,3.251570000000002,Mothra
1,7,344.2590000000001,15,25,10,3,7,0,0,0,2,1,0,2,1.22529,Mothra
1,1,269.29900000000004,16,20,14,2,1,1,0,0,1,2,0,2,2.931190000000001,Mothra
3,5,365.196,16,24,12,3,3,0,0,2,1,2,0,3,2.932990000000001,Mothra
3,5,337.305,15,24,14,5,1,3,0,0,0,2,0,2,1.8095899999999996,Mothra
1,4,267.264,15,20,11,2,3,0,0,0,1,2,0,3,1.5053999999999994,Mothra
0,2,234.278,16,18,12,1,1,0,0,0,1,2,0,2,3.656570000000002,Mothra
1,3,300.377,18,22,21,2,1,1,0,0,0,3,0,2,3.7005000000000026,Mothra
1,5,242.238,12,18,10,4,2,0,0,0,2,1,0,3,1.1765999999999999,Mothra
4,3,281.38000000000005,14,20,25,4,2,0,0,0,0,1,0,0,0.6335900000000002,Mothra
2,2,343.204,16,21,13,3,1,0,0,0,0,2,0,2,3.7169700000000017,Mothra
0,3,249.31699999999995,16,19,15,3,0,0,0,0,1,3,0,3,3.2993000000000015,Mothra
2,5,272.2390000000001,13,20,9,4,2,1,0,0,0,3,0,3,0.7952999999999999,Mothra
2,3,334.1890000000001,16,20,14,0,3,0,0,0,0,3,0,2,3.0662900000000017,Mothra
1,3,264.332,16,20,16,4,0,0,0,0,1,2,0,3,3.6571000000000016,Mothra
1,3,270.695,15,19,9,1,2,0,0,1,0,2,0,2,3.347170000000001,Mothra
1,4,304.69700000000006,12,21,9,6,2,0,0,1,1,1,0,2,2.0923999999999996,Mothra
1,2,279.34400000000005,16,20,11,2,1,0,1,0,1,1,0,2,3.2039000000000026,Mothra
1,4,299.3750000000001,16,21,15,2,2,0,1,0,1,2,0,2,1.8002000000000002,Mothra
1,2,335.427,21,25,23,2,2,0,0,0,0,3,0,2,2.0008,Mothra
0,2,207.23600000000002,13,16,9,3,0,0,0,0,1,2,0,3,2.7015000000000002,Mothra
1,2,313.789,16,21,10,2,1,0,1,1,1,2,0,2,2.3244000000000007,Mothra
0,3,306.754,13,20,9,3,2,0,1,1,0,2,0,2,3.031600000000002,Mothra
0,2,276.319,17,21,14,3,1,0,0,0,0,2,0,2,1.8685999999999996,Mothra
1,3,349.67100000000005,13,23,8,3,2,4,0,1,1,1,0,2,3.6114000000000015,Mothra
1,0,266.286,15,19,15,1,0,3,0,0,0,2,0,2,2.969000000000001,Mothra
1,3,258.38999999999993,15,18,18,2,0,0,1,0,1,2,0,2,4.554700000000003,Mothra
1,3,345.8310000000001,17,23,14,2,2,0,1,1,1,2,0,2,3.543590000000002,Mothra
3,3,300.34200000000004,15,22,18,5,2,0,0,0,2,1,0,2,0.9264899999999996,Mothra
1,6,364.7460000000001,14,24,7,3,5,0,1,1,0,2,0,2,2.8450700000000015,Mothra
2,2,292.717,15,20,12,1,2,1,0,1,0,2,0,2,3.048090000000001,Mothra
0,5,351.13100000000014,14,21,8,2,3,1,0,0,2,1,0,3,3.620890000000002,Mothra
1,2,270.349,13,18,17,1,2,1,1,0,1,1,0,1,2.498490000000001,Mothra
2,2,290.28899999999993,16,21,14,1,2,2,0,0,0,2,0,2,2.7281900000000006,Mothra
1,4,366.772,13,23,12,3,2,3,1,1,0,2,0,1,2.8363700000000014,Mothra
1,5,340.3590000000001,18,25,18,3,4,0,0,0,0,3,0,2,2.6485900000000013,Mothra
0,1,225.315,15,17,17,2,0,0,0,0,0,3,0,2,2.4535,Mothra
1,2,286.178,14,18,15,0,2,0,0,2,0,2,0,1,4.660890000000003,Mothra
3,5,314.41400000000004,16,22,18,4,1,0,1,0,2,1,0,2,2.1815999999999995,Mothra
0,3,319.21500000000003,16,21,14,3,0,0,0,2,1,2,0,2,5.070070000000003,Mothra
2,5,383.4230000000001,21,28,22,3,3,1,0,0,0,3,0,2,1.5770799999999996,Mothra
1,2,318.80400000000003,17,22,19,2,2,0,0,1,0,2,0,1,3.086990000000001,Mothra
0,1,263.34,18,20,17,1,1,0,0,0,1,2,0,2,3.379400000000002,Mothra
0,4,287.338,16,21,18,3,1,1,0,0,0,3,0,2,2.4976200000000004,Mothra
2,4,255.27299999999997,15,19,13,1,3,0,0,0,0,2,0,2,1.4147899999999998,Mothra
2,3,275.695,13,19,10,3,2,0,0,1,0,2,0,2,1.8097999999999999,Mothra
1,1,243.32999999999993,15,18,19,2,1,0,0,0,1,2,0,1,2.924590000000001,Mothra
2,2,341.82200000000006,18,24,18,4,1,0,0,1,1,2,0,2,1.4012999999999995,Mothra
2,4,346.192,13,21,12,7,0,0,0,0,1,1,0,2,4.437400000000001,Mothra
1,3,271.25100000000003,14,20,10,3,2,1,0,0,0,2,0,2,3.982400000000002,Mothra
1,2,401.22700000000015,18,22,14,2,1,0,0,0,0,3,0,3,4.5195000000000025,Mothra
1,6,344.3710000000001,16,24,13,4,2,1,1,0,0,2,0,3,3.709800000000002,Mothra
0,4,275.667,14,19,8,0,4,0,0,1,0,2,0,2,1.9226999999999999,Mothra
2,3,356.47100000000006,19,25,22,3,2,0,1,0,2,1,0,2,2.5951900000000006,Mothra
4,3,385.62500000000006,14,22,12,3,3,0,0,1,1,1,0,2,2.61519,Mothra
1,2,300.71999999999997,16,21,10,2,1,1,0,1,0,2,0,2,3.8089700000000013,Mothra
1,3,315.82400000000007,18,22,20,2,1,0,0,1,0,3,0,2,3.367890000000002,Mothra
0,4,303.37800000000004,18,22,23,0,4,0,0,0,2,1,0,1,3.088490000000002,Mothra
0,2,286.395,17,20,17,1,0,1,1,0,0,3,0,2,3.9547900000000036,Mothra
2,2,286.395,18,21,24,1,2,0,0,0,0,1,0,1,2.477690000000001,Mothra
3,3,304.34499999999997,16,22,19,3,2,1,0,0,0,2,0,1,2.223769999999999,Mothra
2,4,291.281,14,21,13,4,1,2,0,0,1,1,0,1,2.13087,Mothra
1,3,292.311,14,20,11,1,3,1,1,0,0,2,0,2,2.4846900000000005,Mothra
0,2,209.22399999999996,14,16,9,0,2,0,0,0,0,2,0,2,2.841990000000001,Mothra
0,4,457.26700000000017,21,26,16,1,3,0,0,0,0,3,0,3,4.551590000000004,Mothra
3,2,308.80899999999997,16,21,21,2,2,0,0,1,0,2,0,1,2.6625900000000007,Mothra
0,1,260.11,13,15,8,0,1,0,0,0,0,2,0,2,3.769890000000002,Mothra
0,1,326.14500000000004,13,20,12,1,1,3,0,2,0,2,0,1,4.407900000000002,Mothra
0,5,348.354,16,24,12,3,2,2,1,0,2,1,0,2,3.324970000000002,Mothra
1,7,361.3590000000001,15,25,13,4,5,0,1,0,1,1,0,2,2.48503,Mothra
0,3,228.29499999999993,14,17,16,2,1,0,0,0,1,2,0,2,3.7843000000000018,Mothra
0,5,431.45000000000005,21,30,27,2,3,4,0,0,0,3,0,1,3.2802900000000017,Mothra
1,5,357.41,18,25,16,3,2,1,1,0,1,2,0,3,3.886300000000002,Mothra
0,3,330.29,17,24,12,2,3,2,0,0,1,2,0,2,3.7860000000000023,Mothra
1,4,341.40799999999996,15,23,20,3,3,1,1,0,0,2,0,1,2.0999999999999996,Mothra
1,4,344.80100000000004,12,21,9,2,4,0,2,1,0,2,0,2,2.6675000000000004,Mothra
1,0,221.283,15,17,13,2,0,0,0,0,0,2,0,2,2.8896000000000015,Mothra
0,1,292.28,16,21,13,1,1,3,0,0,0,2,0,2,4.3587000000000025,Mothra
1,3,288.7380000000001,14,20,13,4,1,0,0,1,1,1,0,2,2.2494000000000005,Mothra
2,3,287.726,15,20,12,2,2,0,0,1,0,2,0,2,2.7113000000000005,Mothra
0,3,296.37,18,22,20,2,2,0,0,0,1,2,0,2,2.7619000000000016,Mothra
1,1,268.291,16,20,13,2,1,1,0,0,0,2,0,2,3.0463000000000013,Mothra
1,2,226.279,14,17,14,2,1,0,0,0,0,2,0,2,2.7101000000000006,Mothra
0,3,365.61400000000003,15,21,10,2,2,0,0,1,0,2,0,2,3.7668000000000017,Mothra
1,2,294.1650000000001,13,19,11,4,0,0,0,2,1,2,0,2,2.4982000000000006,Mothra
1,5,299.3780000000001,16,22,21,5,1,0,0,0,1,2,0,2,0.5660999999999994,Mothra
1,4,295.3179999999999,17,22,15,2,3,0,0,0,0,2,0,2,2.31721,Mothra
1,4,316.33100000000013,17,23,16,3,1,2,0,0,0,2,0,2,2.9944900000000017,Mothra
2,3,301.36600000000016,17,22,21,2,3,0,0,0,1,1,0,1,3.462290000000002,Mothra
1,3,283.229,13,20,10,2,2,3,0,0,1,1,0,1,2.06827,Mothra
1,3,258.179,10,18,7,3,2,3,0,0,1,1,0,1,1.07579,Mothra
1,5,306.20300000000003,13,22,5,4,2,3,0,0,1,1,0,2,1.85645,Mothra
1,4,264.21199999999993,12,19,9,2,4,1,0,0,1,1,0,1,-0.7981100000000003,Mothra
1,3,254.3329999999999,16,19,18,2,1,0,0,0,0,3,0,2,3.291890000000002,Mothra
2,2,252.33699999999996,17,19,18,1,1,0,0,0,0,2,0,2,3.2394900000000018,Mothra
2,2,324.207,16,21,15,1,2,0,0,2,0,2,0,2,2.601090000000001,Mothra
0,8,359.82200000000006,15,24,12,6,1,0,1,1,2,1,0,3,2.7601900000000006,Mothra
0,3,330.4760000000001,19,24,30,4,1,0,0,0,1,1,0,1,3.6088100000000027,Mothra
1,4,409.43600000000026,23,30,21,3,2,2,0,0,0,4,0,3,3.880500000000003,PMMG
1,8,464.5260000000003,24,34,28,6,4,0,0,0,2,3,0,3,1.8707,PMMG
1,2,442.48100000000034,25,32,25,2,2,3,0,0,2,2,0,2,4.895820000000004,PMMG
1,1,355.48100000000005,25,27,25,1,1,0,0,0,0,4,0,3,5.3983200000000044,PMMG
3,5,513.5970000000002,29,38,30,6,2,1,0,0,0,4,0,2,2.745700000000002,PMMG
2,2,415.55700000000013,27,31,31,2,2,0,0,0,0,4,0,3,3.4732200000000013,PMMG
1,4,383.45100000000014,24,29,21,3,2,0,0,0,1,4,0,4,4.544300000000003,PMMG
1,4,355.42100000000005,22,27,19,4,1,0,0,0,0,5,0,4,3.544500000000002,PMMG
1,4,392.5230000000003,24,29,30,3,2,0,0,0,0,4,0,3,2.60292,PMMG
0,4,470.6170000000005,29,35,34,4,2,0,0,0,2,4,0,2,5.138520000000005,PMMG
