smiles,egfr,her2,qed,sa,source
CNC(C)(N)SC1(C(=O)C2=CCCN2C=O)C=C(S)C(C(N)(S)NC)=C(N)S1,-6.6,-6.9,0.1517,5.8215,seed42
CCOC1=NC(C=O)=CC(OC)(C(O)(C(C)(C)C)C2(NC)C=CC=C2)C1,-7.1,-6.4,0.708,5.063,seed42
CC1=C(C)C(Cl)(N=O)CC(Cl)=C1C(=O)C(C)N(C1CCC1O)C(C)(C)C,-6.8,-6.7,0.4169,5.0544,seed42
CCC(=O)C1(CCO)C(O)=CC(C)=C(F)C1(O)NC(=O)N=C1CC(Cl)=C(C(C)(C)NC)N1CN,-6.8,-6.7,0.2748,5.2591,seed42
CCC(=O)CC1=C(C=O)C(C(=O)C2=C(O)CCC2=O)C(C(O)CC)=NC1(c1nc(O)c(O)cc1CC)N(CC)CO,-6.71,-6.71,0.1317,5.2777,seed42
CNCOc1c(N(C)C)cc(Cl)c(C2(C3=C(C)C=CC(=O)C3)N=NC(N)C=C2C2=C(C)CC=C2)c1C=O,-6.7,-6.7,0.3765,5.1553,seed42
CCC1=C(C2(OC)C=C(C)N(C)C=C2C2C=CC=CO2)C(S)=CC(C)=C1,-6.7,-6.7,0.7639,4.7431,seed42
CC1=CC(N)(C2=C(C(=O)N3CC=CC3)C(N)(S)NC(N)C2(N)N)C=C(N)C1N,-6.7,-6.7,0.1261,5.6258,seed42
NC(=O)C1=NC(N)(Cl)N(S)C(c2nc(O)c(O)c(N)c2NC2=CCCC2)=C1N,-6.7,-6.7,0.186,4.8057,seed42
COC(C)N(C)C1=C(C)C(=O)C(=NC2=C(C3(F)CC(N(C)C)=C(C(N)(O)O)C3)N(C=O)SN2C(O)=S)S1,-6.7,-6.7,0.1413,5.7641,seed42
CNCN1C(C)=C(N2C=CNC2)C(C2=CC(CN)=CC(C)=C2C)=CC1C,-6.7,-6.7,0.7596,4.3358,seed42
CNCC1(N)SC(C)=CC(C(C)=O)=C1C(C)C1=C(C(O)(NC)C(C)C)NC(=S)C2NC(N)=NC12,-6.7,-6.7,0.1821,5.869,seed42
CC1=C(Cl)N=C(Cl)SC1(N)SN(C)C(O)(S)C1=C(OC(=O)O)C(=O)CC(O)=C1N1CC=CC1(C)N,-6.7,-6.7,0.0674,5.8213,seed42
CCCC1(CCl)N=CC(N)=C1C1=C(C(=O)F)C(S)=C(NC(C)C)C=C1O,-6.7,-6.7,0.315,4.4352,seed42
CC1=CC=CC(CS)=C1C1=C[SH](C2(F)CC(N)=CN2)C(N)=C(ON)N1C,-6.6,-6.7,0.2641,5.2906,seed42
CCNC1OC(=O)CC(N2C=C(N)CC=C2N)=C1C(C(N)=O)(C(=O)NC(C)N)C1=C(C=O)C(F)=NCC1C,-6.6,-6.7,0.0904,5.8288,seed42
CNC1=C(c2c(C(C)C(C)=O)nc(S)c(C3=NNC(C)=NN3C(C)NC)c2OC(=O)CCCO)C(=O)CC1,-6.7,-6.6,0.2038,4.9511,seed42
CCc1cc(CF)cc(C)c1C1=C(CN2CCC=C2C)NC(C)=C(C(=O)c2c(C)c(C3=C(CCN)CN(C)C=C3C)c(SCO)c(N(C)N(C)C)c2C)S1,-6.63,-6.63,0.0755,4.7648,seed42
COC1(N(C)C2=C(N)C(N)=C(C(C)N)C(F)=C2SC=O)C=CCC(C)=C1,-6.6,-6.6,0.2289,5.0379,seed42
CNC(=O)C(=O)C(N)(O)C1(C=O)N=C(S)C=C(C)N1C(N)(CN)C(C)N,-6.6,-6.6,0.0994,5.5491,seed42
CCC(C)NC1(N2C(=O)NC(Cl)(C(C)=O)C(C)(N)C2(Cl)NC)C=NC=N1,-6.6,-6.6,0.3783,5.688,seed42
CC1=C(N)C(C2=C(F)C(CO)C(N)=CC2(C)C(C)(S)N2C=CCC2)=CC(O)C1,-6.6,-6.6,0.4616,5.6011,seed42
CNC12N=C(C(C)Cl)C(C#N)=C(OC(=O)CC=O)C1=C(N(C)C=O)CN2C,-6.6,-6.6,0.2829,5.1331,seed42
CNC1=CC(C)=CC(C)N1C1=C(N)C(S)(Cl)NC(O)=C1C1(Cl)CCC=C1C,-6.6,-6.6,0.2044,5.4993,seed42
CCC(=O)C1=C(C2(O)C(O)=C(CN)CN2C)C(C(O)C(C)C)=CC=C1N,-6.6,-6.6,0.3811,4.2289,seed42
Cc1cc(S)c(-c2c(O)cc(C(=O)O)c(C3=CCCN3)c2N(C)C)cc1N,-6.6,-6.6,0.409,3.4959,seed42
CCOC1(F)C(=N)CNC(NC(=O)C=O)=C1C(F)(C1=C(N)CSC1)C(F)C(C)(N)N(C)C,-6.7,-6.5,0.1779,5.7357,seed42
CCN(C(=O)Cl)C12NC(=O)C(C)=C(NC(C)=O)C1(C(=O)CCO)OC(=O)O2,-6.6,-6.6,0.3108,4.7551,seed42
COC1(C2=NN(C)N(C)C(CCO)=C2C(C)=O)NC(CN)=C(NSC)O1,-6.6,-6.6,0.3971,5.004,seed42
CCN(O)C(N)(NC1=CCC=C1)C1(C)C(O)=C(N(C)C(N)C=O)N=CC1C,-6.6,-6.6,0.2351,5.766,seed42
CNC1(C2=C(C(C)S)SC=C(N)S2=O)C=C(C2C=CC=C2)CC(S)=C1N,-6.6,-6.6,0.3535,5.9226,seed42
CCC1C=CN=C1C1=NC=NC=C1C1=C(N)C(N)=CN(CN)C1(Br)CF,-6.6,-6.6,0.4898,5.139,seed42
COC1(c2nc(C(=O)C#N)c(N3CC=CC3)c(N)c2O)OC=C(N)C=C1N,-6.6,-6.6,0.3187,4.7881,seed42
CC1=CC=C(C=O)C(N)(C2=C(C(=O)NC=O)C(S)=C(C=O)N=N2)C1C=O,-6.6,-6.6,0.4463,5.0645,seed42
CCN(C)C1=CC(C=O)C(=O)C(C(F)(OC(C)=O)N2CCC=C2C(C)O)=C1OC(C=O)CF,-6.5,-6.6,0.2058,5.5301,seed42
COC1=C(C2=CC=CNC2)C(C(C)N(C)CN)(N2C=CC(C)C=C2CN)C(=O)C(F)=C1,-6.6,-6.5,0.5297,5.4875,seed42
CCCN(c1c(C(N)Cl)c(CN)nc(C)c1N1CC(C)=C(OC=N)C1)C(C)O,-6.6,-6.5,0.1617,4.8633,seed42
Cc1cc(OC2=C(c3cccc(C(N)O)c3)CC=C(C3=C(C4=CC(=O)CC4)OCC(=O)O3)O2)cc(C)c1C,-10.6,-10.6,0.4205,4.2473,seed123
CC1=CC(C2=C(F)CC(O)=CC2NC2=CC=CC=C2)=CC2=CCC=CC12,-9.6,-9.6,0.6647,4.5084,seed123
NC(=O)C(=O)C1(N)N=C(N)C(c2cc(C3(N)C=CCC3)c(N)cc2N)=CN1,-9.6,-9.6,0.184,4.9324,seed123
CC1=CC=CC(C2=CC=CC(N(C=O)C3=C(C=O)C(O)=CC(C)=C3)=C2)=C1,-9.5,-9.5,0.6769,2.6213,seed123
CC1=CC(NC(O)(C(=O)C2=C(O)NC(=O)C(C)C2)c2cc(C)c(C)c(C3=CNCC3)n2)([SH]=O)CN=C1C(O)C=O,-9.5,-9.5,0.1193,5.9211,seed123
CCC1(C2=C(C3=C(C)C(C(OC)(C4=CC(C)=CC=C4)N(C)C)=CC=C3)CN(C)C(=O)C2)C=CN=C1,-9.3,-9.6,0.5134,4.5304,seed123
CCC1=CC(c2ccc(F)c(O)c2)=NC(c2ccc(C3C=CCC3)cc2)N1C,-9.4,-9.4,0.6957,3.9669,seed123
CN(c1ccc(C2=CNC(SN)=C(C3=CNC=CC3)O2)c(CC2=CCCC2N)n1)c1cccc(O)c1C=O,-9.1,-9.5,0.193,4.8946,seed123
CC1=C(N)N=CC(Oc2c(F)c(F)c(C)c(F)c2C(C)(C)C)(C2C=CCC2)C1,-9.3,-9.3,0.5486,4.59,seed123
CC[SH]1C(C2C=CC=C2)=CC(C)C(C2=CC(O)=C(F)C(C)=C2O)=C1NC,-9.2,-9.3,0.4545,5.0814,seed123
CC(=O)C(=O)C=CC1=CC(C2(S)C=C(N)CC2)=NC(c2ccccc2)C1(C)C,-9.2,-9.2,0.4475,4.6552,seed123
NC1=CC=CCC1(N)c1cccc(C2=C(C(O)C3=CCC=C3)NC=CN2)c1,-9.2,-9.2,0.5674,4.8068,seed123
CC1=CC=C(C2(C)C(C3CC(C)NC(F)=C3C)=CNC(C)(O)N2C)C=C1,-9.2,-9.2,0.7076,4.7154,seed123
CC1=CNC=CC1(C=O)C1=C(C)C(F)=C(C(=O)C2CC=CCN2)C=C1Cl,-9.2,-9.2,0.4819,4.7334,seed123
CCC1=C(C=C2N=NC=C(CN3C=CC=CC3)O2)OC(OC(=O)N(C)C(C)=O)=C([SH]=O)C1,-9.1,-9.2,0.6054,4.9826,seed123
CC1=NC(C2=C(C3=CC=C(N(C)C)C(=N)C3)C(=O)C(C(F)(F)CN)=CC2)=C(C)N=C1,-9.1,-9.1,0.7732,4.0542,seed123
CC(=O)C1=C(C)C=C(N)C(C2=C(N(C)C=O)C(=O)CC(C(Br)N3C=CC(C)=CC3)=C2)=N1,-9.1,-9.1,0.2874,4.6405,seed123
CNC(=O)CC(N)(CN)N(C(=O)C1=C(N2CCC(Br)=C2CC(N)CO)N(C)CC1=O)C(CS)(NCO)NC(C)C,-9.0,-9.0,0.0508,5.525,seed123
CC1=CC(C2=NC=CC(C)=C2O)=CC(C2(C)C(N)=C(C)C(C)=CN2C)=C1,-9.0,-9.0,0.8451,3.7645,seed123
CNc1cc(-c2cc(F)c(C=O)c(OC3(O)N=CCN3C)c2)c(C)cc1C,-9.0,-9.0,0.6244,3.9162,seed123
CCOC1(C(=S)C2=C(C)C=CC(C3=CC=CC=C3)=C2)C=CC(=O)C(C)=C1,-9.2,-8.7,0.5373,3.354,seed123
CC1=CC(O)=CN(c2c(C)c(C)nc(C)c2C(=O)OC=C2CCC=C2S)C1,-8.9,-8.9,0.4443,4.1672,seed123
CCC(O)(C1=CN(C)C(N)C(C=O)=C1)C1(O)N=C(Cl)C(C)(C)C(C2=CCCC2)=N1,-8.9,-8.9,0.5904,5.3128,seed123
Nc1ccc(C=O)c(C2(N)NC(N(C=O)C3(O)CC=CO3)=C(O)OC2=O)c1,-8.9,-8.9,0.1864,5.0278,seed123
C=Cc1cccc(-c2nc(N3C=CC=C4CCC(CC)=C43)c(C)cc2S)c1,-8.8,-8.9,0.6006,3.5494,seed123
CC1=CC=C(C2=C(C)C(C)=C(N)C=C2C2=CC(C#N)SC(F)=C2)C=C1C,-8.8,-8.8,0.6646,3.8374,seed123
CC1=CC(O)(C=C2C=C(C)C(N(C)C3=CC=C(N(C)C)S3)C3OCC(C)N23)C=C1C,-8.8,-8.8,0.7817,5.2085,seed123
CC(=O)C1=C(C2(Cl)C=C(N)CC(C)=C2F)C(N)(N)CC(C2=CCNN2)=C1C,-8.8,-8.8,0.3673,5.0263,seed123
CNc1cc(-c2c(N)c(OC(C)=O)c(N)c(C3=CNC(=O)C3)c2O)cc(C2(N)C=CCC2)c1,-8.7,-8.7,0.1753,4.3142,seed123
CC1=C(C2=NN=CCC2)C(C)=C(C2=C(N)C(O)=NC=C2C2NC2=O)C=C1,-8.7,-8.7,0.7361,4.0384,seed123
CC1=C(C=O)C(=O)C(OC2(C#CC(=O)C(N)=O)C=NCC(C3C=CCN3)=C2N)=NC1N,-8.7,-8.7,0.0942,5.7491,seed123
CC1=COC(Br)=NC1(N)C1=C(C=O)C(CN)=CC=C1C(=O)N1C=CCC=C1,-8.7,-8.7,0.7125,4.6715,seed123
CC1=CCC(O)(C2=C(S)NC(CN(C(N)=O)C(N)(O)F)=C(C(N)=O)C2=C=O)C1,-8.7,-8.7,0.095,5.13,seed123
Cc1ccncc1-c1c(C)c(C2=CC=CC2)c(C(N)=O)c(C(C)(C)N)c1F,-8.7,-8.7,0.8541,3.3774,seed123
CC1C(F)=C(C(=O)C(=O)C(=O)C2(O)NNC([SH]=O)=C2F)C(CN)=NN1C(=O)F,-8.7,-8.7,0.1056,5.6012,seed123
C=CN1N(C2=NC=C(NCC)N=C2)C1(Cl)NN1C=CCC(C(C=O)=C2N=CN=C(C)N2C)=C1,-8.7,-8.6,0.1954,5.6476,seed123
CC1=CC(=O)C(C)C(C2=NC(O)(F)N(C3=C(C)C(=O)OC3C)C=C2)=C1C,-8.6,-8.7,0.6047,5.0392,seed123
CN=NC1=C(NC2(N3C=CC(C)C(N)=C3S)COC(Cl)=C(OC3=CCC=C3)C2=O)C(=O)NNC1Cl,-8.6,-8.6,0.1494,5.9862,seed123
C=CC(C(=O)c1ccc(Cl)cc1)(C1=CC(=C=O)C(C)=C(O)C1S)C1CC=CC1,-8.6,-8.6,0.2908,4.7469,seed123
CC1=CC(NC2=COC(C=O)=C(C3(C=O)SC(O)=C(N)C(F)=C3N)O2)=CC1,-8.6,-8.6,0.513,5.2621,seed123
CCC1=C(C2=C(CO)C(N)=NC=C2)C(C)=C(C2C=CCC=C2)C(Cl)=C1S,-8.6,-8.6,0.4973,3.7272,seed123
CC1=NC(=O)C(Cl)=C(NC(=O)C2=C(C3=CC(C4=NC=CC4)CC(=O)N3)C=CCN2C=O)C1N,-8.6,-8.6,0.5038,5.151,seed123
CNC1=NC(N(C)C(F)(C=O)C2=C(C)C=C3C=C(O)CC=C3C2=O)=CC=N1,-8.6,-8.6,0.6069,4.5111,seed123
CNC(=O)c1c(F)c([SH]2CCC=C2C=O)cc(F)c1N1C=CC(C(C)C(=O)O)=C(C(=O)Cl)C1,-8.6,-8.6,0.3027,5.2394,seed123
C=C1CC(N)=C(CC2=NC(=C(C)Cl)OC(C3=CCC=C3)=C2CN)C=C1N,-8.6,-8.6,0.7057,4.7014,seed123
C=CC1=C(C2=CC=C(OC3=CCC=C3)C=C2)C(C(=O)C(=O)NC)=CC=C1,-8.7,-8.4,0.632,2.96,seed123
CNC1=C(C2=C(C)C(S)=CC=C2)C(C2=CCC=C2)=NC(C2=CC=CN2)=C1,-8.5,-8.5,0.521,3.4494,seed123
CC1=CC=CC(C2=CC(Cl)=C(O)C(C3(C4=NCCO4)C=CC=CO3)=C2)=C1,-8.5,-8.5,0.8516,3.8412,seed123
CCC(C)(C(=O)F)c1c(N)c(N2CCC(N)=N2)c(C)c(N)c1C(=O)OC1=CNNC(=O)C1C,-8.5,-8.5,0.2353,4.9608,seed123
C=CNC1=C(N)C(C2=CC=CC=N2)=C(C(=O)OC2=CC=CC=C2)C=C1C,-8.5,-8.5,0.4067,2.6316,seed123
C=C1CSC(C)=C(C2=C(CCN)C(F)=C(C3=CCC=C3)C(OC)=C2F)C1,-8.5,-8.5,0.7148,3.9979,seed123
CNC1=C(O)N(C2(Nc3ncccn3)C=NC(O)=C(F)O2)C(NC2(O)C=C(N)CC2)=C(O)C1(N)N,-8.5,-8.5,0.21,5.4534,seed123
CNC1=CC(O)(OC2=C(C3(CCl)CC=CC3)C(=O)C(=O)C(C)=C2O)CC(C)=C1,-8.2,-8.8,0.2138,4.7077,seed123
COC1=C(O)C=CC=C1C1=CC(C=O)=C(C2=C(O)C(C)=CC=C2)C(C)=N1,-8.5,-8.5,0.6879,2.7053,seed123
CC1=CN(C=O)C(Cl)(C(=CC2=C(C)C=CC=C2)C2(C)NC=C(C)N2)NC1,-8.5,-8.5,0.4318,4.9101,seed123
CNCC1=C(C)C(C2=COC=CC2)=C(O)C(NC2=C(C)C(C)=CC=C2)=C1,-8.4,-8.4,0.6602,3.1794,seed123
CC(=O)C(C(=O)C1=CNCC1)=C1N=C(C2=C(F)CC(C=O)=CN2)C(C)=C(F)N1,-8.4,-8.4,0.2181,4.5566,seed123
CCc1nc(C2=NCCN2C)cc(C2(C)C(C)=C(C(N)O)C=C(N)N2C)c1C,-8.4,-8.4,0.6741,4.6264,seed123
CC1=C(C2(O)C=C(N(C)C3=C(N)C(O)=CC(N)N3)C=CN2)C=CC=C1N,-8.4,-8.4,0.3779,4.8788,seed123
CNC(F)(OC(C)=N)C1=C(N2C=CC=CC2)C(C)=CC(C)(S(=O)C2=CCCC2)C1,-8.4,-8.4,0.2897,5.4371,seed123
CC(=O)c1c(C)c(O)cc(N(C)c2ccc(C)cc2)c1N(C)C1CCC=C1C,-8.4,-8.4,0.5491,3.5844,seed123
CCC(NO)NC(=O)C1=C(C2=CC(=O)C=C2)C(NCCl)=C(F)C(O)=C1N,-8.4,-8.4,0.105,4.345,seed123
CNC1=C(c2cccc(C)c2)N=C(C)C2(C(N)=O)C(C)=CCC12N(C)C=O,-8.4,-8.4,0.6171,4.5134,seed123
CC1=C(C2=C(O)N(CC(C)(C)C3=NNC=CC3)C(=O)OC2)CC=CC1N,-8.4,-8.4,0.671,4.8443,seed123
CCC1=CN=CC(c2cc(C=O)cc(C3=CCCO3)c2C)(N(C=O)CC=O)C1,-8.3,-8.4,0.6492,4.6296,seed123
CC(=O)C1(O)C(=O)C(C)=C(N)C(F)=C1c1cc(N)cc(C)c1C1(C)CC=NC1,-8.3,-8.3,0.5439,4.7073,seed123
CC1=C(N(C=O)C2=CC(N)C(N)=CC2=C=O)C(C2=CC=CNC2)=CC=C1,-8.3,-8.3,0.562,4.6882,seed123
CCN1CC(=O)OC(Cl)=C1C12C(C)=C(C)CC1C=CC(C1(N)CC(N)(O)C(O)=C(C)N1C)=C2C,-8.3,-8.3,0.2701,5.5564,seed123
CCN(C=O)C1(c2cnc(C3=CCC=C3N)c(COC)c2)C=CCC(C)=C1,-8.3,-8.3,0.5936,4.551,seed123
CC1=C(N)C(NC2(O)C=COC2)=C(C)C(C2(O)C=CC=C(C=O)O2)=C1N,-8.3,-8.3,0.3037,5.1393,seed123
CCC(=O)C1=C(O)C(F)(OC)C(C2=C(C)C(C)=C(C)C=C2)=CN1C(C)=O,-8.3,-8.3,0.8838,3.8947,seed123
CC1(O)C=CC(C2(C)C(=O)N=C3C(=O)C(C)(C)C=C(C=N)C3=C2O)=CO1,-8.3,-8.3,0.6549,5.2791,seed123
CCN1CC(N)=CC(N2CC(=O)C(C)=C(N(C)C3=C(O)C(F)=C(C)C=C3)N2C)=C1O,-8.3,-8.2,0.6859,4.0415,seed123
CNC1=C(C)C(NC)=C(C(O)(O)C2=CCC=C(C)C2=O)C(C)=C1C(C)=O,-8.2,-8.3,0.477,3.7831,seed123
CNC1=C(C=O)C(C2(CN)CC=CC=C2C=O)C=C(C2=CCC(N)=N2)C1C,-8.2,-8.2,0.6175,5.4415,seed123
CNC1=CCCC=C1C(=O)C1=C(C)C(N)=C(C)C(N2C=CCC=N2)=C1CF,-8.2,-8.2,0.607,4.2234,seed123
CCc1c(N)cc(N(C)C)c(C#N)c1N1C=CCC(C(C#N)C(O)C(C)C2(C)C=CCC2)=C1,-8.2,-8.2,0.4587,5.2646,seed123
CNc1ccc(N)cc1N1C(OC=O)=CC=CC1c1ccc(C2=CC(=O)CC2)nc1,-8.2,-8.2,0.5629,3.9961,seed123
CC1=CC(N)(C2(C3=NC=CC=C3)N=C(N)C(N)=C(F)C2=O)C(C#N)C=C1,-8.2,-8.2,0.7147,4.8542,seed123
CC(=O)OC1NC(C=O)=C(O)C(CN)=C1C1=C2CC=CC(N)=C2SC=C1,-8.2,-8.2,0.4299,4.8737,seed123
CCC(C1=CC(C2=CN(CC)C3=CCOC3=C2C)=C(Cl)C(Cl)=C1)N(C)C(C)(C)CC,-8.1,-8.2,0.4305,4.1885,seed123
CNC1=C(C2=NC(NC3=CCC(=O)C=C3)=CC=C2C(C)=CN)N=CC=C1,-8.1,-8.1,0.7681,3.4715,seed123
CC1=CC(N)=C(C2N=C(N(C)C=O)C(C)=C(C3CC3)C2(O)O)C(C)C1C,-8.1,-8.1,0.5275,5.088,seed123
COCNC(N)(F)c1nc(C(=O)F)ccc1C1(Nc2ccccc2)C=CCC1,-8.1,-8.1,0.2787,4.3519,seed123
CC(=O)N1C=C(C(N)(O)CC=O)SC(C(N)(N)c2ccc3c(c2)C=CC3)=C1,-8.0,-8.2,0.4348,4.5912,seed123
CNCC1(C2(Cl)NC2=O)CC(C2=CC(C)=C(N)C(C)=C2O)=CC(=O)N1C,-8.1,-8.1,0.2681,4.5068,seed123
Cc1ccc(C)c(-c2nc(N)c(N)c(CC3=CCC(N)=C(N)O3)c2C(N)(F)C(=O)C2(O)C=CCC2)c1,-8.0,-8.2,0.2581,4.828,seed123
CNC1=CC(NC2(C3(C)CC(Cl)=C(C)N=C3N)C=C(C)C=N2)=C(S)C=C1,-8.1,-8.1,0.5766,4.7508,seed123
CC1=CNC=C(C2C=C(N(C)C)C(C3(F)CC=CC3)C(F)=C2CN(C)C)N1O,-8.1,-8.1,0.7011,5.2473,seed123
CCC1=C(C)NCC(N(C)CN)(C(N)(CC)C2=C(C(=O)NC3=C(N)CC=C3)C(=O)CC=C2)O1,-8.0,-8.1,0.2679,5.248,seed123
CN(CC1=C(C(=O)C2=CC=C(N)C=N2)C(=O)CC(=O)S1)C1=CC=CC=C1,-8.1,-8.0,0.4928,3.0394,seed123
CN(CC1(O)NC=CC(Cl)=C1C1=CC=CC(S)=N1)C1=NC(N)NC(=O)O1,-8.0,-8.1,0.468,5.1801,seed123
CC1=C(O)C(NO)=C(C2=C(CCl)CCC=C2)OC1C(F)(C=O)C1C=CCC1,-8.1,-8.0,0.2721,5.247,seed123
CC1=C(C)C(C(F)N(C2=CC=CC=C2)C2=CC=CC=C2)=C(C=O)C(O)=C1,-8.0,-8.0,0.4794,3.1201,seed123
CC1=CC=C(N2C(F)=C(C)C(C)=C(C3=CNC=CC3)C2(F)C(=O)CN)C1,-8.0,-8.0,0.7527,4.784,seed123
CC1=CC(=O)C(=O)C(C2=C(C)C(C)(N)CC=C2C=O)=C1C1=CC=C(C)C(N)(O)C1,-8.0,-8.0,0.2905,4.8945,seed123
COC1=C(C2=NCNC2)S(=O)C(C2=C(C)C(=O)C(C)C(C)=C2N)N=C1C(C)N,-8.0,-8.0,0.6236,5.5724,seed123
CC1=C(C#N)CC(N)=C(C(C)C(=O)OC2(N)C(C)=C(O)C(C)=C2N)C1=O,-8.0,-8.0,0.4268,4.7969,seed123
CCC1(NC2=C(Nc3cnc(N)cc3O)C(N)(C=O)C(O)C=N2)C=CCC1,-8.0,-8.0,0.3087,5.3096,seed123
CC(=O)c1cc(-c2[nH]c(C=O)c(C(C)=O)c2C(N)=O)cc(N)c1C1=CCCC1,-8.0,-8.0,0.4022,3.2502,seed123
CC(C)CC(=O)C1=C2C(=C(CI)NC(N)=C2C2(C(=O)O)C(=O)C(N)=NC(Cl)=C2Cl)OC1,-7.9,-8.0,0.1607,4.7314,seed123
NCc1ccc(N)c(Cl)c1C(F)(C=O)C1(CN)C=CC=C(C2=NCC=C2)O1,-8.5,-7.4,0.5065,4.9595,seed123
CC1=C(N(C)C#N)C(O)=C(N(CN)C(=O)C2=C(C)CC=C(F)C2=O)N=C1,-7.9,-7.9,0.3604,4.052,seed123
CC(=O)C1=C(OC2=CCC=C2)N=CC(C2(C(C)(N)CS)C=CC=CN2)=C1,-7.9,-7.9,0.5307,4.8231,seed123
CC1=CNC(N)(C2(N)OC(SCF)=NC(=C3N=CCN3)C2(C)C=O)NC1=O,-7.9,-7.9,0.3786,5.8838,seed123
CC1=CCCCC1COC1=C(C)C(C=O)(OC2=CC=C(Br)C2)C(N)=CN1,-7.9,-7.9,0.5028,5.1093,seed123
CCNC(F)(Br)c1c(OC2(N)CNC=C2N)nc(O)c(N2CC(O)=C(N)C(O)=N2)c1N,-7.9,-7.9,0.1333,5.4573,seed123
CNCC(C)(Cl)C1=C(C(N)C(Cl)C2=CCCC=C2N)C=CC(=C(Cl)Br)N1,-7.9,-7.9,0.4331,5.3996,seed123
CC1=C(N)C(C)=C(C2=CCC=C2)C(N)=C1CC1(C)N=C(O)C(I)=CC1=O,-7.9,-7.9,0.4665,4.4851,seed123
C#Cc1cc(C2=C(N)CCO2)c(F)c(C(C)(O)c2ccc(C)c(C)c2)c1NC,-8.1,-7.7,0.7066,3.8835,seed123
CC1=CN(C)C(C)=C(C2(N)C(C)=CC(NSN)(C3=CCC=C3)C=C2N)N1,-7.9,-7.9,0.3788,5.5359,seed123
COC1=C(N=O)OC=C(C(CSC2=COCC2)=C2C=C(C)C(C=O)C(=C=O)N2C(=O)C2=CCC=CO2)C1,-7.9,-7.9,0.2605,5.5902,seed123
CNC1(N(C(=O)c2ccc[nH]2)c2cc(C=O)c(C=O)c(C(F)F)n2)C=CCC1,-7.9,-7.9,0.4321,4.4552,seed123
Cc1ccc(C2CCS2)c(-c2cc(Nc3[nH][nH]c3C)c(Br)c(CO)c2N)c1,-7.9,-7.8,0.3397,3.9475,seed123
C=NCC1=C(C)C(C2=C(Cl)C(=O)C(Cl)=NC2=O)=C(C(C)(C)C2=C(C)CCC2=O)CC1=O,-7.9,-7.8,0.5735,4.2488,seed123
CC1=C2C(=O)NC(F)(C3(N)C=C(C=O)N(C)C(CF)=C3C)N(C)C2CC1,-7.9,-7.8,0.5781,5.289,seed123
CCCC1C(=CC2=C(C(O)CC(C)N)CC(=O)C=C2)C(C)=C(N2C=C(C(C)C)C=CC2)C(C(C)(O)N(C)C)=C1N,-7.9,-7.8,0.2974,5.5215,seed123
CCNC(=O)N(C(=O)C=O)c1nc(C2(N)CC=C(F)C2)c(C(=O)O)c(S)c1F,-7.9,-7.8,0.3228,4.513,seed123
CC=NC1=C(CC(=O)C2=C(C(=O)C(C)(C)C)N(C=O)C=C(N(C=O)CC)C2O)CN(C)C=N1,-7.8,-7.9,0.4105,5.0083,seed123
CNC(OC)C1=NC(C)(N)C(ON2C=C(Cl)N=C(N)C2)=C(NCC2=CCCC2)C1=O,-7.8,-7.9,0.2433,5.1695,seed123
CNc1c(-c2[nH][nH]c2OC)sc(N(C)C2=CCCC2)c1-c1ccc(C)cc1,-7.6,-8.0,0.5199,3.5276,seed123
CCC1(C2(C)CC=C(OCCN)C2)NC(C)(S)NC(Cl)=C1C1=CNC=C(C)N1,-7.8,-7.8,0.2898,5.5229,seed123
CC1=C(N)C(c2c(O)nc(C=O)c(NC3(C)C=C(N)CC3)c2C=O)=C(C)CC1,-7.8,-7.8,0.5756,4.6977,seed123
CNC1C(C2(Cl)C=C(N)CC(N)=C2)OC(C)=C(NC2=CC=CC=C2)N1O,-7.8,-7.8,0.5104,4.6707,seed123
Cc1cccc(Oc2c(N3CC=C(N)C3)nc(F)c(O)c2C(=O)CO)c1C,-7.8,-7.8,0.5443,3.3839,seed123
CC1=C(C2=C(C)C(C=O)=C(CN)C(N)=C2)C(C2=NCC=C2)=CC(C=O)=C1,-7.8,-7.8,0.6414,3.5842,seed123
C=CCC1=C(CC)CC(F)=NN1C1(C2(F)C=CC(F)=CO2)C=C(N)C(C(N)(O)F)=C(O)O1,-7.8,-7.8,0.2084,5.7981,seed123
CC1=NC(C2=C(C)C=NN=C2N(C=O)C2=CC=CC2)=C(CN)C(F)=C1C,-7.8,-7.8,0.8356,3.8477,seed123
CC(=O)C(=O)C1(c2cnc(C3=CC=CC3)c(N)c2)C(O)=NC(N)=C(N)S1=O,-7.8,-7.8,0.5268,4.934,seed123
CNC1=CN(c2c(CN)nc(C)c(C(C)=O)c2C2=C(C)OC(=O)C(F)O2)C=C(C2=CC=CC2)C1,-7.8,-7.8,0.4834,4.7855,seed123
CNC(O)C1=C(C)CC(F)=C(C(C)O)N1C1(O)C=CC=C(N(C)C2(C)CC(C)=C(N)C2)C1,-7.8,-7.8,0.3973,5.6891,seed123
C=CC1=CCC(C(NC)N(C)C2=C(C=O)CC(=O)C(C(=O)C=O)=C2C)=C1,-7.8,-7.8,0.3071,4.8744,seed123
CNC1(C)C(N)=C(C2=CCC=C2)C(C)=C(N)N1C1=CC(C(C)N)=CN=N1,-7.8,-7.8,0.648,4.7436,seed123
