smiles,QED,SA,EGFR_Docking,HER2_Docking,source
FC(F)(F)C1CCN(C(=O)c2ccc(F)cc2Cl)CC1,0.621,3.099,-8.85,-9.3,seed123
Fc1c(Cl)cccc1NCc1cc([N+](=O)[O-])ccc1C#N,0.587,3.278,-8.9,-9.0,seed123
FC(F)(F)c1ccc(Cn2c(=O)[nH]c3ccccc32)cc1,0.672,2.94,-9.2,-9.3,seed123
Fc1ccc([O-])c(CSc2nccs2)c1,0.674,4.029,-8.25,-7.6,seed123
FC(=O)c1cccc(C[NH2+]Cc2ccc(F)cc2Cl)c1,0.746,4.222,-8.95,-10.1,seed123
Fc1ccc(OCCNSc2nnc(Cc3ccccc3)o2)cc1,0.398,3.446,-8.65,-9.6,seed123
FC(F)(F)Oc1cccc(CO/N=C/c2ccccc2)c1,0.513,3.106,-8.8,-10.1,seed123
FC(F)(F)[C@@H](Oc1ccccc1)C(=O)NCc1ccccc1,0.82,3.44,-8.9,-9.6,seed123
Fc1ccc(CN(Cc2cccc(F)c2)C(=O)Cn2cnc3ccccc32)cc1,0.384,3.089,-9.75,-9.5,seed123
FC(F)Cn1nnnc1S[C@@H]1CCCCC1=O,0.723,4.347,-8.4,-8.2,seed123
F[C@H](c1ccccc1)[C@@H]1CN(Cc2cccc(F)c2)CCO1,0.753,3.961,-9.15,-9.4,seed123
Fc1cccc(C(=O)NNc2nncs2)c1,0.694,3.3,-8.6,-9.2,seed123
[C@H](C)NC(=O)Nc1ccc(N(C)C)cc1,0.695,3.383,-8.2,-7.5,seed123
[C@H]1CCCN(C(=O)C(=O)Nc2c(F)cccc2F)C1,0.688,3.717,-8.95,-8.5,seed123
[C@H](C(=O)NCc1ccc(C(C)(C)C)cc1)NCc1ccccc1,0.757,3.203,-8.65,-10.0,seed123
[C@H](C(=O)c1ccsc1)[C@H]1CCCC[C@@H]1c1ccc(Cl)cc1,0.555,4.378,-8.8,-9.1,seed123
[C@H]Oc1ccccc1CN(C)C(=O)Cn1cnc2cc(Cl)ccc2c1=O,0.593,3.553,-9.2,-9.3,seed123
[C@H]Oc1ccc2c(c1)NC(=O)[C@@H]2c1cccc(NC(=O)CCn2cccn2)c1,0.594,4.266,-9.45,-10.3,seed123
[C@H](C#N)CNC(=O)Nc1ccc([N+](=O)[O-])cc1C(F)(F)F,0.406,3.809,-8.6,-8.5,seed123
[C@H](CC[C@H](O)c1ccccc1)C(=O)Nc1ccc(Cl)c(Cl)c1,0.706,3.736,-8.75,-10.0,seed123
[C@H]1CCCN(C(=O)[C@@H]2CCCN(c3cnn(C)c(=O)c3)C2)C1,0.712,4.322,-8.65,-10.0,seed123
[C@H]Oc1cccc(S(=O)(=O)N[C@H]2CCCc3ccccc32)c1F,0.834,4.11,-9.3,-9.4,seed123
[C@H](C)OC(=O)CN1C(=O)/C(=C/Nc2ccc([N+](=O)[O-])cc2)Sc2ccccc21,0.242,3.822,-9.2,-8.2,seed123
[C@H]O/N=C1\Sc2ccccc2N(Cc2cccc(C(F)(F)F)c2)C1=O,0.566,3.867,-9.25,-9.2,seed123
[C@H]1C(=O)c2ccc(O)cc2[C@@H]1C(=O)NCc1ccc([N+](=O)[O-])cc1,0.561,4.132,-9.45,-10.2,seed123
[C@H]Oc1cccc(C(=O)N2CC[C@@](C)(C(=O)N3CCCC3)C2)n1,0.75,4.378,-8.75,-10.0,seed123
[C@H](C(=O)C1CCCCC1)c1ccccc1OCC(N)=O,0.765,3.389,-8.8,-8.9,seed123
[C@H](C)Oc1ccc(=O)n(CCNCc2cccc(C(F)(F)F)c2)c1,0.688,3.714,-8.85,-10.1,seed123
[C@H]Oc1cccc(CN(C[C@@H](O)c2ccccc2)c2nnnn2C2CCCC2)c1,0.533,4.393,-9.45,-8.5,seed123
[C@H]1C(=O)C(=O)N(c2ccc(Cl)cc2)[C@@H]1c1ccc(F)cc1,0.698,3.82,-9.4,-8.5,seed123
[C@H]Oc1ccccc1C[C@@H](C)Nc1ncnc2sccc12,0.678,4.23,-8.75,-9.9,seed123
[C@H]1CC[C@H](Cc2nnnn2Cc2ccccc2)C1,0.724,4.113,-8.7,-9.1,seed123
[C@H](C)c1cccc(NC(=O)Cn2cnc3cc(C(=O)[O-])ccc32)c1,0.673,3.815,-9.35,-10.6,seed123
[C@H](C)C(=O)N(Cc1ccccc1)[C@@H]1CCN(CC(F)(F)F)C1,0.734,3.995,-8.95,-8.3,seed123
[C@H]1C(=O)NC2=C(C(=O)CCC2)[C@H]1c1ccc2nccnc2c1,0.773,4.458,-9.35,-9.8,seed123
[C@H](C#N)CCCn1ncc2ccccc21,0.608,3.84,-8.1,-7.2,seed123
[C@H](C)[C@H](C)NC(=O)CCc1cccs1,0.694,4.104,-8.0,-7.2,seed123
[C@H]1CCCC[C@@H]1c1nc(CCC(=O)N2CCc3ccccc32)cs1,0.72,4.235,-9.45,-10.8,seed123
[C@H]1CCN(/N=C/c2cccc(Cl)c2)C1,0.581,3.969,-8.3,-8.0,seed123
[C@H](C)CNC(=O)Nc1ccc(F)cc1C(=O)[O-],0.703,3.941,-8.6,-7.8,seed123
[C@H]S/C(=C\c1cccc2ccccc12)c1c(C)nn(C2CC2)c1N,0.617,3.966,-8.95,-8.7,seed123
[C@H]1C[C@H](C)CN(C(=O)CNC(=O)c2ccc(O)cc2F)C1,0.783,4.24,-8.95,-8.8,seed123
NC1=NC(=O)[C@H](CSc2ccc3c(c2)OCCO3)C1,0.747,4.35,-8.9,-8.8,seed123
CNC(=O)c1cccc(N)c1COc1cccc(F)c1,0.741,3.048,-9.0,-8.8,seed123
O=C([O-])[C@H]1COc2ccccc21,0.481,4.179,-8.1,-7.0,seed123
[C@H]=C(C#N)Cc1ccc(F)c(C#N)c1,0.562,4.075,-8.15,-7.3,seed123
[C@H](C)c1nc2cc(OCc3ccncc3)nn2c(=O)[nH]1,0.663,4.157,-9.0,-10.1,seed123
[C@H](C#N)c1ccc(COc2ccccc2)nc1,0.7,3.423,-8.25,-8.5,seed123
[C@H]Oc1cccc(-c2csc(NC(=O)CN(C(C)=O)c3ccccc3)n2)c1,0.606,3.557,-9.45,-10.2,seed123
[C@H](C#N)C1=NN(Cc2cccc(C#N)c2O)C(=O)N1Cc1ccco1,0.652,4.176,-8.6,-7.9,seed123
[C@H]Oc1ccc(NC(=O)c2ccc(=O)n(C)c2)cc1[N+](=O)[O-],0.582,3.585,-9.0,-9.4,seed123
[C@H](C)Oc1ccccc1n1c(C(F)(F)F)nc2cc(S(=O)(=O)N3CCCCC3)cnc21,0.479,3.952,-8.95,-9.9,seed123
[C@H]1CCC[C@@H]1C(=O)OCCNC(=O)c1cn(C)nc1C(C)(C)C,0.565,4.483,-8.45,-9.3,seed123
[C@H]Oc1ccccc1OC[C@@H](O)Cc1ccccc1OCC(=O)[O-],0.634,4.269,-8.75,-8.8,seed123
[C@H](C(=O)Nc1ccccc1-n1cccn1)[NH+]1CCC(c2nnc(-c3ccccc3)o2)CC1,0.393,4.33,-9.45,-10.3,seed123
[C@H]Oc1ccc(Br)cc1C(=O)c1ccccc1[O-],0.719,4.075,-8.75,-9.2,seed123
[C@H]1CCN(C(=O)c2cccc([N+](=O)[O-])c2[N+](=O)[O-])C1,0.508,3.812,-8.4,-7.8,seed123
[C@H]Oc1ccc(C(=O)Nc2ccccc2C=O)cc1S(=O)(=O)N1CCC[C@H](C)C1,0.633,4.046,-9.6,-9.8,seed123
[C@H]1C(=O)NC[C@H](CC(=O)Nc2ccc(O)cc2O)C1,0.378,4.362,-8.6,-8.4,seed123
[C@H]Oc1cccc(OCCNC(=O)CCc2nnnn2C)c1,0.609,3.712,-8.5,-8.7,seed123
[C@H]Oc1ccc(NC(=O)Cc2cccnc2Cl)cc1,0.772,3.411,-8.5,-8.8,seed123
[C@H](CCNC(=O)c1cccc(F)c1)n1cncn1,0.709,3.751,-8.5,-8.2,seed123
[C@H]([C@H](C)c1cccc(F)c1)NC(=O)Nc1ccc(F)cc1,0.776,3.829,-9.0,-10.3,seed123
[C@H]Oc1ccc(NC(=O)CSc2nnc(C3CC3)n2C)cc1,0.729,3.518,-8.35,-8.6,seed123
[C@H]1CCc2nc(NC3CCCCC3)ncc2[C@@H]1c1ccccc1,0.807,4.2,-9.05,-9.0,seed123
[C@H]Oc1ccc(CN2CCC[C@@](CC(=O)Nc3nc(C)c(C)o3)C2)cc1,0.759,4.216,-9.3,-9.5,seed123
[C@H]Oc1ccccc1/C=C/C(=O)N[C@@H](CO)C(C)(C)C,0.71,4.319,-8.4,-6.5,seed123
[C@H](C#N)C1=NC(NC(=O)c2ccc(C#N)cc2)c2ccccc21,0.844,4.378,-8.8,-9.2,seed123
[C@H]Oc1ccccc1CNC(=O)N1CCN(c2cc(CCCCC#N)c([N+](=O)[O-])cc2F)CC1,0.238,3.903,-9.15,-10.1,seed123
[C@H]Oc1ccc(NC(=O)CCc2ccc([N+](=O)[O-])cc2)cc1Cl,0.543,3.271,-8.75,-9.5,seed123
[C@H]Oc1ccc(N2C[C@@H](C(=O)Nc3ccccc3)CC2=O)cc1,0.845,3.653,-9.15,-9.7,seed123
[C@H]Oc1ccccc1CCNC(=O)c1cc(C(C)C)ccc1OC,0.741,3.332,-9.0,-9.4,seed123
[C@H](C)C(=O)N1CCO[C@H](c2cccnc2)C1,0.65,4.151,-8.3,-7.6,seed123
[C@H]Oc1ccc(OCCN2CCc3cc([N+](=O)[O-])ccc32)cc1SC,0.326,3.799,-8.7,-8.8,seed123
[C@H]Oc1ccc(NC(N)=O)cc1NC(=O)C[C@H](O)c1ccccc1C(F)F,0.493,4.274,-9.15,-9.4,seed123
[C@H](c1cccc([N+](=O)[O-])c1)[C@@H]1CCCN1C(=O)c1ccc(OC(F)(F)F)cc1,0.459,4.067,-9.25,-10.4,seed123
[C@H]1CCN(C(=O)COCc2ccc(N(C)C3CCCCC3)cc2)C1,0.702,3.642,-8.9,-9.8,seed123
[C@H]Oc1cccc(NC(=O)N(C2CC2)[C@H](C)c2ccco2)c1F,0.798,4.39,-8.8,-8.8,seed123
[C@H](C)NC(=O)N1CCN(C(C)C)CC1,0.615,3.747,-7.8,-6.7,seed123
[C@H]1C(C)(C)C[C@]1(O)C(=O)OCc1ccccc1,0.713,4.007,-8.45,-8.7,seed123
[C@H](CC(=O)N1CCC(NC(=O)c2ccccc2)CC1)c1ccc(Cl)cc1,0.773,3.218,-9.35,-10.1,seed123
[C@H]OC(=O)[C@H](C)c1ccc(Cl)cc1,0.58,3.953,-7.95,-7.1,seed123
[C@H](C)c1ccc(OC(=O)Cc2csc(-c3ccccc3)n2)cc1,0.412,3.291,-9.1,-10.6,seed123
[C@H]1C[C@H](CO)CN(C(=O)Nc2cc(F)ccc2F)C1,0.763,4.192,-8.8,-9.2,seed123
[C@H]1COCCN1Cc1cc2ccccc2cc1OC(F)F,0.761,3.833,-8.85,-9.0,seed123
[C@H](C)C(=O)Nc1ccc(C(=O)Oc2cccc(Cl)c2)cc1,0.591,3.022,-8.9,-9.6,seed123
[C@H]1CC[C@@H](C)[C@@H](Oc2ccc(NC(=O)CN3CCOCC3)cc2)C1,0.801,4.244,-8.75,-9.3,seed123
[C@H]Oc1ccc(NC(=O)c2cc([N+](=O)[O-])ccc2F)cc1OC,0.576,3.342,-8.95,-9.5,seed123
[C@H](C)C(=O)NC[C@H]1CCc2c(O)cccc21,0.712,4.176,-8.85,-8.1,seed123
[C@H]1C=NN=C1c1cccc(OCc2cnn(C)c2)c1,0.736,3.954,-8.8,-8.8,seed123
[C@H]Oc1ccc(CC(=O)N[C@H](C)c2nc(-c3ccccc3C)cs2)cc1C,0.564,4.022,-9.1,-10.5,seed123
[C@H]Oc1ccc(S(=O)(=O)N2CCN(C(=O)c3cccc4ccccc34)CC2)cc1OC,0.512,3.371,-9.45,-10.2,seed123
N#C[C@H](c1ccccc1Cl)N1CC(O)(c2ccncc2)C1,0.846,4.171,-8.55,-9.0,seed123
Cc1ccc(C(=O)N(c2c(F)cc(F)cc2F)C(=O)c2ccccc2C#N)cc1C,0.468,3.502,-9.95,-7.2,seed123
O=C(c1csc(NCCc2ccccc2)n1)NC[C@@H]1CCCO1,0.719,3.546,-8.85,-9.1,seed123
[C@H]Oc1ccc(/C=N\NC(=O)/C(Cl)=C/c2ccc(OCc3ccccc3)c([N+](=O)[O-])c2)c(OC)c1,0.085,3.916,-9.35,-9.0,seed123
[C@H](C)[C@H](NC(=O)C[C@H](O)c1ccc(Cl)cc1)c1cccc(Br)c1,0.65,4.288,-9.0,-9.3,seed123
[C@H]Oc1cccc(C(=O)N(C)Cc2cc(=O)[nH]c([O-])c2C)c1,0.815,4.241,-8.7,-8.9,seed123
[C@H]1CCN(C(=O)CNc2cccc(CC(C)C)c2)C1,0.782,3.52,-8.65,-9.1,seed123
[C@H]Oc1cccc(-c2cc(C(=O)OCc3ccc(OC(C)C)cc3)no2)c1,0.473,3.544,-8.95,-9.9,seed123
[C@H](C)NC(=O)c1ccccc1-n1cccn1,0.746,3.573,-8.3,-7.2,seed123
[C@H]Oc1ccc(NC(=O)C[NH2+]c2ccccc2Oc2ccccc2)cc1,0.544,4.024,-9.25,-10.1,seed123
[C@H]Oc1ccccc1-n1ccc2c(C(=O)[O-])c(C#N)cnc21,0.625,4.407,-8.85,-7.6,seed123
[C@H](C)SCCn1nc2ccc(C(=O)NCc3cccnc3)nc2n1,0.562,4.191,-8.6,-9.0,seed123
[C@H]O/C=C/C=C/C(=O)Nc1ccc(OCC(N)=O)cc1,0.344,3.762,-8.45,-8.5,seed123
[C@H](C[NH3+])c1ccc(Br)cc1C(F)(F)F,0.752,4.417,-8.0,-7.1,seed123
[C@H](C#N)Cn1ncc2c(NC(=O)c3cccc(F)c3)ncnc21,0.694,3.782,-9.2,-9.3,seed123
[C@H]Oc1ccccc1CN(C[C@H]1CCCO1)C(C)=O,0.716,4.081,-8.45,-7.6,seed123
[C@H](C)[C@@H](NC(=O)c1cc(-c2cnn(C)c2)nn1C)C(=O)N(C)C,0.755,4.484,-8.65,-9.6,seed123
[C@H]#CC[C@H](C(=O)[O-])N1C(=O)c2ccccc21,0.554,4.471,-8.5,-7.7,seed123
[C@H](C(=O)C[C@H]1SCCN(c2ccccc2)C1)c1cccs1,0.735,4.359,-8.65,-8.6,seed123
[C@H]1CCCN(C(=O)CN2CCc3cnn(-c4ccccc4)c3C2)C1,0.768,3.785,-9.45,-9.2,seed123
[C@H]1c2ccccc2C(=O)N1c1cc(N2CCOCC2)nc(N2CCCC2)n1,0.731,3.886,-9.75,-9.6,seed123
[C@H]=C(C#N)Cc1cccc(NCCC(=O)N(C)C)c1,0.692,3.769,-8.5,-8.3,seed123
[C@H](C)OC(=O)c1ccccc1CCC(=O)NCc1ccc(F)cc1,0.693,3.244,-9.05,-9.4,seed123
[C@H](C[NH3+])c1ccccc1OC[C@H]1CCCO1,0.707,4.401,-8.1,-8.0,seed123
[C@H]#Cc1ccc(S(=O)(=O)N(CCO)Cc2ccccc2)nc1,0.714,3.449,-8.8,-7.8,seed123
[C@H]Oc1cccc(C(=O)C[C@@]2(O)C(=O)N(Cc3ccccc3)c3ccccc32)c1,0.557,3.908,-9.6,-9.2,seed123
[C@H](C)[C@@H](NC(=O)CN1CCN(Cc2ccccc2)C1)c1nccs1,0.738,4.225,-8.65,-8.5,seed123
[C@H]1C(=O)CN(Cc2ccc(CCO)cc2)C1=O,0.714,3.651,-8.6,-8.4,seed123
[C@H]Oc1ccc(/C=C(/C#N)C(=O)OC(C)C)cc1OC,0.368,3.776,-8.1,-7.2,seed123
[C@H]1CCN(C(=O)C[C@H]2CCCCO2)[C@@H]1c1ccc(Cl)cc1,0.75,4.438,-9.1,-8.1,seed123
[C@H]Oc1ccc(-c2ncoc2)cc1NCc1cc(-c2ccccc2)on1,0.448,3.918,-9.4,-10.3,seed123
[C@H](C#N)NCC1(CN2CCCC2=O)CCCC1,0.632,4.376,-8.2,-7.0,seed123
[C@H]S(=O)(=O)c1ccccc1CNC(=O)NC[C@@H](O)c1ccc(F)cc1F,0.612,4.032,-9.2,-10.3,seed123
[C@H](C#N)[C@@H]1CCCC[C@H]1CNC(=O)CCc1ccc2c(c1)OCO2,0.772,4.458,-8.95,-9.6,seed123
[C@H]1CC[C@H]1NC(=O)NCCc1nc2ccc(F)cc2[nH]1,0.697,4.168,-8.9,-9.5,seed123
[C@H](C#N)CNc1ccc(Br)cc1Cl,0.745,3.929,-7.8,-6.4,seed123
[C@H]Oc1ccc(NC(=O)c2csc(-c3cccc([N+](=O)[O-])c3)n2)cc1,0.452,3.441,-9.05,-10.6,seed123
[C@H](NC(=O)/C=C/c1cccc(C(F)(F)F)c1)c1ccc(Cl)s1,0.696,3.79,-8.9,-10.3,seed123
[C@H]1c2cc(C(=O)NCc3ccccc3)ccc2-n2c1nn1c2nnnc1=O,0.404,4.098,-10.0,-11.6,seed123
O=C1C[C@H](C(=O)N2CCN(c3ccc(OC(F)F)cc3F)CC2)c2cc(S(=O)(=O)N3CCCCC3)ccc2N1,0.476,4.174,-9.85,-12.4,seed123
[C@H]#C[C@](C)(O)CNC(=O)c1ccc2c(c1)COCO2,0.685,4.231,-8.7,-8.7,seed123
[C@H]Oc1cc(C)cc(O[C@@H](C)C(=O)N[C@H](C)c2ccc(F)cc2)c1F,0.76,4.265,-9.05,-9.2,seed123
[C@H]Oc1ccc(NC(=O)c2ccco2)cc1I,0.773,3.601,-8.55,-8.3,seed123
[C@H]/[C@H]/C([O-])=N/S(=O)(=O)c1ccc(Br)cc1,0.51,4.324,-8.25,-7.3,seed123
[C@H]/[C@H]/[NH2+]Cc1ccccc1OCc1cccc(F)c1F,0.761,4.057,-8.6,-8.6,seed123
[NH2+]=C(Nc1cc([N+](=O)[O-])ccc1[N+](=O)[O-])N1CCCCC1,0.262,3.812,-8.65,-8.6,seed123
[NH2+]CCCC(=O)N(CCc1ccccc1)C1CC1,0.667,3.573,-8.35,-7.3,seed123
[NH2+]=C(NC1CC1)N1CCC[C@@H](CNc2ccc(F)cc2)C1,0.468,4.11,-8.7,-8.9,seed123
[NH2+][C@@H](c1ccccc1Br)C1(c2ccc(F)cc2F)CC1,0.786,4.33,-9.0,-9.0,seed123
[NH2+]Cc1cccc(COc2ccc([N+](=O)[O-])cc2)c1,0.555,3.342,-8.8,-9.0,seed123
[NH2+][C@@H]1CN(Cc2ccccc2)CN(C(=O)Cc2cccs2)C1,0.815,4.277,-8.55,-8.2,seed123
[NH2+][C@@H](CC(=O)NCc1c[nH]c2ccccc12)C1CC1,0.634,4.177,-8.75,-9.2,seed123
[NH2+]=C1/C(=C/Nc2ccccc2)SC(=S)N1C1CCCCC1,0.741,3.898,-8.85,-8.7,seed123
[NH2+]CCNC(=O)Nc1ccc(F)cc1,0.526,3.449,-8.25,-7.3,seed123
[NH2+][C@H](c1ccccc1F)[C@@H]1COc2ccccc21,0.761,4.432,-5.0,-9.2,seed123
N#Cc1ccccc1CS(=O)(=O)CC1CC1,0.7,3.286,-8.35,-7.3,seed123
O=C(Nc1cc(C(F)(F)F)cc(Cl)c1)[C@@H]1CC(=O)N(c2ccc(Cl)cc2)C1,0.664,3.577,-9.6,-8.3,seed123
CCOCC1CCN(C(=O)Nc2ccccc2N2CCCC2)CC1,0.797,3.086,-8.7,-8.5,seed123
[NH2+]=C1CSC(=S)N1c1ncnc2cc(Cl)ccc12,0.703,4.321,-8.95,-7.5,seed123
[NH2+]=C1/C(=C/c2ccc(OCCO)cc2)C(=O)N[C@H]1c1cccc(F)c1,0.598,4.256,-9.1,-10.2,seed123
[NH2+]=C1CCCN1CCc1ccc(S(=O)(=O)N2CCCC2)cc1,0.746,3.624,-9.1,-9.6,seed123
[NH2+][C@@H](CSc1ccccc1)C1CCC1,0.65,4.268,-8.05,-7.6,seed123
[NH2+]=C(N[C@H]1CCCNC1=O)c1cc([N+](=O)[O-])ccc1[N+](=O)[O-],0.177,4.489,-8.75,-9.1,seed123
[NH2+][C@H](Cc1cc(C(F)(F)F)ccc1F)c1ccccc1,0.737,4.003,-9.15,-9.4,seed123
[NH2+]CC(=O)Nc1ccccc1C(=O)n1cnc(-c2ccccc2)n1,0.634,3.66,-9.7,-10.1,seed123
[NH2+]=[N+]=Cc1ncc(Cc2ccccc2)s1,0.356,4.284,-8.65,-7.9,seed123
[NH2+]c1ccc(S(=O)(=O)N2CCN(c3ccc(F)cc3C(F)(F)F)CC2)cc1,0.53,3.727,-9.25,-8.3,seed123
[NH2+][C@@H](c1cccc(Br)c1)[C@H]1COc2ccccc2C1,0.808,4.475,-5.0,-9.8,seed123
[NH2+]=C1/C(=C/C=C/c2ccccc2)Oc2ccccc21,0.769,3.824,-9.45,-10.6,seed123
[NH2+]Cc1ccc([N+](=O)[O-])cc1F,0.411,3.96,-7.9,-6.4,seed123
[NH2+][C@@H](CCc1ccc(Br)cc1)C(F)(F)F,0.78,4.275,-8.45,-7.8,seed123
[NH2+]=C(NCc1cncc(C(F)(F)F)c1)NCC1(CC2CC2)CCCCC1,0.434,4.239,-9.05,-10.1,seed123
[NH2+]=C1/C(=C/c2ccc(O)cc2)CS1,0.587,4.27,-8.25,-7.5,seed123
[NH2+][C@H](CN1CCC(c2ccccc2)CC1)c1ccncc1,0.831,4.033,-9.05,-9.6,seed123
[NH2+]=C(N/N=C/c1cccc([N+](=O)[O-])c1)c1ccccc1,0.271,3.594,-8.95,-10.3,seed123
[NH2+]/C=C/C(=O)c1ccc(F)cc1,0.404,3.701,-8.0,-6.9,seed123
[NH2+][C@H](Cc1ccccc1F)c1cncc([N+](=O)[O-])c1,0.568,4.316,-8.8,-8.8,seed123
[NH2+]=C(NCCN1CCCC1=O)c1ccc(Br)cc1,0.515,3.8,-8.6,-9.2,seed123
[NH2+]=C(c1ccsc1)N(CCc1ccccc1)C1CCCC1,0.567,3.69,-9.05,-8.1,seed123
[NH2+]CCC(=O)NC[C@H](c1cccnc1)N1CCCCC1,0.676,4.129,-8.65,-7.8,seed123
[NH2+][C@H](Cc1ccccc1)Cc1cc(F)ccc1F,0.756,3.882,-8.8,-9.0,seed123
O=C(/C=C/c1cccs1)N/N=C/c1ccco1,0.412,3.563,-8.4,-8.2,seed123
CCc1ncc(CN2CCCC[C@H]2Cn2ccccc2=O)cc1C,0.747,3.965,-9.05,-8.9,seed123
N#Cc1cccc(C(=O)N[C@@H](c2ccccc2)c2cccs2)c1,0.686,3.381,-9.15,-9.0,seed123
[NH2+]=C1CSc2ccc(N3CCSCC3)cc2N1,0.693,4.394,-8.6,-8.3,seed123
[NH2+]=C/c1c([N+](=O)[O-])cccc1Sc1ccc(F)cc1,0.428,3.834,-8.55,-8.2,seed123
[NH2+][C@@H](CSc1ccccc1)c1ccc(Br)cc1,0.761,4.0,-8.35,-8.5,seed123
[NH2+]=C1S/C(=C/c2ccc(SCc3ccccc3Cl)o2)S/C1=C\c1c(Cl)cccc1Cl,0.284,4.396,-9.1,-7.9,seed123
[NH2+]=[N+]=Cc1c[nH]c2ccccc12,0.234,4.305,-8.55,-7.3,seed123
[NH2+]Cc1ccccc1CO,0.478,3.883,-7.85,-6.1,seed123
[NH2+][C@H](C(=O)N1CCCCC1)c1cn(Cc2cccnc2)nc1C(F)(F)F,0.788,4.443,-8.95,-8.4,seed123
[NH2+]c1ccc(Cc2nc(Cc3ccccc3)no2)cc1,0.633,3.653,-8.95,-9.9,seed123
[NH2+]=[N+]([O-])c1ccc(S(=O)(=O)N2CCc3ccccc32)cc1,0.416,3.57,-9.2,-8.7,seed123
[NH2+]Cc1ccc(Oc2ccccc2[N+](=O)[O-])cc1,0.559,3.383,-8.85,-8.4,seed123
[NH2+][C@H](Cn1cccn1)C(=O)NCc1ccc(Cl)c(Cl)c1,0.761,4.22,-8.5,-8.9,seed123
[NH2+][C@@H](CSc1ccccc1)c1nccn1Cc1ccccc1,0.612,4.002,-8.8,-9.3,seed123
[NH2+]c1ccc(NC(=O)C2CCC2)cc1Br,0.691,3.756,-8.5,-8.2,seed123
[NH2+][C@@H](Cn1cncn1)c1ccc(F)cc1,0.679,4.403,-8.25,-7.2,seed123
[NH2+]=[N+]([O-])c1ccc(N2CCC(C(=O)NC3(C4CC4)CC3)CC2)cc1,0.385,3.983,-8.75,-9.8,seed123
[NH2+][C@H](C(=O)Cc1cc(C(F)(F)F)c(F)cc1)c1ccccc1C(F)(F)F,0.708,4.271,-9.4,-10.6,seed123
[NH2+][C@@H](CSCc1ccccc1)S(=O)(=O)c1ccc(Cl)cc1,0.777,3.954,-9.0,-8.6,seed123
[NH2+][C@H](Cc1c[nH]c2ccccc12)c1ccccc1,0.601,3.85,-9.1,-9.4,seed123
[NH2+][C@@H]1CC[C@@H](OCc2ccccc2)C1,0.664,4.423,-8.25,-8.0,seed123
[NH2+]Cc1cc(Br)ccc1O,0.591,4.112,-7.75,-6.4,seed123
Nc1ccc2nc(COc3ccc(C(=O)N4CCOCC4)cc3)[nH]c(=O)c2c1,0.565,3.272,-9.65,-11.3,seed123
O[C@@H]1CCCC[C@@H]1c1c(Cl)cccc1Cl,0.692,3.838,-8.5,-7.1,seed123
[NH2+]=C1CSc2cc(C(=O)Nc3ccc(Cl)cc3)oc12,0.788,4.051,-8.9,-10.1,seed123
[NH2+]=C1c2ccccc2C(=O)N1c1cccc(F)c1,0.695,3.495,-9.5,-9.3,seed123
[NH2+]Cc1ccc(OC2CCCC2)cn1,0.674,3.923,-8.2,-7.2,seed123
[NH2+]n1c(OCC(F)(F)F)nnc1SCc1c(F)cccc1F,0.41,4.186,-8.7,-9.5,seed123
[NH2+]=C1CSc2nc(SCc3cccc(Cl)c3)nnc2N1,0.733,4.469,-8.95,-9.2,seed123
[NH2+]CCN1CCN(C(=O)c2nc(C3CC3)no2)CC1,0.633,4.045,-8.25,-8.1,seed123
[NH2+]=C(Nc1ccc2nccnc2c1)N(CCCl)c1ccccc1,0.336,3.787,-8.9,-9.5,seed123
[NH2+]Cc1cccnc1N1CCOCC1,0.585,3.801,-8.1,-6.9,seed123
[C@H]1N/C(=[NH+]/c2ccc(OCCc3ccccc3)cc2)SC1=S,0.725,4.497,-8.85,-9.5,seed123
[C@H](C)CNC(=O)Nc1cc2c(cc1Br)OCCO2,0.801,3.654,-8.55,-8.1,seed123
[NH2+][C@H](CCc1ccc(F)cc1)c1ccc(F)c(F)c1,0.779,3.937,-9.05,-9.4,seed123
[C@H]Oc1ccccc1CC(=O)NCCS(=O)(=O)N1CCC(COc2ccccc2)CC1,0.509,3.573,-9.05,-9.9,seed123
[C@H](C)N(C(=O)C1CCCC1)[C@H](C)c1ccc(CN2CCOCC2)c([N+](=O)[O-])c1,0.426,4.294,-8.65,-8.4,seed123
[C@H]1CCC/C(=C/c2ccc(O)cc2)C1,0.612,3.897,-5.0,-8.1,seed123
[C@H]Oc1ccccc1C[C@@]1(C)CCCN(C(=O)NCc2ccncc2)C1,0.794,4.294,-9.1,-8.3,seed123
O=C(COc1ccc(F)cc1)Nc1ccc(Cl)cc1,0.83,2.404,-8.6,-9.5,seed123
[C@H]OC[C@@H](NC(=O)CSc1nc2ccccc2n1C)c1ccccc1,0.563,3.895,-8.75,-9.2,seed123
[C@H]Oc1cc2[nH]c(=S)n(-c3nccs3)c2cc1OCCO,0.607,4.25,-8.5,-7.1,seed123
[C@H]Oc1cc(C)c(NC(=O)c2ccc(S(=O)(=O)N3CCCC3)cc2)cc1OC,0.703,3.331,-9.15,-10.2,seed123
[C@H]=C(NSc1ccccc1)C(=O)Nc1c(F)cccc1F,0.556,3.774,-8.95,-9.4,seed123
[C@H]1C=[NH+]/C(=C/c2ccccc2Cl)c2ccccc21,0.703,4.3,-9.45,-7.6,seed123
[C@H]Oc1ccc(NC(=O)CSc2nccs2)cc1C(N)=O,0.694,3.692,-8.4,-8.3,seed123
