smiles,qed,sa,egfr,her2,true_docking_score,source
[NH3+]Cc1ccccc1C[NH2+][C@H](Cc1cccs1)C1CCCCC1,0.784,4.0099,-8.1,-9.39,,seed42
OC=N/C(=NS(=O)(=O)c1cccc(F)c1)c1ccccc1,0.6988,2.6726,-8.3,-9.19,,seed42
F[C@H]1[NH2+]CC[C@H]1c1noc(OC[C@H](F)c2ccc(Cl)cc2)n1,0.8533,4.7626,-8.1,-9.39,,seed42
c1nnc3n(-c3ccc4c(c2)OCO4)c(=O)on12,0.5631,5.2336,-11.8,-14.29,,seed123
F[C@@]1(CCc2ccc3c(c2)OCCO3)CCCN1Cc1ccc2c(c1)OCCN2C(=O)C(O)c1cc2ccccc2oc1=O,0.2358,4.0307,-11.2,-12.09,,seed123
Fc1cc([C@H]2Oc3ccccc3C[NH+]2Cc2ccc3ccccc3c2)ccc1,0.554,3.7036,-11.3,-11.19,,seed123
Oc1cc(NC(=O)c2c[nH]c3nc(-c4ccccc4)ccc23)ccc1OCc1ccc(F)cc1,0.2985,2.2846,-10.0,-11.89,,seed123
F[C@@H]1c2ccccc2C(Cc2ccc3ccccc3c2)N1CCCC(=O)c1ccc(F)cc1,0.2231,3.2554,-10.5,-11.19,,seed123
C#CCCOc1ccc2c(c1)O[C@H](NC(=O)COc1ccc3cc(C)c(C)c(C)c3c1)C2,0.4398,3.3165,-9.6,-11.79,,seed123
Oc1cc([N+](=O)[O-])ccc1OCc1n[nH]c(-c2ccc3ccccc3c2)n1,0.412,2.4262,-9.6,-11.59,,seed123
O=c1nnc2cc(-c3ccccc3)ccc2n1C(=O)COC1CCCCC1,0.7097,2.4984,-9.5,-11.49,,seed123
Fc1ccccc1-c1nc(C[NH+]2CCC[C@@H]2CNc2ncnc3[nH]ccc23)no1,0.4615,4.3267,-9.9,-10.99,,seed123
F[C@@H]1c2ccccc2C[C@@H]1C(=O)N1CCN(c2ccc(Cl)c(Cl)c2)CC1,0.749,3.0518,-9.8,-11.09,,seed123
C/N=C(\NCc1ccc(C)cc1)NC(=O)C(=O)Nc1ccc(NC(=O)c2ccco2)cc1,0.2797,2.4176,-9.1,-11.79,,seed123
Cn1nc(-c2ccccc2)c2c1CCN(C(=O)c1ccc(F)cc1)C2,0.7196,2.0697,-9.5,-11.39,,seed123
O=C(Nc1ccccc1OCC1CC1)c1cccc(CN2C(=O)c3ccccc3C2=O)c1,0.5637,2.0422,-9.1,-11.69,,seed123
O[C@H](S(=O)(=O)c1ccc2ccccc2c1)c1cc(C(F)(F)F)ccc1C,0.7207,2.7493,-9.3,-11.39,,seed123
C[C@@]1(S(=O)(=O)c2ccc(NS(=O)(=O)c3ccc(F)cc3)cc2)CCCN1C(=O)c1ccccc1F,0.5254,3.0409,-9.7,-10.99,,seed123
O[C@H](c1ccccc1)c1ccccc1[C@H]1C=C(c2ccc3c(c2)OCO3)C1,0.7094,3.095,-9.8,-10.79,,seed123
Fc1c(Nc2ccc3ncnnc3c2)cccc1NC(=O)C[C@H](O)c1ccccc1,0.4505,2.9148,-9.4,-11.19,,seed123
C[C@@]1(Cc2ccc(F)cc2)CCCN(Cc2[nH+]ccn2Cc2ccccc2F)C1,0.6025,3.6679,-9.3,-11.19,,seed123
[NH3+]c1[nH]ccc1C(=O)N1CCC(C(=O)N[C@H]2CCCCC[C@@H]2C2CCCC2)CC1,0.6768,3.6348,-9.3,-11.19,,seed123
Fc1c(F)cc(NC(=O)[C@@H]2CSCN2C(=O)c2c[nH]c3ccccc23)cc1Cl,0.6211,2.9929,-9.5,-10.89,,seed123
Fc1cc2ncccc2c(NCc2cc3ccccc3[nH]c2=O)c1,0.6033,2.1509,-9.5,-10.89,,seed123
Fc1c(-c2ccccc2)cc(C(=O)N2CCC[C@@H]([NH+]3CCCCC3)C2)s1,0.8779,3.9894,-9.0,-11.29,,seed123
C[C@@H](C(=O)Nc1cccc(CCN(C)C(=O)c2ccc(Cl)cc2)c1)N1Cc2ccccc2C1,0.5385,2.6232,-9.3,-10.99,,seed123
Oc1cc(F)ccc1S(=O)(=O)N1CC[NH2+][C@H](COc2cccc3ccccc23)C1,0.662,3.5518,-9.1,-11.19,,seed123
Fc1cc([C@@H]2NC(=O)c3ccccc3N2CSc2ccccc2F)ccc1Cl,0.5603,3.0314,-10.2,-10.09,,seed123
c1c(/N=C(/[O-])CN=C2c3ccccc3c3ccccc32)cccc1O,0.4632,2.871,-9.4,-10.79,,seed123
NC(=O)c1ccc2c(CCC(=O)Nc3ccc(C(F)(F)F)cc3)c([S-])oc2c1,0.6257,2.6946,-9.4,-10.79,,seed123
O=C1N[C@]([O-])(C2CCN(c3ccc(Br)cc3F)CC2)CN1CCc1ccccc1,0.7448,3.2904,-8.9,-11.19,,seed123
Oc1cc(-c2cc[nH+]c(Nc3ccccc3F)c2)c(Br)cc1F,0.6967,3.2989,-9.8,-10.29,,seed123
F[C@@]1(c2ccccc2)c2nnc(NCc3ccco3)n2Cc2ccccc21,0.5951,3.2856,-9.5,-10.49,,seed123
c1cn(CCn2cc(-c3ccncc3)nc3c2(O)COCC3)c2ccccc21,0.7628,3.7833,-9.5,-10.49,,seed123
F[C@@]1([C@@H](O)c2ccc(F)cc2)CCCN(Cc2cc3ccccc3o2)CC1,0.7012,3.3211,-8.8,-11.19,,seed123
CO[C@H](C)c1ccc(C(=O)N[C@H]2[C@@H]3CO[C@@H](C3)[C@@H]2c2ccc(Cl)cc2)cc1,0.8319,4.4345,-9.1,-10.89,,seed123
[NH3+]CC#Cc1ccccc1O[C@H]1CC[NH+](Cc2ccccc2-c2ccc(N3CCOCC3)cc2)C1,0.5435,4.2466,-9.3,-10.69,,seed123
Oc1cc(Cl)cc(/C=C2\c3ccc(NC(=O)CC4CCCC4)cc3C2=O)c1,0.7058,2.4236,-9.3,-10.69,,seed123
C[C@H]([NH2+][C@H](CC(=O)NC1CCCCC1)c1ccc(F)cc1)c1ccc(F)cc1,0.7359,3.516,-9.4,-10.59,,seed123
Fc1cc([N+](=O)[O-])ccc1NC(=O)[C@@H]1CCCN(c2ncnc3[nH]ccc23)C1,0.5276,2.909,-9.3,-10.69,,seed123
CCOc1cc(C#N)ccc1OCCC(=O)N1CCN(c2ccc(C(=O)N3CCCCC3)cc2)CC1,0.561,2.3016,-9.3,-10.59,,seed123
OC[C@@H]1COCCN1S(=O)(=O)c1ccc(F)c(N[C@H]2CCCc3ccccc32)c1,0.7777,3.2134,-9.5,-10.39,,seed123
c1c(N[C@@H]2CCCN(Cc3nc4ccccc4nc3[N+](=O)[O-])C2)cccc1Cl,0.5109,2.8975,-9.1,-10.79,,seed123
Fc1c(NC(=O)COC2CCN(Cc3ccccc3)CC2)nnn1-c1ccccc1F,0.6272,2.5304,-8.8,-11.09,,seed123
Fc1cc(-c2nnc3n2CCCO3)ccc1NC(=O)OCc1ccccc1O,0.716,2.6876,-9.1,-10.79,,seed123
O=c1nn[nH]n1-c1ccccc1C[C@H]1CCC[NH+](c2ccccc2)C1,0.7503,4.3849,-9.6,-10.29,,seed123
C[C@@H](NS(=O)(=O)c1cccc(Cl)c1)C(=O)NC[C@@H](c1ccccc1)c1cccc(Cl)c1,0.4978,2.8523,-9.0,-10.79,,seed123
Fc1cc(C[NH+]2CCC(c3cnnn3-c3cccc(F)c3)CC2)cnc1C(F)(F)F,0.6557,3.8964,-9.1,-10.59,,seed123
Cc1nn(Cc2ccc(F)cc2F)c2c1C(=O)C[C@@H](c1ccc3c(c1)OCO3)[NH+]2,0.7377,3.7037,-9.2,-10.49,,seed123
c1nnn([C@@H](CN[C@H]2CCc3ccc(Br)cc3C2)[NH+]2CCCCC2)c1C,0.7804,4.5488,-9.3,-10.29,,seed123
c1n[nH]c2c1CCC[C@H]2N[C@@H]1CCCOc2c(F)cccc21,0.8932,3.5631,-9.5,-10.09,,seed123
Fc1cc([N+](=O)[O-])ccc1N1CCC([NH2+][C@H]2CCC3(CCSCC3)C2)CC1,0.6285,4.5538,-8.9,-10.69,,seed123
C[NH+](C)CCC1CCC(NC(=O)[C@@H](Cc2c(Cl)cccc2Cl)NC(=O)COC(=O)c2ccc3ccccc3c2)CC1,0.288,3.4594,-8.8,-10.69,,seed123
c1nc2ccccc2n1CCCNC(=O)c1cc(=O)[nH]c2c1CCCO2,0.6862,2.7175,-9.0,-10.49,,seed123
NO[C@H](c1ccccc1)c1ccc(F)c(NS(=O)(=O)c2ccccc2)c1,0.6479,2.6204,-9.1,-10.39,,seed123
O[C@@H](CNc1nc2c(Cl)cccc2s1)C1CC[NH+](Cc2ccccc2Cl)CC1,0.5489,3.9174,-9.0,-10.49,,seed123
NC(=O)CN1CCc2sc(NC(=O)[C@@H]3CCCN(C(=O)c4ccco4)C3)cc2C1,0.7708,3.1492,-8.5,-10.99,,seed123
F[C@@]1([NH2+]Cc2cn(-c3ccccc3)cc2)CCCc2ccccc21,0.7078,3.5618,-9.0,-10.49,,seed123
N[C@H](NC(=O)c1cccn1-c1ccc(F)cc1)c1ccc(-n2cncn2)cc1,0.524,2.9811,-8.9,-10.59,,seed123
Fc1c([C@H]2CCCN2Cc2ccccc2F)nnn1-c1ccccc1,0.7227,2.8835,-9.0,-10.49,,seed123
Cc1cc(C)c(-c2csc(NC(=O)c3cc(CO)c(C)nc3)n2)nc1,0.7506,2.5433,-8.9,-10.59,,seed123
O[C@@H](c1cccc(F)c1)c1nc2ccccc2n1CCS(=O)(=O)c1cccs1,0.5191,2.8983,-9.5,-9.99,,seed123
c1coc(=O)c2cc(C(=O)/C=C/c3ccc(F)cc3)ccc12,0.5446,2.1999,-9.0,-10.49,,seed123
c1n[nH]c(/C=C/C(=O)N[C@H](c2ccccc2CCc2ccccc2)C2CCCC2)n1,0.5408,3.1427,-9.1,-10.39,,seed123
N=C1SC(=O)N(c2cccnc2)[C@H]2c3ccccc3C(=O)N2[C@@H]1c1cnc(-c2ccccc2)s1,0.4006,3.8345,-9.2,-10.19,,seed123
C[NH2+][C@H](c1ccc([C@@H]2CCOC2)cc1)c1ccc(-c2ccc(F)cc2F)cc1,0.6967,3.5404,-8.9,-10.49,,seed123
c1cc(OC[C@@H]2CCC[NH+]2Cc2nnc(-c3cccnc3)n2Cc2ccccc2)cc(Br)c1,0.3963,3.9223,-8.2,-11.19,,seed123
Oc1cc(/C=N/n2c(=O)[nH]c3ccccc32)c(-c2cccs2)cc1C1CC1,0.5148,2.8402,-8.7,-10.69,,seed123
N[C@@H](c1ccc(Cl)cc1)C(=O)N1CCn2c(nc3ccccc32)C1,0.7798,2.7091,-9.1,-10.29,,seed123
C[C@@H](Sc1ccc(F)cc1)C(=O)Nc1cccc(-n2nc(C(F)(F)F)cc2)c1,0.4684,2.712,-8.8,-10.59,,seed123
NS(=O)(=O)c1ccc(NS(=O)(=O)c2ccc(S(=O)(=O)N3CCC(C(F)(F)F)CC3)cc2)cc1,0.5889,2.3563,-9.0,-10.39,,seed123
NC(=O)c1ccc(SCC(=O)N2CC[C@@H](c3cc(Br)ccc3Cl)C2)cc1,0.6862,2.6678,-8.5,-10.89,,seed123
Fc1cc2oncc2c(N2CCO[C@H](c3nccnc3CN3CCOCC3)C2)c1,0.6607,3.5508,-9.3,-9.99,,seed123
F[C@H]1[C@H]c2ccccc2C[C@@H]1[NH2+]Cc1cccc(CN2C(=O)OC[C@@H]2C2CC2)c1,0.8188,4.5077,-9.3,-9.99,,seed123
c1nn2c(Br)ccc2c(=O)n1-c1cncc(C[NH2+]Cc2ccccc2)n1,0.536,3.661,-8.8,-10.49,,seed123
O=c1[nH]cnn1-c1ccc2c(c1)CCCN2C(=O)c1occc1Br,0.7302,3.0512,-9.2,-10.09,,seed123
NOc1ccc([C@@H]2OCCO[C@@H](c3cc(C4CC4)c4c(c3)OCO4)C2)nc1,0.8276,3.8947,-9.1,-10.19,,seed123
c1nc2ccsc2n1-c1ccc(/C=N/Nc2ccc(-c3ccco3)cc2)o1,0.3309,2.9034,-8.7,-10.59,,seed123
c1cc(-n2ccc3ccccc32)ccc1N(C)Cc1ccc(F)cc1,0.4858,2.0054,-8.7,-10.59,,seed123
O=c1oc2ccccc2n1C(=O)c1cc(F)c2c(c1)OCCCO2,0.6861,2.5684,-9.7,-9.59,,seed123
O[C@@H](N[C@H](c1cccc(F)c1)c1cccnc1)c1cc2ccccc2o1,0.527,3.1914,-9.1,-10.19,,seed123
C[C@H](NC(=O)c1cccc2c1OCOC2)[C@@H]1CCCN(c2ncccn2)C1,0.8929,3.3217,-8.7,-10.59,,seed123
N=C1CCCN1C(=O)N1CCC(c2cc(F)ccc2F)CC1,0.8496,2.6419,-8.8,-10.39,,seed123
O[C@@H]([C@@H]1CCCc2ccccc21)C[NH+]1CCN(c2ccccc2F)CC1,0.8782,3.9915,-8.8,-10.39,,seed123
O=[N+]([O-])c1ccccc1NC(=O)C(=O)Nc1ccccc1CC(F)(F)F,0.4919,2.2363,-8.8,-10.39,,seed123
[NH3+]C/C=C/c1cc(CC(=O)N2CCc3ccccc32)ccc1OCC(F)(F)F,0.8231,2.8856,-9.4,-9.79,,seed123
O[C@@H]([NH2+]C[C@H]1CN2CCCC[C@@H]2[NH2+][C@@H]1COCc1ccccc1)c1ccc(F)cc1,0.5632,4.6802,-9.3,-9.89,,seed123
NS(=O)(=O)c1ccc(-c2nc(CNC(=O)/C=C/c3cccc(F)c3)no2)cc1,0.6057,2.3467,-8.6,-10.59,,seed123
O=C(C=C1CCN(c2ccccc2)C1=O)N1CCC(OCc2ccc(F)cc2)CC1,0.7092,2.4725,-8.7,-10.49,,seed123
c1cc([C@H]2CCC[NH2+]CC2)ccc1NC(=O)c1cccc(F)c1F,0.8921,3.3242,-8.7,-10.49,,seed123
Fc1c(C[NH+]2CCCc3ccccc32)nnn1-c1ccccc1,0.8037,3.947,-8.5,-10.69,,seed123
Oc1cc(S(=O)(=O)N2CCC3=c4ccccc4=[NH+][C@H]32)cc(Br)c1,0.7178,4.0466,-9.1,-10.09,,seed123
[NH3+]c1nc(-c2ccccc2)nc2c1c(Br)cn2Cc1ccccc1,0.5881,2.6459,-9.0,-10.19,,seed123
C[C@H](CCc1ccc(Cl)cc1)NC(=O)C(=O)[C@H]1Cc2ccccc2C1,0.8018,2.6839,-8.2,-10.99,,seed123
N=C/c1ccccc1C(=O)c1ccc(S(=O)(=O)Nc2ccccc2)cc1,0.5162,2.1028,-9.1,-10.09,,seed123
Fc1cc([C@H](Cc2nc3ccccc3[nH]2)[NH+]C[C@@H]2COCO2)cc2c1OCO2,0.6712,4.2261,-9.0,-10.09,,seed123
Nn1c[nH+]c2c1CCC[C@@H]2NC(=O)Nc1ccc(Cl)c(C(F)(F)F)c1C,0.6899,4.0466,-8.6,-10.49,,seed123
N/C(=N/NC(=O)c1ccc2c(c1)CCCC2)c1ccoc1,0.5146,2.4922,-9.3,-9.79,,seed123
O=C(CCC[C@H]1N(C(=O)c2cn3ccccc3n2)C=N1)NC(=S)Nc1ccc(Cl)cc1,0.5563,3.4341,-8.9,-10.19,,seed123
F[C@H](CN[C@@H]1CC[NH+](C2CCOCC2)C1)c1ccc2c(c1)CCCC2,0.852,4.6512,-8.6,-10.49,,seed123
COc1cc(C)cc(NC(=O)c2cccc(-c3nnc(-c4cccs4)n3C)c2)c1,0.5197,2.2363,-8.8,-10.29,,seed123
OC[C@@]1(c2ccc3c(c2)OCCO3)CCCO[C@H](Cc2ccc(F)cc2)C1,0.8903,3.3071,-8.3,-10.79,,seed123
NC(=O)c1cc2c(cc1C#N)CC[NH+](CCc1ccc(F)c(F)c1)CC2,0.8631,3.9839,-8.9,-10.19,,seed123
F[C@@]1(c2ccccn2)CCC[C@@H]1[NH2+]CC(=O)NC[C@H](C(F)(F)F)c1ccc(F)cc1,0.6667,4.4231,-8.5,-10.59,,seed123
Oc1cc(Cl)cc(Cl)c1Cn1c(-c2ccccc2)nc2ccccc21,0.4983,2.1298,-8.8,-10.29,,seed123
[NH3+]c1cc(NCc2ccc3c(c2)OCO3)nc(-c2ccccc2)n1,0.7705,2.6262,-8.8,-10.29,,seed123
C[C@@]1(O)CC[C@H]([NH+]2CCCN([C@@H](c3ccccc3)c3ccc(F)cc3)CC2)C1,0.8498,4.3576,-9.3,-9.79,,seed123
Cc1cccc(NC(=O)[C@H](CC(F)(F)F)n2nc3ccccc3n2)c1,0.7785,2.9061,-8.8,-10.19,,seed123
Cc1nc(C2CC(C(=O)Oc3ccc(-c4ncnnc4C)cc3)n2)no1,0.5511,3.6966,-8.5,-10.49,,seed123
CC(C)c1ccc(CC(=O)c2csc(-c3ccccc3)n2)cc1,0.5922,1.9431,-8.7,-10.29,,seed123
c1cc2ccccc2cc1N1CCC[C@H](c2nsc(N3CCSCC3)n2)C1,0.6445,3.0774,-9.8,-9.19,,seed123
c1nc2c(s1)CCC[C@@H]2[NH2+]Cc1cc(=O)[nH]c2cc(F)c(Cl)cc12,0.7502,4.1588,-8.9,-10.09,,seed123
c1nc(CS(=O)(=O)c2cccnc2)c2c(c1-c1ccco1)CCCC2,0.7158,2.7155,-8.7,-10.29,,seed123
c1cc(/C=N/Nc2nc3ccccc3nc2Nc2cccc(C(=O)[O-])c2)co1,0.3948,2.8565,-8.9,-10.09,,seed123
Nc1ccc(CNC(=O)c2cc(N3CCCC3=O)ccc2)cn1,0.8997,2.0523,-8.8,-10.19,,seed123
N[C@H](NC(=O)c1ccc(S(=O)(=O)NNC(=O)c2ccco2)cc1)c1ccccc1,0.3388,2.7388,-8.8,-10.19,,seed123
Fc1cc2c(cc1Cn1cc[nH+]c1Cc1ccccc1)NC(N)=C2,0.5958,3.4093,-8.8,-10.19,,seed123
O[C@H](S[C@H](C(=O)Nc1ccccc1)c1cccc[nH+]1)c1cc(F)ccc1,0.6508,3.8804,-9.0,-9.99,,seed123
C[C@@]1(c2ccc([N+](=O)[O-])cc2)CNC(=O)C[C@H]1c1ccccc1O,0.6699,3.3499,-9.3,-9.69,,seed123
O=c1oc2ccccc2n1C[C@H](O)c1ccc(OCc2ccccn2)cc1,0.5694,2.6409,-8.8,-10.09,,seed123
Fc1cc(S(=O)(=O)N2CCN(S(=O)(=O)c3cccc(F)c3)CC2)ccc1OC(F)F,0.6077,2.2614,-8.5,-10.39,,seed123
c1cc(-c2cc(-n3cccc3)c3ccccc3n2)ccc1Cl,0.4882,1.9731,-9.0,-9.79,,seed123
NN[C@@](C)(CS(=O)(=O)c1ccc(F)cc1)c1nc2ccc(C(F)(F)F)cc2n1C,0.2812,3.2879,-8.5,-10.29,,seed123
c1csc(/C=C/c2ccccc2)c1C(=O)NCc1ccc(Cl)c(Br)c1,0.506,2.3583,-8.3,-10.49,,seed123
c1noc(-c2ccccc2CN2C[C@@H]3CC[C@H]2C[NH+](Cc2ccccn2)C3)n1,0.736,5.174,-8.8,-9.99,,seed123
C[C@@]1([C@@H]2CCCC[C@H]2C[NH2+]Cc2ccccc2)CCCN(C(=O)c2ccc3c(c2)OCCCO3)C1,0.6584,4.0814,-9.3,-9.49,,seed123
c1c(Cl)cccc1NC(=O)[C@@H](Cc1ccccc1Cl)N(CCc1ccco1)S(=O)(=O)c1ccccc1,0.2634,2.9153,-9.7,-9.09,,seed123
CCn1c(=O)c2c(OC[C@@H](NC(=O)c3nc4ccccc4s3)CC2=O)n(C)c1=O,0.6827,3.3257,-8.7,-10.09,,seed123
F[C@]1(Cl)CC[C@H]([NH+]2CCCCCC2)[C@H]1c1cccc(C(F)(F)F)c1,0.5887,4.7499,-8.6,-10.19,,seed123
c1cc(OCc2ccccc2)sc1CC(=O)NC[C@](C)(O)c1ccccc1,0.6223,2.8006,-8.6,-10.19,,seed123
Oc1cc2c(cc1OC)CN(C(=O)c1cccc3c1OCCO3)C2,0.9167,2.3763,-9.1,-9.69,,seed123
c1n[nH]c2nc(C[C@@]3(O)CCc4ccccc43)ccc12,0.7473,3.2451,-8.8,-9.89,,seed123
O[C@H](c1ccc(Br)cc1F)c1nc(-c2cc(Cl)c(Cl)c(Cl)c2)no1,0.5197,3.0467,-8.3,-10.39,,seed123
Fc1cc2oc3ccccc3c(Cc3ccccc3I)cn2c1,0.4971,3.2226,-8.9,-9.79,,seed123
Oc1cccc(C[NH2+]C[C@H](Cc2ccccn2)c2cc(F)ccc2F)c1,0.684,3.5346,-9.2,-9.49,,seed123
Nn1ccc2cc(C(=O)O[C@@H](c3ccccc3)c3cccnc3)c(C(F)(F)F)nc12,0.4029,3.2169,-9.0,-9.69,,seed123
[NH3+]C1(C2CCCC2)[C@@H]2SC=C(c3cc([N+](=O)[O-])ccc3C2)C1,0.6725,5.0421,-9.1,-9.59,,seed123
Oc1cc(C(=O)OCc2nc3ccccc3s2)ccc1OC1CCCC1,0.6614,2.2387,-8.6,-10.09,,seed123
c1n[nH]c([C@@H]2CCCN2C(=O)c2cc3ccccc3[nH]2)n1,0.756,2.9381,-8.6,-10.09,,seed123
[NH3+][C@H](c1ccco1)C(F)(F)[C@]1(F)CCN(C(=O)c2ccc(F)cc2)C1,0.8553,3.9086,-8.5,-10.09,,seed123
O=C(Nc1ccc(NCc2ccccc2)nn1)c1ccc(Br)s1,0.6877,2.1607,-8.2,-10.39,,seed123
Oc1cc2cc(-c3ccc(F)cc3)c(C[NH+]3CCOCC3)nc2s1,0.7652,3.8171,-9.2,-9.39,,seed123
O=c1onc(-c2ccccn2)n1CCn1c(=O)cnc2cccnc21,0.5395,2.671,-8.2,-10.39,,seed123
O[C@@H](NS(=O)(=O)c1ccccc1)c1cccc(OCC2CCCCC2)c1,0.725,2.6567,-8.4,-10.19,,seed123
F[C@@H]1[C@H]c2cccc(OC3[C@H](c4ccccc4)[C@H]3C2)c1,0.7437,5.8848,-9.0,-9.59,,seed123
Fc1cc(OC2CC[NH+](Cc3oncc3-c3ccc(F)cc3)CC2)cs1,0.7416,3.9708,-8.9,-9.69,,seed123
O[C@H](Oc1ccc2c(c1)C(=O)CCC2)c1ccccc1C,0.8752,2.7387,-8.7,-9.89,,seed123
O[C@@H]([NH2+][C@@H](c1ccc(F)cc1)C1CCCC1)c1c(F)cc(F)cc1F,0.6231,3.7857,-8.6,-9.99,,seed123
Oc1cccc(CNc2cnc(-c3ccccc3)n2Cc2ccccc2)n1,0.5403,2.4565,-8.4,-10.09,,seed123
CN(C(=O)Cc1nc(-c2cccnc2)no1)C(=O)[C@H]1CC=CCC1,0.7986,3.2931,-8.2,-10.29,,seed123
OC[C@H]([NH2+][C@H]1CCc2cc(Cl)ccc21)c1c[nH]c2ccccc12,0.6773,3.889,-8.8,-9.69,,seed123
N=c1[nH]oc(CNc2ccc(NCc3ccccc3)cc2[N+](=O)[O-])n1,0.3858,2.7694,-8.5,-9.99,,seed123
[NH3+]Oc1cccc(CN2CC[NH+](CCCc3ccc4c(c3)OCO4)CC2)c1,0.6868,3.6401,-8.6,-9.89,,seed123
c1nn(-c2ccccc2)c(O)c1C[NH2+][C@H]1CCSc2ccccc21,0.769,3.7183,-8.7,-9.79,,seed123
N/C(=N/CC1CC1)c1cccc(NC(=O)c2cccc(Br)c2)c1,0.6191,2.1604,-8.7,-9.79,,seed123
CC[C@@](C)([NH3+])C(=O)NC(=O)[C@@H](C)Oc1ccc2ccccc2c1,0.88,3.34,-8.3,-10.19,,seed123
C[C@@]1(NC(=O)C(=O)NCCNC(=O)c2cc(F)ccc2Br)C(C)(C)CO1,0.4852,3.3514,-8.5,-9.99,,seed123
Oc1cc(NC(=O)c2ccc3c(c2)OCCO3)ccc1-n1cncn1,0.7578,2.2773,-8.6,-9.89,,seed123
[NH3+][C@@]1(c2ccc(C(N)=[NH2+])cc2)CCC[C@H]1C1CCCC1,0.5464,4.2438,-8.6,-9.89,,seed123
O=c1nn[nH]c(C2CCN(C(=O)c3cccnc3)CC2)c1-c1cnn(C)c1,0.7409,2.8569,-8.6,-9.89,,seed123
c1nn2cc(-c3ccc(C[NH2+]Cc4ccccc4)cc3)[nH+]c2cc1C,0.6,3.8501,-8.3,-10.19,,seed123
O[C@@H]([NH2+][C@H]1CCCCC1(Cl)Cl)c1coc(-c2ccc3c(c2)OCO3)n1,0.624,4.2718,-8.5,-9.99,,seed123
C#Cc1cccc(C)c1NC(=O)c1ccc(C)c(-n2ccnc2)c1,0.7488,2.4627,-8.2,-10.29,,seed123
O[C@@H]([C@H]1OCC[C@H]1C[NH2+]Cc1nc(-c2cccc(F)c2)no1)C1CCCCC1,0.7577,4.3102,-8.3,-10.09,,seed123
Fc1c(Cl)cc(CNc2cccc3cccnc23)cc1C,0.7402,2.1474,-8.6,-9.79,,seed123
c1cn(-c2[nH+]cnc(S[C@H]3CC[NH2+]CC3)c2)c2cccc(F)c21,0.7446,4.5153,-8.5,-9.89,,seed123
[NH3+][C@H]1CCC[C@H](C(=O)Nc2cccc(Oc3cnccc3)c2)C1,0.9105,3.2962,-8.7,-9.69,,seed123
N[C@H](CC(=O)N1CCO[C@@H](c2cccc(F)c2)C1)c1cccnc1,0.9337,3.0862,-8.3,-10.09,,seed123
c1cc(Cl)cc(C[NH+]2CCC[C@@H]2c2nc3ccccc3[nH]2)c1,0.7651,4.0082,-8.2,-10.19,,seed123
NN=C(/C=C(/C#N)C(=O)c1ccc(F)cc1)c1nc(Cc2ccco2)no1,0.1771,3.1639,-8.2,-10.19,,seed123
O=c1nc(C2CCS(=O)(=O)CC[C@H]2c2ccccc2)sc2c1C(=O)COC2,0.7615,3.8298,-8.9,-9.49,,seed123
NS(=O)(=O)c1cccc(CNC(=O)Cc2ccc3c(c2)OCO3)c1,0.8354,2.0245,-8.7,-9.69,,seed123
c1noc(Cl)c1N1CCN(c2ncnc3scc(-c4ccccc4)c23)CC1,0.5126,2.7087,-9.0,-9.39,,seed123
Fc1ccc(CC[NH2+][C@@H]2[C@H]3CCO[C@@H]3C2=O)c2ccccc12,0.9283,4.2657,-8.8,-9.49,,seed123
[NH3+][C@@H]1CCC[C@@H](C(=O)NC2CCN(c3ccc(F)cc3)CC2)C1,0.8906,3.3395,-8.3,-9.99,,seed123
c1cnc([C@@H]2CCCN2C(=O)c2ccc(-n3cnnn3)cc2)nn1,0.7031,3.0733,-8.4,-9.89,,seed123
Fc1c(CNC(=O)Cc2ccco2)c(=O)[nH]c2cc(Br)ccc12,0.7322,2.5514,-8.3,-9.99,,seed123
N#C[C@H](c1cccnc1)N1CCCCC[C@H]1c1nc(-c2ccccc2)n[nH]1,0.7608,3.3552,-9.0,-9.29,,seed123
N#C[C@@]1(Cc2ccccc2F)CCC(OC[C@H](O)c2c(Cl)cccc2Cl)C1,0.6881,3.6966,-7.9,-10.39,,seed123
O[C@H]([C@@H]1CCOC2(CCCCC2)C1)[C@@H]1COc2ccccc21,0.906,4.2312,-8.4,-9.89,,seed123
O[C@H](Oc1ccccc1SCc1nc2ccc(F)cc2[nH]1)c1cccs1,0.3564,3.0621,-8.5,-9.79,,seed123
[NH3+]c1cnc2ccc(C(=O)C3CCN(S(C)(=O)=O)CC3)cc2c1,0.8459,2.8788,-8.3,-9.99,,seed123
C#Cc1ccccc1NC(=O)[C@H]1CC(=O)N(c2ccccc2F)C1=O,0.5314,2.905,-7.9,-10.39,,seed123
NC(=O)COc1ccc(NC(=O)C(=O)N2CCC3(CC2)C[C@H](C(=O)[O-])C3)cc1,0.6363,3.194,-8.4,-9.89,,seed123
O[C@H](N1CCCCCC1)C1CC[NH+](Cc2ccccc2OCC(F)(F)F)CC1,0.7696,4.0209,-8.3,-9.99,,seed123
c1nn(C2CC2)c2c1CN(Cc1cnn(CCc3ccccc3)c1)C2=O,0.6889,2.6529,-8.1,-10.19,,seed123
C=CCOc1ccc(C(=O)Nc2cc(-c3ccccc3)on2)c(OC)c1,0.6476,2.1423,-8.2,-10.09,,seed123
