smiles,qed,sa,egfr,her2,dual_docking,source
COc1cc(OC)c(C(O)CSC)c(-c2cccc(Cl)c2)c1,0.8458,3.5,-5.7,-5.5,-5.6,seed42
COc1ccc(CNC(c2ccccc2)N(C)C)cc1,0.8165,2.9,-6.0,-5.2,-5.6,seed42
CCc1nc(C2CC2c2nc(C(C)(C)C)cs2)no1,0.8588,2.5,-5.7,-5.5,-5.6,seed42
CNCc1ccc(CCBr)c(Sc2ccc(C)cc2)c1,0.7511,2.9,-6.0,-5.2,-5.6,seed42
CCNc1c(CNCOc2ccc(C#N)cc2)cccc1OC,0.579,4.5,-6.1,-5.1,-5.6,seed42
C[C@H]1OCC[C@H]1c1ccc(CCC=O)cc1O,0.8137,1.9,-5.9,-5.3,-5.6,seed42
Fc1cc(CC[C@@H]2CCCO2)ccc1Cl,0.7684,1.4,-5.5,-5.7,-5.6,seed42
C[C@@H]1OCCC1Cn1ccc2ccccc21,0.7506,1.1,-5.4,-5.8,-5.6,seed42
FC(c1cscn1)N1CCCCC(NCc2cccs2)C(S)C1,0.6118,4.1,-5.9,-5.3,-5.6,seed42
CCCC(CNS(C)(=O)=O)(Oc1c(F)cccc1NC(=O)c1ccccc1Cl)[C@@H](C)OCC,0.4431,5.0,-6.1,-5.1,-5.6,seed42
CCc1cccc(C)c1Nc1csc([C@H](O)CN2CCSCC2)c1-c1ccc[nH]1,0.4699,5.0,-6.1,-5.1,-5.6,seed42
CCCc1cc(NC2C[NH+]3CCC[C@@H]3CN2NCC=O)n(C)n1,0.5727,5.0,-5.5,-5.7,-5.6,seed42
Cc1ccc(Nc2ccccc2CCC=O)nc1,0.8155,2.4,-5.4,-5.7,-5.55,seed42
COC(=O)c1ccc(C2CN(C(F)F)C[C@H](O)[C@@H]2C)cc1[C@@H](C)O,0.6475,3.1,-5.9,-5.2,-5.55,seed42
CNC(=O)c1cc(Oc2cccc(C)c2)co1,0.8832,1.7,-5.5,-5.6,-5.55,seed42
Cc1cc(Cl)cc(COc2ccc(C#N)cc2)c1,0.8294,1.4,-5.6,-5.5,-5.55,seed42
CCOCN(Nc1cc(F)ccc1F)C(=O)c1ccccc1Br,0.5991,4.1,-5.6,-5.5,-5.55,seed42
C=CCNC(=O)c1ccc(C[NH+](C)C2CC2)c(O)c1N1CCCC[C@@H]1C,0.6524,4.5,-5.6,-5.5,-5.55,seed42
c1ccn2c(NC3CCCCC3)nnc2c1,0.8382,1.7,-5.3,-5.7,-5.5,seed42
CC(C)(C)OC(=O)c1ccccc1CNC1CC1CO,0.8094,2.7,-5.4,-5.6,-5.5,seed42
Cc1ccc(Nc2c(O)cccc2CCC=O)nc1,0.6374,2.7,-5.6,-5.4,-5.5,seed42
CCNc1c(Nc2ccc(Cl)cc2)ccc(C)c1C(F)F,0.7332,3.0,-5.6,-5.4,-5.5,seed42
C[C@@H](O)c1scc(NNc2ncccn2)c1-c1ccc[nH]1,0.5443,4.1,-5.7,-5.3,-5.5,seed42
Nc1occc1Cc1ccncc1,0.7554,0.9,-5.4,-5.6,-5.5,seed42
N#Cc1ccccc1Nc1cc(O)ccc1N,0.5416,1.2,-5.4,-5.5,-5.45,seed42
CCCSC1CNCCC1C(=O)NNc1ccccc1,0.7043,3.5,-5.4,-5.5,-5.45,seed42
Cc1ncccc1NC1CCC[C@@H]2CO[CH]CN12,0.8676,1.7,-5.7,-5.2,-5.45,seed42
CSc1cccc(NNC(=O)C2CCNCC2)c1,0.5743,2.5,-5.7,-5.2,-5.45,seed42
C[NH+](C)c1cccc2c1C=CC(C(=O)NC1CCCC1)O2,0.8797,2.2,-5.6,-5.3,-5.45,seed42
O=CON1CCN(C(=O)Nc2ccc(O)cc2)C1=O,0.6202,2.9,-5.3,-5.6,-5.45,seed42
CCc1ccc(NC=O)c(CNC(=O)OC(C)(C)C)c1,0.8138,2.5,-5.3,-5.5,-5.4,seed42
O=CON1CCN(C(=O)Nc2ccc(F)cc2)C1=O,0.834,2.9,-5.3,-5.5,-5.4,seed42
COc1ccc(-c2ccc3scnc3c2)c(SCC#N)c1,0.6611,3.0,-5.4,-5.4,-5.4,seed42
C[NH+](Cc1ccccc1)Cc1ccc(F)c(Cl)c1,0.8661,1.9,-5.6,-5.2,-5.4,seed42
Clc1ccc(-c2cccnc2CC2[CH]COC2)s1,0.8506,2.2,-5.7,-5.1,-5.4,seed42
CC(C)OC(=O)c1ccccc1CNC1CC1CO,0.7673,3.2,-5.2,-5.6,-5.4,seed42
Cc1ccc(C(=O)N(C)C(C)C)c(C)c1,0.7267,0.1,-5.6,-5.2,-5.4,seed42
CNC(=O)NC(C)Cc1cc(O)c(C)c(O)c1N1CCCCC1=O,0.6734,3.1,-5.4,-5.4,-5.4,seed42
O=CN(NC(=O)C1CCCC1)c1ccccc1,0.6361,2.2,-5.2,-5.6,-5.4,seed42
Cc1cc(F)c(Cl)cc1[C@H]1C[NH+](C)CCN1C,0.7968,0.7,-5.4,-5.4,-5.4,seed42
[C]C(Cl)C[NH+]1CCC(NCc2cccc(OC)c2)C1,0.7481,3.2,-5.5,-5.3,-5.4,seed42
CCC[NH+](C)C[C@@H]1[CH]CN(c2cc(Cl)cc(N)c2Cl)CC1N,0.7086,3.3,-5.2,-5.6,-5.4,seed42
CC[NH2+]NC(=O)C(O)(CCc1nccs1)OCc1ccccn1,0.2586,5.0,-5.8,-5.0,-5.4,seed42
CCCSC(C)[NH+](CC)C(CNC(=O)[CH]CC(N)=NO)c1scnc1C,0.1391,5.0,-5.6,-5.2,-5.4,seed42
CS(=O)(=O)N(Nc1cc(F)cc(F)c1)c1nccs1,0.8798,3.7,-5.2,-5.5,-5.35,seed42
Cc1ccc(Nc2ccccc2C(C)C)c(C)n1,0.8499,1.1,-5.4,-5.3,-5.35,seed42
Cc1ccc(-c2ccc(Br)s2)cc1,0.7022,0.1,-5.4,-5.3,-5.35,seed42
CC(C)(C)c1csc(C2CC2c2ncon2)n1,0.8203,2.0,-5.5,-5.2,-5.35,seed42
O=C(NNc1ccccc1)C1CCNCC1,0.6679,1.7,-5.4,-5.3,-5.35,seed42
CCOCNNc1c(F)ccc(F)c1C(=O)N(C)C,0.4692,3.6,-5.0,-5.7,-5.35,seed42
CCCc1cc(N(C2C[NH+]3CCC[C@@H]3CN2NCC=O)[C@@H]2CC(=O)N(C)C2)n(C)n1,0.5168,5.0,-5.4,-5.3,-5.35,seed42
Cc1ccc(O)cc1Sc1ccccc1,0.8224,0.6,-5.4,-5.2,-5.3,seed42
OCC(CNc1ccc(Br)cc1)Cc1nccs1,0.8566,3.5,-5.0,-5.6,-5.3,seed42
COC(C)CC(COc1ccccc1C)n1cnc2ccc(COc3cccc(F)c3)cc21,0.2937,5.0,-7.9,-8.0,-7.95,seed123
CC(C)(C)[NH2+]Cc1ccc2c(c1)C[C@H](Cn1cc(-c3cccc4nc[nH]c34)c3ccccc31)O2,0.3928,5.0,-8.3,-7.3,-7.8,seed123
Cc1ccc(OCC(F)COc2ccc3oc(-c4ccc(F)cc4)cc3c2)cc1,0.3663,5.0,-7.8,-7.6,-7.7,seed123
O=C(Cc1ccc(Br)c(-c2cscc2-c2ccc(F)c([C@@H]3CCS(=O)(=O)C3)c2)c1)NC(=O)c1ccco1,0.2934,5.0,-8.2,-7.2,-7.7,seed123
Cc1ccc2c(c1)C[C@H](Cn1cc(-c3cc([C@@H]4CCCO4)cc4nc[nH]c34)c3ccccc31)O2,0.3479,5.0,-8.2,-7.1,-7.65,seed123
Cc1ccc2c(c1)C[C@H](Cn1cc(-c3cccc4nc[nH]c34)c3ccccc31)O2,0.4499,3.7,-8.3,-6.8,-7.55,seed123
Cc1ccc(OC2[C@H](CCc3ccc(O)cc3)O[C@H](C)CN2C(=O)C(C)c2c(F)cccc2Cl)cc1C,0.3793,5.0,-8.0,-6.9,-7.45,seed123
Cc1cc(OCC2CC[C@@H]3CO[C@@H](c4cc(C5([NH2+])CC5)c(Cl)cc4F)CN23)cc(C)c1N1CCO[C@@H](C)C1,0.5878,5.0,-7.8,-7.1,-7.45,seed123
NC(=O)Nc1ncccc1C1CC(c2nc(C3CC3C=O)no2)CC(N2CCCc3ccccc32)C1,0.5015,5.0,-7.8,-7.1,-7.45,seed123
CNN1CCC2(OCC(Cc3ccncc3-c3cnn(C)c3)O2)C(C(=O)NC2CCCCCC2)C1,0.611,5.0,-7.6,-7.2,-7.4,seed123
Cc1ccc(OC2[C@H](C)O[C@H](C)CN2C(=O)C(C)(N[C@@H](C)C(C)C)c2c(F)cccc2Cl)cc1C,0.5032,5.0,-7.5,-7.3,-7.4,seed123
O=C(NNc1cc(F)cc(F)c1)N(CCCc1ccc(Br)cc1)N1CCC2(CC1)OCCO2,0.5234,5.0,-7.4,-7.2,-7.3,seed123
Cc1cc(-c2nc(C)c(C)s2)cc(C(=O)NN(C)C(CC#N)C2(O)CCCC2)c1-c1c(C)noc1C,0.4239,5.0,-7.7,-6.9,-7.3,seed123
Cc1nc(-c2ccc(OCCc3cncc(NC4CCCCCCC4)c3)c(O)c2)no1,0.534,5.0,-7.5,-7.1,-7.3,seed123
c1ccc2c(c1)C[C@H](Cn1cc(-c3cccc4nc[nH]c34)c3ccccc31)O2,0.4781,3.7,-7.9,-6.6,-7.25,seed123
COc1cccc(CC2CC2[CH]ONC(=O)c2coc(-c3nc4c(s3)CCCC4)c2)c1,0.5026,5.0,-7.7,-6.8,-7.25,seed123
ClC(Cl)(Cl)C1O[CH]CC1Nc1cc2c(c(Cc3ccc4c(c3)OCO4)c1)CCC2,0.6121,4.6,-7.3,-7.2,-7.25,seed123
CCc1noc(CC)c1CC(C)[NH2+]C1CCCCc2nnc(N(S)C3C[C@@H](C)C[C@H](C)C3)n21,0.5573,5.0,-7.3,-7.2,-7.25,seed123
CN(C1C[NH+](C)C(c2cccn2C)CN1OCC1(O)CCCCC1)C1(N2CCCCCC2)CCCCC1,0.5824,5.0,-7.5,-7.0,-7.25,seed123
C[NH+][C@@H]1CC(C2CCOC(c3n[nH]c4ccccc34)C2)[C@@H](NC=Cc2ccccc2)C1,0.5769,5.0,-6.6,-7.8,-7.2,seed123
COc1cccc(N(C=O)c2cc(C)cc(N3Cc4ccccc4CC3(C#CCO)C(C)(C)OC)c2)c1,0.3662,5.0,-7.6,-6.8,-7.2,seed123
O=CC1CC1c1noc(C2CC(c3cccnc3)CC(N3CCCc4ccccc43)C2)n1,0.5515,5.0,-7.3,-7.0,-7.15,seed123
COC(C([NH2+])[C@@H]1CCC[NH2+]C1)N1CC[C@@H](C)[C@@H](Oc2n[nH]c3ccccc23)C1,0.6493,5.0,-7.6,-6.7,-7.15,seed123
Cc1cc(-c2nc(C)c(CNc3ccccc3F)s2)cc(C(N)=O)c1-c1c(C)noc1C,0.4017,5.0,-7.7,-6.6,-7.15,seed123
N#Cc1ccc(-c2ccc(O[CH]c3ccccc3C(=O)Nc3cccc(Cl)c3)cc2)cc1,0.3639,4.5,-7.9,-6.4,-7.15,seed123
Cc1nc(-c2ccc(OCCc3cncc(NC4CCCCCCC4)c3SCC(=O)[O-])c(O)c2)no1,0.3826,5.0,-7.6,-6.7,-7.15,seed123
COc1cc(C)c(C)cc1N1CC[NH+](C[C@@H]2COc3cc(-c4cccc(Cl)c4Cl)ccc3C2)CC1,0.5066,5.0,-7.4,-6.9,-7.15,seed123
O=C(Cc1ccc(Br)c(-c2cscc2-c2ccc(F)cc2)c1)NC(=O)c1ccco1,0.3739,4.6,-7.8,-6.4,-7.1,seed123
Cc1cc(C)cc(OCC2CC[C@@H]3CO[C@@H](c4cc(C5([NH2+])CC5)c(Cl)cc4F)CN23)c1,0.7549,4.8,-7.5,-6.6,-7.05,seed123
CC(C)c1ccc2occ(CC(=O)Nc3ccc([C@@H]4CCC[NH2+]4)cc3F)c2c1,0.6932,4.0,-7.3,-6.8,-7.05,seed123
CCC(Oc1ccc(C#N)c(-c2cc(C)cc(F)c2)c1)c1nc2ccccc2[nH]1,0.4528,4.0,-7.8,-6.3,-7.05,seed123
CC1(c2nc(C3CC3)no2)CC(c2cccnc2)CC(N2CCCc3ccccc32)C1,0.5729,4.5,-7.7,-6.3,-7.0,seed123
CN(C1C[NH+]C(c2cccn2C)CN1OCC1(O)CCCCC1)C1(N2CCCCCC2)CCCCC1,0.6012,5.0,-7.1,-6.9,-7.0,seed123
Cc1c([O-])ccc(-c2cnn(C(C)C)c2C)c1N1CCO[C@@H](C(Cn2cc[nH+]c2)N2CCCCC2)C1,0.5064,5.0,-7.5,-6.5,-7.0,seed123
Cc1ccccc1NC[C@H]1CCCC(Nc2ccccc2OC(C)C(=O)N(C)C2CCCCC2)N1C=O,0.4214,5.0,-7.1,-6.9,-7.0,seed123
Cc1ccccc1NCC(C)(O)C1[C@H](C)C[CH]C[NH+]1N[C@@H](C)c1ccc(C(N)=O)cc1,0.4484,5.0,-7.2,-6.8,-7.0,seed123
CSN(c1cc(-c2nncn2CCc2ncnn2C)cnc1N1CCC[C@@H](C)C1)C1C[C@@H](C)C[C@H](C)C1,0.3875,5.0,-7.4,-6.6,-7.0,seed123
CNN1CCC2(OCC(Cc3ccncc3-c3cn(C)nc3[S-])O2)C(C(=O)NC2CCCCCC2)C1,0.4492,5.0,-7.1,-6.9,-7.0,seed123
Cc1csc(-c2cc(C)c(-c3c(C)noc3C)c(C(=O)NN(C)C(CC#N)c3ccoc3)c2)n1,0.3504,5.0,-7.4,-6.6,-7.0,seed123
CNN1CCC2(OCC(Cc3ccncc3)O2)C(C(=O)NC2CCCCCC2)C1,0.7343,4.6,-6.7,-7.2,-6.95,seed123
Cc1n[nH]c(C(=O)N2CCC(c3cc(C(=O)Nc4ccccc4Br)c(Cl)cc3F)C[C@H]2C)n1,0.4734,5.0,-7.4,-6.5,-6.95,seed123
C[NH+]C1CCc2ccc(NC3C(Cc4cnn(C)c4)[CH]OC3(N3CCCCCCC3)C(Cl)(Cl)Cl)cc21,0.5155,5.0,-7.2,-6.7,-6.95,seed123
CNC(=O)[C@H](C)C1[C@H](C)O[CH]CN1C(=O)N(C(=O)c1ccccc1Cl)c1cc(-c2nncn2C)ccc1F,0.5276,5.0,-7.6,-6.3,-6.95,seed123
CC1(c2nc(C3CC3C=O)no2)CC(c2cccnc2)CC(N2CCCc3ccccc32)C1,0.528,5.0,-7.6,-6.3,-6.95,seed123
CCc1nc([C@@H]2CCCC[NH2+]2)c(Nc2ccc(-c3ccc(F)c(Cl)c3)cc2)cc1C(F)(F)F,0.4028,4.9,-7.3,-6.6,-6.95,seed123
COCC(C(Oc1ccc(C#N)c(-c2cccc(F)c2)c1)c1nc2ccccc2[nH]1)N1CCOC(C)(C)C1,0.335,5.0,-6.8,-7.1,-6.95,seed123
Cc1cc(Nc2cccc(NC(=O)C3CCCC3)c2NC(=O)C2CNCC[NH+]2C(C)N)n(C)n1,0.354,5.0,-7.1,-6.8,-6.95,seed123
COc1ccc(-c2c(O)ccc(-c3nccs3)c2NCCc2cccs2)c(OC)c1,0.3577,5.0,-7.0,-6.8,-6.9,seed123
CC1(c2ccc(Cl)cc2Cl)CCCC(c2ccc(Cl)nc2)C1,0.5495,1.7,-6.6,-7.2,-6.9,seed123
CN(C1C[NH+](C)CCN1OCC1(O)CCCCC1)C1(N2CCCCCC2)CCCCC1,0.6672,4.8,-7.1,-6.7,-6.9,seed123
CC(=O)NCc1cc(O)cc(-c2ccc(N(C)CN3CCN(C(C)=O)CC3)cc2)c1,0.764,4.6,-7.2,-6.5,-6.85,seed123
CC(OCc1ccccc1)Oc1cnccc1NCc1ccccc1,0.6098,4.7,-6.9,-6.7,-6.8,seed123
CCn1nc(C)c(NC2CC2COc2c(Cl)ccc(Cl)c2C(=O)Nc2ccc(C)cn2)c1C,0.4277,5.0,-6.9,-6.7,-6.8,seed123
Cc1cc(-c2cnn(C(C)CS(N)(=O)=O)c2Cc2cccc(C(N)=O)c2)ccc1[O-],0.5865,5.0,-7.3,-6.3,-6.8,seed123
Cc1ccccc1CNc1cc(F)c(Nc2ccc(F)cc2)c(F)c1Nc1cccc(F)c1,0.2526,5.0,-7.1,-6.5,-6.8,seed123
CC(C)c1ccc2occ(CC(=O)Nc3ccccc3F)c2c1,0.7461,2.7,-7.0,-6.5,-6.75,seed123
C[C@H](N[NH+]1C[CH]C[C@@H](C)C1(C(N)=O)C(C)(C)O)c1ccc(C(N)=O)cc1,0.4669,4.1,-6.7,-6.8,-6.75,seed123
CC(=O)OC1CC([C@@H]2CCCN(S(C)(=O)=O)C2)C[C@H](C)[NH+]1c1ccc(-c2noc(C)n2)cc1O,0.4753,5.0,-7.0,-6.4,-6.7,seed123
Cc1cc(-c2nc(C)c(C)s2)cc(C(=O)NN(C)CCC#N)c1-c1c(CNC(=O)c2ccoc2C)noc1C,0.2792,5.0,-6.9,-6.5,-6.7,seed123
C[C@@H]1CN(C(=O)N(C(=O)c2ccccc2Cl)c2cc(-c3nncn3C)ccc2F)C[C@H](C)O1,0.5729,4.5,-6.8,-6.6,-6.7,seed123
CCc1nn(C)cc1Cn1cnnc1-c1ccc(F)c(N(C(=O)c2ccccc2Cl)C(=O)N2C[CH]O[C@@H](C)C2)c1,0.3357,5.0,-7.3,-6.1,-6.7,seed123
CC(=O)N1CCN(CN(C)c2ccc(-c3cccc(O)c3)cc2)CC1,0.9301,3.0,-6.8,-6.5,-6.65,seed123
CC(C)(C)c1ccc2occ(CC(=O)Nc3ccccc3F)c2c1,0.7319,2.2,-7.3,-6.0,-6.65,seed123
N#Cc1ccc(-c2ccc(O[C@@H](C(=O)N3CCCC3)c3ccccc3)cc2)cc1,0.6261,3.7,-7.2,-6.1,-6.65,seed123
Cc1ccc(Nc2c(F)cc(F)cc2NNC(=O)N(C)N2CCC3(CC2)OCCO3)cc1Cl,0.5497,5.0,-7.0,-6.3,-6.65,seed123
Cc1ccc(OC2[C@H](C)O[C@H](C)CN2C(=O)C(C)c2c(F)cccc2Cl)cc1C,0.6798,3.3,-6.9,-6.4,-6.65,seed123
CC[C@H]1c2ccc(Cc3cnn(C)c3)cc2SC1[NH+](C)CNc1ccc(C)cc1Cl,0.5302,5.0,-7.4,-5.9,-6.65,seed123
Cc1cccc(NCCONC(=O)Nc2ccc(Br)cc2)c1OCCc1cccc(O)c1,0.2256,5.0,-7.0,-6.3,-6.65,seed123
CN(C)c1c(NC2CC[NH+](C)CC2)ccc(-c2ccc(Cl)s2)c1N1CCc2sccc2C1,0.5374,5.0,-7.3,-5.9,-6.6,seed123
Cc1csc(-c2cc(C)c(-c3c(CNC(=O)NC(C)C)noc3C)c(C(=O)NN(C)CCC#N)c2)n1,0.3696,5.0,-6.7,-6.5,-6.6,seed123
C[C@@H]1CC(Nc2cc(-c3nncn3C)cnc2N2CCC[C@@H](C)C2)C[C@@H](C)C1,0.8518,3.8,-7.2,-5.9,-6.55,seed123
C[C@H]1CN(C(=O)N(C(=O)c2ccccc2Cl)c2cc(-c3nncn3C)ccc2F)C[CH]O1,0.5963,4.5,-6.7,-6.4,-6.55,seed123
COc1cc(CC2CC2[CH]O)cc([C@@H](O)C2CC2Nc2ccn(C)n2)c1,0.6776,5.0,-6.7,-6.4,-6.55,seed123
Cc1occc1CN(C)c1c(NC2CC[NH+](C)CC2)cccc1N1CCc2sccc2C1,0.5953,5.0,-7.2,-5.9,-6.55,seed123
C[NH+]C1CCc2ccc(NC3C(Cc4cnn(C)c4)[CH]OC3C(Cl)(Cl)Cl)cc21,0.7001,4.9,-6.4,-6.7,-6.55,seed123
O=C(NCCCc1ccc(Br)cc1)NNC1CCNc2cc(N3CCCS3(=O)=O)ccc21,0.3304,5.0,-6.2,-6.9,-6.55,seed123
CC(=O)Nc1cc(C)cc(N2CCc3ccccc3C2)c1,0.9126,1.4,-6.5,-6.6,-6.55,seed123
CCc1nc(-c2cccc([NH2+]C3(c4ccc(F)cc4Cl)CC3)c2)no1,0.7018,4.3,-6.5,-6.6,-6.55,seed123
CSN(c1cc(-c2nncn2C)cnc1N1CCC[C@@H](C)C1)C1C[C@@H](C)C[C@H](C)C1,0.6232,4.6,-7.5,-5.6,-6.55,seed123
CCN(N[C@H](CNC1CCCCCCC1)C(C)C)c1csc(C(C)C)n1,0.5685,5.0,-7.0,-6.1,-6.55,seed123
C[C@@H](OCN1C([NH+]2CC(Nc3ccc4c(c3)COC4)CC[C@@H]2C)CCC[C@@H]1C)c1cccs1,0.6222,5.0,-7.3,-5.8,-6.55,seed123
c1ccc(CNc2ccncc2OC(Cc2cnc3ccccn23)OCc2ccccc2)cc1,0.2846,5.0,-7.1,-6.0,-6.55,seed123
Cc1cc(-c2nc(C)c(C)s2)cc(C(N)=O)c1-c1c(C)noc1C,0.7771,2.8,-6.4,-6.6,-6.5,seed123
CC1(c2nc(C3CC3)no2)CCCC(c2cccnc2)C1,0.8553,2.7,-6.6,-6.4,-6.5,seed123
COc1cc(CC2CC2[CH]O)cc([C@@H](O)C2(NC(=O)OC(C)(C)C)CC2Nc2ccn(C)n2)c1,0.4431,5.0,-7.0,-6.0,-6.5,seed123
N#Cc1ccc(-c2ccc(O[CH]c3ccccc3)cc2)cc1,0.6882,2.1,-6.5,-6.4,-6.45,seed123
C[NH+][C@@H]1CC(C2CCOC(c3n[nH]c4ccccc34)C2)[C@@H](N)C1,0.794,3.0,-6.9,-6.0,-6.45,seed123
COC(C)(C)C1CN(CN(C)c2ccc(-c3cc(O)cc(CNC(C)=O)c3)cc2)CCN1C(C)=O,0.6017,5.0,-6.9,-6.0,-6.45,seed123
C[C@H]1CN(C(=O)N(C(=O)c2ccc([C@@H](C)O)cc2Cl)c2cc(-c3nncn3C)ccc2F)C[CH]O1,0.5813,5.0,-7.0,-5.9,-6.45,seed123
Cc1csc(Cc2cc(-c3nc(C)c(C)s3)cc(C(N)=O)c2-c2c(C)noc2C)n1,0.4647,4.9,-7.0,-5.9,-6.45,seed123
CN(C)c1c(NC2CC[NH+](C)CC2)cc([NH+]2CCCCC2)cc1N1CCc2sccc2C1,0.6452,4.8,-7.0,-5.9,-6.45,seed123
CCOc1ccccc1NC1C(c2ncnn2C)CC[C@H](CNc2ccccc2C)N1C=O,0.4849,5.0,-6.6,-6.3,-6.45,seed123
COc1cc(C)c(C)cc1N1CC[NH+](C[C@@H]2COc3ccccc3C2)CC1,0.8979,3.2,-6.7,-6.1,-6.4,seed123
Cc1csc(-c2cc(C)c(-c3c(C)noc3C)c(C(=O)NN(C)CCC#N)c2)n1,0.6135,4.9,-6.7,-6.1,-6.4,seed123
CCc1nc([C@@H]2CCCC[NH2+]2)cc(-c2ccc(Cl)c([N+](=O)[O-])c2)c1C(F)(F)F,0.5828,4.2,-6.8,-6.0,-6.4,seed123
CC(N(c1c(F)cc(-c2cccc(N(C)C)c2)cc1F)[C@H]1CC[C@@H]([NH+](C)C)C1)[NH+]1CCCC[C@H]1C,0.6241,5.0,-6.9,-5.9,-6.4,seed123
CC[NH2+][C@@H](C)Oc1cc(NC2CCCCCCC2)c(Cl)cc1[NH2+]CC(C)C,0.435,5.0,-6.5,-6.3,-6.4,seed123
C[S@](=O)C(CCc1ccc(F)c(F)c1)[C@H](O)c1cccs1,0.8808,3.8,-6.1,-6.6,-6.35,seed123
C[NH+]1CCC[C@H]1c1ccc(C(F)(F)F)c(N(C(N)=O)c2ccccn2)n1,0.8731,3.7,-6.7,-6.0,-6.35,seed123
Cc1c([O-])cccc1N1CCO[C@@H](C(Cn2cc[nH+]c2)N2CCCCC2)C1,0.7993,4.3,-6.6,-6.1,-6.35,seed123
Cc1ncsc1-c1ccccc1COC(Cc1cnc2ccccn12)Oc1cccnc1,0.3042,5.0,-7.1,-5.6,-6.35,seed123
CCc1ccc(OC(C)COC([NH3+])C(C)CC(=O)Nc2ccc(Cl)cn2)cc1,0.5922,5.0,-6.4,-6.2,-6.3,seed123
CCCOC([NH3+])(Nc1cc(Cl)cc(Cl)c1)C(C)CC(=O)Nc1ccc(Cl)cn1,0.4966,5.0,-6.7,-5.9,-6.3,seed123
O=C(Cc1cc(O)ccc1-c1nccs1)N(Cc1ccccn1)c1cc(Br)ccc1F,0.3767,5.0,-6.7,-5.9,-6.3,seed123
COC(C)CCn1cnc2ccc(COc3cccc(F)c3)cc21,0.6527,4.5,-6.3,-6.3,-6.3,seed123
COc1ccc([CH]O)cc1NCCONc1cccc(C)c1,0.5154,4.5,-5.8,-6.8,-6.3,seed123
CCc1ccc(NC(C)[NH+](CC)c2ccccc2NC(=O)OC(C)C)cc1,0.6106,4.5,-6.0,-6.6,-6.3,seed123
CCNC(=O)NN(C(=O)c1ccccc1Br)C1CCNc2cc(N3CCCS3(=O)=O)ccc21,0.5202,5.0,-6.5,-6.1,-6.3,seed123
C[NH+]C1CCc2ccc(NC3C[CH]OC3C(Cl)(Cl)Cl)cc21,0.8242,2.8,-6.0,-6.6,-6.3,seed123
C[NH2+]c1c(C)cccc1OC(C=Cc1ccccc1C(=O)NC[C@@H]1CCCO1)[C@@H](O)CO,0.4189,5.0,-6.6,-6.0,-6.3,seed123
COc1ccc([C@H](O)c2csc(C=O)n2)cc1NCCONc1cccc(C)c1,0.2644,5.0,-6.5,-6.1,-6.3,seed123
FC(F)(F)C1(Nc2cc3c(c(Cc4ccc5c(c4)OCO5)c2)CCC3)C[CH]OC1C(Cl)(Cl)Cl,0.4646,5.0,-7.0,-5.6,-6.3,seed123
C[C@@H]1CC(Nc2cncc(-c3nncn3C)c2)C[C@@H](C)C1,0.9411,2.5,-6.4,-6.1,-6.25,seed123
O=C(NC1CCNc2cc(N3CCCS3(=O)=O)ccc21)c1ccccc1Br,0.7527,3.9,-6.4,-6.1,-6.25,seed123
Cc1occc1CN(C)c1ccccc1N1CCc2sccc2C1,0.6779,3.2,-6.0,-6.5,-6.25,seed123
[NH2+]C1(c2cc([C@H]3CN4CCC(c5[nH]cc[nH+]5)[C@@H]4CO3)c(F)cc2Cl)CC1,0.8521,4.1,-6.7,-5.8,-6.25,seed123
Cc1ccccc1CNc1cc(F)c(Nc2ccc(F)cc2)c(F)c1,0.6151,3.5,-6.4,-6.1,-6.25,seed123
CC(=O)Nc1c(-c2nc(C)c(C)s2)cc(C)c(-c2c(C)noc2C)c1C(=O)NN(C)CCC#N,0.4786,5.0,-6.3,-6.2,-6.25,seed123
Cc1ccc2ncc(CC(OCc3ccccc3)Oc3cnccc3NCc3ccccc3)n2c1,0.2642,5.0,-6.4,-6.1,-6.25,seed123
Cc1nc(-c2ccc(OCCc3cccnc3)c(O)c2)no1,0.7795,3.8,-6.5,-5.9,-6.2,seed123
C[S@](=O)C(CCc1ccc(F)cc1)[C@H](O)c1cccs1,0.8884,3.5,-5.9,-6.5,-6.2,seed123
Cc1cc(-c2nc(C)c(C)s2)cc(C(=O)NN(C)CCC#N)c1-c1c(C)noc1C,0.5868,4.9,-6.7,-5.7,-6.2,seed123
CCn1nc(C)c(NC2CC2COc2cc(Cl)c(N3CCC[C@@H](C)C3)cc2Cl)c1C,0.5657,5.0,-6.4,-6.0,-6.2,seed123
CCC(Oc1ccc(C#N)cc1)c1nc2ccccc2[nH]1,0.7846,2.7,-6.1,-6.3,-6.2,seed123
COc1cccc(-c2ccc(F)cc2C(C)(C)C[NH+](C)C)c1F,0.8938,2.7,-6.6,-5.8,-6.2,seed123
CC[NH+](C(=O)N(NCc1ccco1)C(N)=O)C(C(=O)Nc1ccccn1)C(C)C,0.4805,5.0,-6.3,-6.1,-6.2,seed123
CC(N)[NH+]1CCNCC1C(=O)Nc1ccccc1NC(=O)C1CCCC1,0.5068,4.1,-6.6,-5.8,-6.2,seed123
Cc1cc(Nc2cccc(NC(=O)C3CCCC3)c2)n(C)n1,0.9064,3.0,-5.8,-6.5,-6.15,seed123
