smiles,qed,sa,egfr,her2,true_docking_score
c1nc2c(s1)[C@@H](CNS(=O)(=O)c1ccccc1F)CCC2,0.9396,3.1371,-8.2,-9.190000000000001,
N=C1NCCN1C(=O)[C@H](C)Sc1cc(S(=O)(=O)NCc2cccnc2)cs1,0.5788,3.6526,-8.1,-9.290000000000001,
Oc1c(Br)c2ccccc2n1Cc1ccc(C(CO)(F)F)cc1,0.7092,2.5377,-8.2,-9.190000000000001,
Oc1ccccc1N1CCC([NH2+]Cc2ccc(F)cc2)CC1,0.9092,2.945,-8.0,-9.39,
NN[C@@H](Cc1cnc2ccc(C(F)(F)F)cc2[nH+]1)c1cccs1,0.5674,4.068,-8.0,-9.39,
O=C(COC(=O)c1ccc2oc3c(c2c1)CCC3)NC(C)C,0.8814,2.2446,-8.0,-9.39,
F[C@@]1([C@H](Cl)c2ccccc2F)CCC[C@@H]1C1CCCC1,0.6182,3.7378,-8.1,-9.290000000000001,
FCCc1ccccc1Cc1nnc(S[C@H]2C[C@H]3CC[C@@H]2C3)o1,0.7831,4.5404,-7.4,-9.99,
O=[N+](C)C1CCC(C[NH+](Cc2ccccc2)Cc2c(F)cccc2Br)CC1,0.6501,4.0154,-8.5,-8.89,
NC(=O)C1[NH+]=C(N)C([C@@H]2OCCc3ccccc32)C1,0.6112,4.4321,-8.5,-8.89,
N[C@@H](CNC(=O)CCc1ccccc1)c1ccc(-n2cccn2)cc1,0.6975,2.5099,-7.4,-9.99,
Oc1cc(F)cc([C@@H]2Nc3cccnc3S[C@@H]2C(=O)N2CCCCC2)c1,0.8426,3.5755,-9.3,-8.09,
[NH3+][C@@]1([C@@H]2CCOC2)CCC[C@H](Cc2ccc(F)cc2)C1,0.9062,3.9368,-8.2,-9.190000000000001,
O[C@@H](Cn1cc(COC[C@H]2CCC[NH2+]2)cn1)c1ccc(OCc2cc[nH+]cc2)cc1,0.5267,4.6805,-8.1,-9.290000000000001,
C[C@@]1(NC(=O)[C@H]2CCC[NH+](Cc3ccccc3)C2)[NH2+]CCOCO1,0.6502,5.2837,-8.1,-9.290000000000001,
c1cc(Cl)ccc1Oc1ncccc1CNC(=O)c1cn(C)nc1C,0.7593,2.1845,-8.2,-9.190000000000001,
OCc1cccc([C@@H]2CC(C)(C)[NH+]C3(C2)CC3)c1,0.8174,4.3909,-8.3,-9.09,
c1cccc(C[NH2+][C@@H](CO)c2ccc3ncccc3c2)c1,0.7506,3.3292,-8.3,-8.99,
CCOc1ccc(/C=N/NC(=S)NC(=O)c2ccccc2)cc1OC,0.4725,2.0089,-7.9,-9.39,
CC[NH+]1CCC[C@@H]1CN(C)C(=O)c1ccc(C(=O)N(C)[C@H]2CCCCC[C@@H]2C)c(C)c1,0.7076,4.4498,-7.8,-9.49,
NOn1c(CC[NH+]2CCc3sc(-c4ccccc4)nc32)csc1=O,0.6547,4.5441,-8.4,-8.89,
Oc1cccc(-c2nnn(-c3ccccc3)c2C#N)c1,0.7696,2.3364,-8.3,-8.99,
O[C@H](Cc1cccc(F)c1)[C@@H]1CCOC2(CCCCC2)C1,0.9164,3.687,-8.4,-8.89,
c1c(Br)cc(-c2ccnc(NC3CCCCCC3)n2)cn1,0.8345,2.2698,-7.5,-9.790000000000001,
c1n[nH]c2nc(CS(=O)(=O)Cc3cccnc3F)ccc12,0.7397,2.9082,-8.0,-9.290000000000001,
O=[N+](C(=O)[C@H]1CCCCC[C@H]1[NH3+])c1ccc(Cl)cc1Cl,0.6726,4.0127,-7.8,-9.49,
c1cc2noc(-c3ccco3)c2cc1CSn1nncn1,0.5726,3.2824,-8.0,-9.290000000000001,
C[C@H](C(=O)OCc1ccccn1)[NH+]1CCC(c2ccc(Br)cc2)CC1,0.78,3.6985,-7.8,-9.49,
N#C[C@@](O)(NC/C([O-])=N/S(=O)(=O)c1ccc(Cl)cc1)c1ccc(F)cc1,0.323,3.5331,-7.5,-9.790000000000001,
Fc1c(N[NH2+]CCc2ccc(Br)s2)ncn1CCc1ccccc1,0.3404,3.3651,-7.8,-9.49,
Oc1cc(OCc2ccccc2Cl)c([N+](=O)[O-])cc1Cl,0.6783,2.0553,-8.3,-8.99,
C=CCNC(=O)CNC(=O)N1CCN(c2ccc(C)c(C)c2)CC1,0.8031,2.1572,-7.8,-9.49,
COc1ccc(OC)c(Nc2ncnc(N3CCC(C)CC3)c2)c1,0.9067,2.186,-7.6,-9.690000000000001,
CCc1nnc(CCC(=O)c2ccc(Oc3cnccc3)cc2)o1,0.6178,2.2118,-8.1,-9.190000000000001,
O[C@H](C[NH+]1CCC[C@H]1COc1ccccc1)c1ccccc1,0.8532,3.9922,-8.2,-9.09,
F[C@@H]1c2ccccc2CN1Cc1ccccc1F,0.7271,2.7344,-8.1,-9.190000000000001,
O[C@H](Oc1ccccc1Br)Cc1cccc(OCc2cnc[nH]2)c1,0.6052,2.8696,-8.2,-9.09,
N#Cc1ccc(CN2CCC(=O)N(CC3CCCC3)CC2)cc1,0.8588,2.1573,-8.1,-9.190000000000001,
O[C@H](C[NH+]1CCCCC1)Nc1sc2c(c1C(=O)[O-])CCCCC2,0.5287,4.6057,-8.2,-9.09,
NOS(=O)(=O)c1cc(C(F)(F)F)cc(C(=O)N2CCOC[C@@H]2C2CC2)c1,0.7781,3.2864,-7.9,-9.290000000000001,
c1c(F)cccc1NCc1ccc(Br)cc1-n1cccn1,0.7596,2.1669,-8.3,-8.89,
FCCN1CCCC[C@@H]1NC(=O)c1ccnc(NC(=O)N2CCCOCC2)c1,0.7973,3.1698,-7.9,-9.290000000000001,
[NH3+]c1nnn(CCC[NH2+]C[C@@H]2CC[C@]3(CCC[NH+](C4CCC4)C3)C2)c1Cl,0.5688,6.4859,-7.9,-9.290000000000001,
[NH3+][C@@]1(CO)CCC[C@H]1CC(O)(C1CC1)[C@@H]1Cc2ccccc2C1,0.7739,4.4476,-7.9,-9.290000000000001,
C[C@@]1([NH3+])CCCCN(C(=O)C2CCN(C(=O)c3cccnc3)CC2)C1,0.8663,3.1574,-7.9,-9.290000000000001,
c1cc(F)cc(NCc2cnn(-c3ccc(F)cc3)c2)c1,0.7906,1.9363,-7.9,-9.290000000000001,
C[C@@H](Sc1nnc(-c2cccs2)n1C1CC1)C(=O)Nc1cc(Cl)ccc1Cl,0.4958,2.7284,-7.2,-9.99,
C[NH2+][C@@H](C)C(C)(C)c1ccc(Nc2ccccc2[N+](=O)[O-])cc1,0.6351,3.2281,-8.1,-9.09,
c1nncn1-c1nc2c(s1)[C@H](c1ccccc1)CC2=C1CCCCC1=O,0.6425,3.5776,-9.1,-8.09,
C/[NH+]=C(/NCc1cccnc1)N1CCc2cc(OC)ccc2[C@H]1C,0.6493,3.3884,-8.4,-8.790000000000001,
NN[C@H](c1ccc(Cl)c(Cl)c1)[C@@H]1C[C@@H]1c1ccccc1F,0.6441,3.4507,-7.8,-9.39,
Fc1c(CN(CC[NH+]2CCCC2)C2CCCCC2)nc3ccccn13,0.8689,3.8539,-8.6,-8.59,
Fc1c(S(=O)(=O)NCCCn2cccn2)ccc(=O)c2ccccc21,0.6802,2.4854,-7.7,-9.49,
F[C@]1(NC2(c3ccccc3F)CCC2)CCC[NH2+]C1,0.8036,4.3836,-8.1,-9.09,
FCCc1nnnn1-c1ccc(N[C@H](CO)c2ccccc2F)cc1,0.6879,2.9635,-8.1,-9.09,
F[C@H]1cc2c(ncc2C[C@H]2C=CCN2C2CCCCC2)C1,0.7171,4.5925,-8.5,-8.69,
CN[C@H](C)c1nc(CN2CC[NH+](Cc3ccc(Br)cc3)CC2)cs1,0.7653,3.9926,-8.0,-9.190000000000001,
Fc1c(NNCC2CC2)noc1[N-]S(=O)(=O)c1ccc(F)cc1C,0.7394,3.6804,-7.6,-9.59,
F[C@]12C[NH2+][C@H](c3ccc(F)cc3)C[C@H]2CCC[NH2+]1,0.6833,5.311,-7.6,-9.59,
Oc1cc(S(=O)(=O)N2CCC[NH+](Cc3ccccc3)CC2)c(Cl)cc1OC,0.7824,3.6506,-8.1,-9.09,
c1noc([C@@H](Cc2ccc3c(c2)OCO3)C2=CCOCC2)n1,0.8081,3.7001,-8.1,-9.09,
c1noc(Cl)c1Cc1n[nH]c(Cc2ccccc2F)n1,0.8027,2.9651,-8.0,-9.190000000000001,
FC1CCCCC[C@H]1[NH2+][C@@H]1CCc2cc(Cl)ccc21,0.799,4.3225,-8.1,-9.09,
c1cc(S(=O)(=O)N2CCCCC2)cn1-c1nc2ccccc2n1C(F)(F)F,0.6788,2.8291,-8.2,-8.99,
Cn1ccc(N)c1N1CCC(C(=O)N2CCCCCC2)CC1,0.9113,2.4611,-8.0,-9.190000000000001,
C/[NH+]=C(/Nc1ccc(C)c(C)c1)Nc1ccccc1C,0.5769,2.6094,-8.8,-8.290000000000001,
C[C@@](NCc1ccccc1F)S(=O)(=O)Cc1ccc(Cl)cc1,0.8719,2.2981,-7.7,-9.39,
[NH3+][C@H](CC(=O)N1CCc2ccoc2C1)c1ccccc1,0.9201,3.4617,-8.3,-8.790000000000001,
F[C@H]1Oc2ccc(OCCc3ccccc3)cc2C1=O,0.8572,2.6657,-7.9,-9.190000000000001,
F[C@H]1[C@@H](Oc2cccc(C(F)(F)F)c2)[C@H](c2ccc(Br)cc2)N1CCOC,0.4474,3.5944,-7.6,-9.49,
O[C@@H](c1cnn(CCCOc2ccccc2)c1C)c1ccc(F)cn1,0.6702,2.858,-7.7,-9.39,
Fc1c(Br)c(C(=O)C[C@H]2SCOc3ccccc32)ccn1,0.5955,3.5858,-8.0,-9.09,
Fc1c(C[NH2+]CCc2ccccc2)on1-c1ccccc1,0.6939,3.2918,-7.6,-9.49,
F[C@]12CCC[C@@H]1C[NH+](Cc1cccnc1-n1cccn1)CC2,0.9337,4.7911,-8.1,-8.99,
F[C@]1(O)CCC[C@@H]1OCc1cccc(-c2ccncc2)c1,0.9359,3.2259,-8.0,-9.09,
[NH3+][C@]1(c2ccccc2F)CCc2ccccc21,0.7751,3.1564,-8.1,-8.99,
O=[N+](CNc1cnccc1)N1CCc2cc(F)ccc2C1,0.6924,3.0401,-7.7,-9.39,
O=[N+](C[O-])Cc1cccc(NC(=O)c2ccc3nc(C4CS4)s3c2)c1,0.3553,5.0716,-8.0,-9.09,
O=[N+](COc1ccc(Cl)cc1[N+](=O)[O-])N1C[C@H]2CCC[NH+]2C[C@H]1O,0.3314,5.1292,-7.8,-9.290000000000001,
c1coc(S(=O)(=O)N2CCCC[C@@H]2Cc2ccc(O)cc2)c1,0.9398,2.8385,-7.8,-9.290000000000001,
Fc1cc([C@@H](C)c2c[nH]c3ccccc23)ccc1Cl,0.6675,2.5149,-7.9,-9.190000000000001,
F[C@H]1c2ccccc2CCc2ncccc21,0.6543,2.9057,-7.9,-9.190000000000001,
N[C@@H](Oc1ccccc1)C(=O)Nc1ccccc1C(F)(F)F,0.8533,2.5528,-7.8,-9.290000000000001,
O=C(OCc1nncn1C1CC1)[C@H]1CC[NH+](c2ccc([N+](=O)[O-])cc2)C1,0.4653,4.4503,-7.8,-9.290000000000001,
Fc1c(NCl)cnc(OCCCc2csc(-c3ccccc3)n2)c1,0.4777,2.6129,-7.7,-9.39,
Oc1cc(F)cc(OCc2cccc(OCCCn3ccnn3)c2)c1,0.6363,2.3908,-7.9,-9.190000000000001,
NS(=O)(=O)NCCC(=O)N1CCCN(c2ccc(-n3cnnn3)nn2)CC1,0.5446,2.7162,-8.3,-8.790000000000001,
C[C@@H]([NH2+][C@H]1CCO[C@]2(CCSC2)C1)c1ccc(F)c(F)c1,0.928,5.1543,-7.9,-9.190000000000001,
C[C@@H](Sc1noc(-c2cccs2)n1)C(=O)c1ccc(Cl)c(Cl)c1,0.4307,2.9664,-7.7,-9.39,
C=C(C)COc1ncccc1C(=O)Nc1cccc(C(=O)[O-])c1,0.8191,2.5155,-8.1,-8.99,
c1cc(=O)n(C[C@H](O)c2ccc3c(c2)OCCO3)c(Cl)c1,0.8812,2.9106,-8.0,-9.09,
c1cc(OC2CC[NH+](Cc3cc(C4CC4)on3)CC2)ccc1F,0.9198,3.5804,-7.9,-9.190000000000001,
C=C(C)C1CC[NH+](Cc2ccccc2NCC(=O)NC2CC2)CC1,0.6679,3.5133,-7.8,-9.190000000000001,
OC1(C(C)C)CCN(C(=O)c2ccnc3cccnc23)CC1,0.9234,2.5147,-7.9,-9.09,
c1nc(-c2ccccc2)nc(CSc2ccccc2)n1,0.6803,2.0062,-7.8,-9.190000000000001,
CC[C@H](CO)[NH+](Cc1ccccc1OC)[C@@H](C)c1coc2ncccc12,0.6523,4.3793,-8.5,-8.49,
O[C@@H](O)c1nc2ccccc2n1Cc1nc2ccccc2s1,0.5707,2.3406,-7.5,-9.49,
O[C@H]([C@H]1CCCC1=O)c1oc2ccccc2c1Cl,0.9033,3.4509,-8.1,-8.89,
O[C@H](Cc1cccc(F)c1F)c1ccc(F)c(F)c1,0.846,2.4787,-8.2,-8.790000000000001,
Oc1c([O-])cccc1C[NH+]1CCC[C@H]1c1ccccn1,0.8663,4.828,-7.9,-9.09,
Oc1c(CN(Cc2ccc(Cl)cc2)C2CCCCC2)csc1N,0.7951,2.5071,-8.3,-8.69,
C#Cc1cccc(C(=O)NC(=O)NCCc2cccs2)c1,0.8517,2.2245,-7.6,-9.39,
O=C1[C@@H]2CN(SC(=O)Nc3ccc(S(N)(=O)=O)c(F)c3)C(=O)[C@@H]2C1,0.7512,3.863,-8.0,-8.99,
O=C1/C(/C([O-])=C/c2ccc(F)cc2)SC(=S)N1CC(F)(F)F,0.4768,3.6786,-7.6,-9.39,
F[C@]1(F)CCC[NH2+][C@@H](CCc2c(F)cccc2Br)C1,0.8719,4.2951,-8.0,-8.99,
c1cnc2c(C[NH+]3CCOCC3)cc(-c3cncs3)cc2c1,0.8011,3.809,-8.0,-8.99,
O=[N+](C1CC[NH2+]CC1)N1CCC[C@H]1c1cccc(O)c1,0.8087,4.4551,-8.3,-8.69,
N[C@H]([NH2+]C[C@@]1(O)CCCO[C@H]1C(F)(F)F)c1ccc(F)cc1F,0.5642,4.598,-8.0,-8.99,
O[C@H](C[C@@H]1COCCO1)c1ccc(S(=O)(=O)NCCc2ccccc2)cc1,0.7194,2.9602,-7.6,-9.39,
O[C@H](C(=O)NCC1(c2ccc(F)cc2)CC1)c1ccco1,0.8875,2.8899,-8.0,-8.99,
F[C@H]1[C@@H]([NH2+]c2cnn(C3CC3)c2)[C@@H](c2cccs2)C[C@H]1C1CCCCC1,0.8175,4.7166,-7.8,-9.190000000000001,
F[C@H]1[NH2+]N(COc2ccc3ccccc3c2)CC1,0.6599,3.5795,-8.1,-8.89,
c1nnn2c1cnn2Cc1ccccc1C(F)(F)F,0.7131,3.2364,-8.3,-8.69,
c1nnn2cc(-c3ccc(COCC4CC4)cc3)ccc12,0.7189,2.5609,-8.1,-8.89,
Oc1cc([N+](=O)[O-])ccc1Oc1ccc2c(c1)[nH]c(=O)n2C,0.5692,2.3602,-8.2,-8.790000000000001,
O[C@@H](C[NH2+]Cc1ccccc1Br)[C@@H]1COc2ccccc2O1,0.8485,3.8546,-7.8,-9.190000000000001,
C[C@@]1([NH3+])CCC[C@H]1N[C@@H](CC[C@@H]1CCC[NH2+]1)c1ccccc1,0.7304,5.0722,-7.9,-9.09,
C=C1C=C(C(N)=O)[C@H](c2ccccc2Cl)NC(=O)/C1=C\c1cc(Br)ccc1O,0.6051,3.4788,-8.2,-8.790000000000001,
CC[NH2+][C@@H](C)c1cccc(N2CCC[C@H](N3CCC[NH+]CC3)C2)c1,0.8174,4.6083,-7.9,-8.99,
F[C@H]1CCC[C@]12CC(=O)N(Cc1cccc(Cl)c1)C2=O,0.7863,3.7739,-7.6,-9.290000000000001,
Cn1c(SCc2ccccc2Cl)nnc1N(C)CCC(=O)N(C)C,0.7041,2.5774,-7.4,-9.49,
c1csc(C[NH+](Cc2cc3ccccc3o2)C2CCCC2)c1,0.753,3.8402,-8.0,-8.89,
O=C1CCC(=N/C2SC[C@H]3CCCC[C@H]32)OC1=O,0.5395,4.6898,-7.9,-8.99,
F[C@@]1(Br)CC(NC(=O)c2ccc3c(c2)CCC3)C1,0.8354,2.4981,-7.5,-9.39,
c1cncnc1CC1CC[NH+](Cc2ccccc2F)CC1,0.9262,3.5782,-8.0,-8.89,
c1csc2cc(C(=O)N(Cn3cccn3)CCn3cccc3)ccc21,0.5321,2.838,-7.5,-9.39,
c1n[nH]c2scc(C[NH+]3CCCc4ccccc43)c12,0.7357,4.5357,-8.0,-8.89,
N#C[C@@H](C(=O)c1cccc(F)c1F)C(=O)NC1CC[NH+](C)CC1,0.609,4.0921,-7.9,-8.99,
N[C@@H](CO)Cc1cccc(-c2cn3cccnc3n2)c1,0.7465,2.8938,-8.0,-8.89,
FC1OC[C@@H]([NH+]2CCN(S(=O)(=O)c3ccccc3)CC2)C1,0.8303,4.4855,-7.9,-8.99,
OC[C@@H]1C[C@@]2(CCC[NH2+]2)C(=O)N(c2ccc(Cl)c(Cl)c2)C1=O,0.7852,4.7279,-7.6,-9.290000000000001,
Cc1ccccc1C(=O)Nc1ccc(Br)c(Br)c1,0.812,1.7237,-8.2,-8.69,
O=C(Cc1ccc(N2CCCC2=S)cc1)N[C@H](CO)C1CCCC1,0.7779,3.0414,-7.8,-9.09,
[NH3+][C@@](Cc1cccc(F)c1)c1nnc2n1CCC2,0.8675,3.0311,-8.2,-8.69,
NOn1cccc1C(=O)Oc1ccc(Br)cc1-c1ccsc1,0.4282,2.9356,-8.2,-8.69,
NS(=O)(=O)c1ccc(C[NH+]2CCN(c3cccc[nH+]3)CC2)cc1,0.7566,4.3319,-8.2,-8.69,
O=[N+]([O-])c1ccccc1OC[C@H](O)c1ccc(F)c(Br)c1,0.6563,2.5703,-8.2,-8.69,
CS(=O)(=O)[C@@H]1CCN(Cc2csc(-c3cccc(F)c3)n2)C1,0.8583,2.8268,-7.7,-9.190000000000001,
[NH3+]Cc1cc2c(cc1OCCN1C(=O)CC(C)(C)OC1=O)S2(=O)=O,0.7603,3.6856,-7.3,-9.59,
F[C@H]1[NH2+][C@@]12CC[C@@H](C2)C[C@@H]2CCCCN(C1CC[NH2+]CC1)C2,0.5816,5.9051,-8.2,-8.69,
F[C@@]1(C(F)Cl)CN(c2cccc[nH+]2)CN(c2ccc(Br)cc2)C1,0.727,4.6224,-8.6,-8.290000000000001,
NS(=O)(=O)c1cc(N(CC(=O)[O-])C2CCCCC2)ccc1Br,0.8076,2.9072,-7.8,-9.09,
C#Cc1cccc(N[C@@H](C)C(=O)Nc2cccc(Cl)c2OC)c1,0.8214,2.6589,-7.4,-9.39,
c1c(Cl)cccc1NC(=O)[C@H](C)SCc1ccccc1F,0.8607,2.2885,-7.7,-9.09,
c1cnn(-c2c(OCC(F)(F)F)c3ccc(Cl)cc3[nH]2)c1,0.795,2.8008,-7.9,-8.89,
c1ncoc1CNC(=O)c1cnn(-c2cccc(O)c2)c1,0.7569,2.4978,-8.0,-8.790000000000001,
O[C@H](COC1([NH2+]C2CC[NH2+]CC2)CCCC1)c1ccc(F)cc1,0.6649,4.7274,-8.3,-8.49,
Oc1ccc2c(c1)CCC[C@@H]2NCCCc1cccnc1,0.8263,2.6286,-8.0,-8.790000000000001,
Nc1ccccc1[N-]S(=O)(=O)c1cc(F)ccc1N,0.8427,3.2087,-8.0,-8.790000000000001,
c1nnc(NC(=O)c2ccc(C[NH+]3CC[NH2+]CC3)s2)c(C)c1,0.6808,4.4309,-7.8,-8.99,
O[C@@H](Sc1nnc(C2CC2)n1-c1ccccc1)c1ccccc1,0.5708,2.7237,-7.7,-9.09,
C[NH+](C)[C@@H]1CC[C@@H](Oc2ccccc2C3CCOCC3)C1,0.9167,3.9919,-8.0,-8.790000000000001,
Nn1nc(C(=O)Cn2cccc2)c([N+]2=CC[NH+]3CCCC[C@@H]32)n1,0.4215,5.4064,-8.1,-8.69,
NN(Cc1ccc(Cl)s1)Cc1nnc(-c2ccccc2)o1,0.5766,2.5327,-7.5,-9.290000000000001,
c1coc2ccc(NCCc3ccccc3F)cc12,0.7544,2.0116,-7.8,-8.99,
O=C1[C@H](Nc2ccc(C(=O)N3CCCC3)cc2)C[C@@H]1O,0.8637,2.9984,-8.0,-8.790000000000001,
O=C1CCC[C@H]1[C@H]1CCCN1C(=O)NCc1ccncc1,0.926,3.0352,-7.8,-8.99,
CO[C@@H]1CCC[C@H](OC(=O)Cn2[nH]c3ccccc3c2=O)[C@@H]1[NH3+],0.7773,4.0163,-7.7,-9.09,
c1noc2nc(-c3cccc(F)c3F)cnc12,0.6477,2.8201,-8.1,-8.69,
O=[N+](CCc1c(Cl)cccc1Cl)c1cccc(F)c1,0.7435,2.5577,-8.0,-8.790000000000001,
F[C@@H]1N[C@H](c2ncnc3c2[nH]c2ccccc23)[C@@H]1C(=O)N(CCCNC1CC1)c1ccccn1,0.2764,4.0827,-8.4,-8.39,
Fc1cc(F)cc(NNC(=S)Nc2ccc([N+](=O)[O-])cc2)c1,0.4553,2.1982,-7.8,-8.99,
Fc1cc(=O)n(-c2nc(-c3ccccn3)cs2)nc1,0.7157,2.5533,-7.5,-9.290000000000001,
O[C@H](Cc1ccc(Oc2ccccc2)cc1)C[C@@H](O)c1ccccc1,0.6684,2.5482,-7.9,-8.89,
O[C@H](C[C@H]1CCC[NH+](Cc2ccccc2)C1)c1cccs1,0.8719,4.3493,-8.1,-8.69,
c1nnnc(N2CCC3(CC2)SCCN3Cc2ccc(F)cc2)c1,0.8519,3.4188,-8.0,-8.790000000000001,
C[C@@]1(COC)CCN(C(=O)c2oc3ccc(Cl)cc3c2C)C1,0.8609,3.0416,-7.5,-9.290000000000001,
F[C@@]1(Cc2cccc3ccccc23)CC[NH2+]C1,0.813,3.7441,-7.8,-8.99,
F[C@]12CN(Cc3ccc(Cl)[nH]3)CC[NH+]1[C@H]2C(=O)NN1CCCCS1,0.4,5.5177,-7.4,-9.39,
Oc1cc(C[NH2+]C2CCC(OCc3ccccc3)CC2)cs1,0.8598,3.4574,-7.7,-9.09,
c1noc(SCC(=O)N2CCN(c3cccc(Cl)c3)CC2)c1,0.8029,2.4927,-7.7,-9.09,
c1noc(CN2C[C@@H](NCc3ccccc3)CCC2)c1,0.9066,2.6351,-7.9,-8.89,
FC1(Cc2csc3c2CC[NH+]3[C@H]2CCc3ccc(Br)cc32)CC1,0.7927,4.8918,-7.7,-9.09,
c1cc(Br)ccc1S(=O)(=O)N1CCCC[C@@H]1CCN1CCOCC1,0.7395,2.6045,-7.9,-8.89,
c1ccn(-c2ccccc2NC(=O)N[C@@H]2C[C@@H]2C2CC2)c1,0.8862,3.0822,-7.6,-9.190000000000001,
c1c(/C=C/C(=O)NCCc2coc(-c3ccccc3)n2)noc1,0.708,2.6176,-7.6,-9.190000000000001,
Fc1c(CNCc2ccc(Br)cc2)sc2ccc(F)cc12,0.6649,2.3563,-7.6,-9.190000000000001,
N[C@H]([C@@H](O)c1ccc(Cl)c(F)c1)C(=O)Nc1ccc(F)cc1,0.8082,2.7809,-7.6,-9.190000000000001,
Fc1cc(S(=O)(=O)Nc2cc(Cl)ccc2Cl)ccc1Cl,0.8762,1.8793,-7.6,-9.190000000000001,
O[C@@H](CSc1n[nH]c(-c2ccco2)n1)c1cc(F)ccc1F,0.7055,3.0731,-7.6,-9.190000000000001,
C=C1CCC(NC(=O)[C@@H](C)Oc2ccc(Cl)cc2Cl)CC1,0.8334,2.7588,-7.6,-9.190000000000001,
F[C@@]1(CSCCc2c[nH]c3ccccc23)C[C@H](CSCc2cccs2)C1,0.4059,3.0328,-7.4,-9.290000000000001,
C[C@@H](OC(=O)[C@@H](C)Oc1ccccc1)Oc1c(Cl)cc(Cl)cc1F,0.5355,3.0191,-7.4,-9.290000000000001,
C[NH+]1CCCN(C(=O)[C@@H]2CCCN(c3ncccc3)C2)CC1,0.839,3.8992,-7.8,-8.89,
Oc1ccc(Cl)c(C(=O)NC[C@H]2CCCCO2)c1,0.8855,2.4147,-8.2,-8.49,
OCc1nc2ccccc2nc1COc1ccccc1,0.7885,2.0092,-7.6,-9.09,
Fc1cccc(NC[C@H]2CCCN(C(=O)c3ccsc3)C2)c1,0.9284,2.5929,-7.6,-9.09,
O[C@@H]([NH2+]Cc1cccnn1)c1cc2ccc(Br)cc2o1,0.7124,3.8725,-7.8,-8.89,
NNC(=O)c1ccc(CNC(=O)Cn2cccc2)c(F)c1,0.4266,2.2956,-7.9,-8.790000000000001,
Oc1c(O)ccc2c1CCC[C@@H]2[NH2+]CCC[NH+]1CCCCC1,0.4728,5.0535,-7.9,-8.790000000000001,
[NH3+]C1(CCc2ccccc2)[C@H](CCc2ccccc2)CO1,0.8688,3.3541,-7.1,-9.59,
O=[N+](C[C@H]1CN(S(=O)(=O)c2ccccc2)CCO1)NCCc1cccs1,0.5424,3.2673,-7.3,-9.39,
F[C@@H]1Nc2cc(C[NH+]3CCOCCC3)cc(F)c2C1,0.78,5.1515,-8.0,-8.69,
Fc1cc(Cl)cc(N2CCC[NH+](CCc3cccs3)CC2)c1,0.8997,3.9289,-7.8,-8.89,
N[C@@H]([C@@H]1CCc2ccccc21)[C@@]1(C)CCCO1,0.8489,3.8115,-7.8,-8.89,
F[C@H]1[NH2+]CC[C@@H]1C(=O)N1CCN(Cc2cccc(F)c2)CC1,0.8186,3.665,-7.7,-8.99,
c1nnn([C@H]2SCC(=O)c3ccccc32)c1NN,0.6203,3.5624,-8.2,-8.49,
F[C@@]1(C[NH3+])CCN(C(=O)COc2cccc3c2OCOC3)CC1,0.8748,3.1754,-7.6,-9.09,
O=C(c1c[nH]c2ccc(Br)cc12)N1CCN(CC(O)=O)CC1,0.8683,2.1106,-7.5,-9.190000000000001,
O=C(OCc1ccccc1Cl)[C@H]1CCO[C@]2(CCOC2)C1,0.8052,3.7221,-7.7,-8.99,
Oc1cc(Cl)ccc1C[NH+]1CCCC[C@@H]1Cc1cccs1,0.8868,4.2891,-8.2,-8.49,
C[C@@H]([NH3+])c1cccc(C[NH+]2CCC[C@H]2C[C@@H](C)c2ccsn2)c1,0.8372,5.6227,-7.6,-9.09,
[NH3+][C@]1([C@@H]2CCO[C@H]2c2cn[nH]c2)COc2ccccc21,0.8567,4.501,-8.1,-8.59,
C/C(=C(\N)CS(=O)(=O)c1ccccc1)c1ccccc1,0.9403,2.1731,-8.4,-8.19,
NC(=O)[C@@H]1Cc2ccccc2N1Cc1ccncc1,0.9014,2.5661,-7.9,-8.69,
O[C@@H]([C@@H]1CCCO1)N1CCC[C@H](C(=O)NC2CCCC2)C1,0.8196,3.496,-7.7,-8.89,
O[C@H]([NH2+]CCc1c[nH]c2ccccc12)c1cncnc1,0.5982,3.6395,-7.9,-8.69,
c1cc2n(n1)[C@@H](c1ccccc1-[C@H]1CCSCC1)COCC2,0.8463,3.4953,-8.4,-8.19,
F[C@H]1[NH2+]N(C[C@@H]2CCOC2)[C@@H](c2ccccc2F)C1,0.6633,4.3545,-7.7,-8.89,
C[NH2+][C@@H](C)c1ccc(C(=O)C=C2CCCCC2)cc1,0.6535,3.5801,-7.7,-8.89,
[NH3+][C@@]1(Oc2ccc([N+](=O)[O-])cc2)CCCC[C@H]1N1CCOCC1,0.5105,3.7283,-7.3,-9.290000000000001,
O[C@@H](Cn1c(Cl)nc2ccccc21)Oc1ccccc1,0.7506,2.6909,-7.9,-8.69,
C[C@@]1([C@H](O)[C@H]2CCCc3ccccc32)CCCO1,0.8688,3.7423,-7.9,-8.69,
C[NH2+][C@H](Cc1ncc(C)s1)c1ccc(CCO[C@H]2CCS(=O)(=O)C2)c(C)c1,0.7236,4.2569,-7.5,-9.09,
[NH3+][C@H]1CC[C@@H](Cc2c[nH+]ccc2-c2ccccc2)C1,0.8716,4.5031,-8.1,-8.49,
