smiles,qed,sa,egfr,her2,true_docking_score
NO[C@@H](Cc1nnnn1-c1ccccc1)c1noc(C(C)(C)C)n1,0.6999,3.4141,-7.5,-9.59,
CS[C@@]1(Cc2ccccc2)CCCN(c2[nH]c3ccccc3n2)C1,0.7601,3.0934,-7.6,-9.49,
Oc1cccc(Oc2ccc3ncccc3c2)c1,0.738,1.8025,-8.4,-8.69,
c1cc(F)cc(NC(=O)Cc2c(F)cc(Br)cc2Br)c1O,0.7238,2.2707,-7.9,-9.190000000000001,
c1noc2nccc(N3CCC[C@H]4CCC[C@@H]43)c12,0.7718,3.5634,-8.0,-9.09,
F[C@@]1(Br)Cc2ccccc2N1C(=O)CCn1cccn1,0.6376,3.319,-7.9,-9.190000000000001,
N#CCc1ccc(S(=O)(=O)N(Cc2ccccc2)[C@@H]2[C@@H]3CCO[C@H]3C2=O)cc1,0.7477,3.6229,-7.8,-9.290000000000001,
c1csc(NC(=O)Cn2ccc3ccccc3c2=O)c1,0.8037,2.1229,-7.7,-9.39,
Nn1c(COC(=O)c2ccccc2)nc2ccccc21,0.5825,1.9643,-8.0,-9.09,
C[C@@H](Br)[C@H](C)Sc1cccc(NC(=O)c2ccc(Cl)cc2)n1,0.5512,3.1104,-7.7,-9.39,
O[C@H](SC1CCN(c2cccnc2)CC1)c1ccc(CO)cc1,0.8256,3.0601,-8.1,-8.99,
N=C/c1ccc(S(=O)(=O)CC[C@H](O)c2ccc(F)cc2)cc1,0.803,2.8122,-7.9,-9.190000000000001,
O[C@H](O[C@H]1CCOc2ccccc21)S(=O)(=O)c1ccc(Cl)s1,0.8484,3.5845,-7.7,-9.39,
c1n[nH]c(Oc2ccccc2C[NH2+]Cc2csc(NCC3CC3)n2)c1,0.5507,3.5282,-8.0,-9.09,
c1n[nH]c([S-])c1NC(=O)c1cc(Cl)cc(C(F)(F)F)c1,0.8352,2.9553,-8.1,-8.99,
O[C@H](N(Cc1cccc(F)c1)c1ccccn1)c1ccncc1Cl,0.7122,3.0419,-8.6,-8.49,
O[C@H](NSc1cnn(-c2ccccc2)c1)c1ccccc1Cl,0.5511,3.118,-7.8,-9.290000000000001,
N/C(=N/NC(=O)c1ccc(Br)cc1)C1CCCCC1,0.5097,2.1674,-7.7,-9.290000000000001,
O[C@H](C[NH+]1CC[C@@H](Cc2ccccc2)C1)c1cccnc1,0.8668,4.1494,-8.0,-8.99,
O[C@@H]1CCOCC[C@@H]1CN1C[C@H](CO)c2ccccc21,0.876,3.5742,-8.0,-8.99,
FCCCc1cc(CNc2ccccc2-n2cccn2)ccc1F,0.691,2.3298,-7.5,-9.49,
[NH3+]c1ccc(C[C@@H]2CCC[C@]2(O)c2ccco2)cc1,0.8876,4.0986,-8.1,-8.89,
c1nnoc1[C@@H]1CCCN1C(=O)N[C@@H](CO)c1ccccc1,0.8957,3.4256,-7.8,-9.190000000000001,
F[C@H]1CCC[C@H]1CN1CC[NH+](Cc2ccc3c(c2)OCO3)CC1,0.904,4.4044,-8.0,-8.99,
CC1(C)CCCN(C(=O)SCc2c(Cl)cccc2Cl)C1,0.7157,2.6478,-8.0,-8.99,
O[C@@H](c1cccnc1OCc1ccco1)c1cccc(Br)c1,0.7445,2.7868,-7.7,-9.290000000000001,
F[C@@H]1[C@@H](CO)CC[C@@H]1C(=O)N1CCN(c2nccn(C)c2=O)CC1,0.8248,3.6987,-7.8,-9.190000000000001,
[NH3+]Sc1ccccc1/C=C1\SC(=S)N(Cc2cccs2)C1=O,0.5125,2.9456,-8.1,-8.89,
[NH3+]S(=O)(=O)OCCC(=O)N[C@H](c1ccccc1)C1CCCCC1,0.7809,3.1332,-7.9,-9.09,
c1cc(Br)c2c(c1)[C@@H]1C=CC[C@H]1[C@@H](c1ccco1)N2,0.7595,3.6491,-7.7,-9.290000000000001,
O=[N+](Cc1ccc(Cl)cc1)CC1(c2ncc(F)cc2F)CCCC1,0.7245,3.0415,-7.8,-9.190000000000001,
Fc1c(Br)cccc1NCc1ncc(-c2ccccc2)s1,0.6783,2.3106,-7.6,-9.39,
FCC1(O)CC[NH+](Cc2ccccc2N2CCCCCC2)CC1,0.8871,3.5626,-7.9,-9.09,
Oc1cc([N+](=O)[O-])ccc1O/N=C/c1cccc([N+](=O)[O-])c1,0.5133,2.5179,-7.9,-9.09,
Oc1cc([C@H]2C[NH2+]C[C@@H]2c2ccccc2)c(CO)o1,0.7684,4.5043,-8.5,-8.49,
[NH3+]c1ccc(S(=O)(=O)N2CCC[C@@H](C(F)(F)F)C2)cn1,0.882,3.5189,-8.0,-8.99,
Cn1cc(C(=O)Nc2ccc(F)c(C(=O)[O-])c2)nn1,0.8095,2.6726,-8.0,-8.99,
C[C@@H](NC(=O)CCSc1nc2ccccc2n1C1CCCCC1)C1CC1,0.7014,2.7644,-7.6,-9.39,
OC=S1(Cc2cc3ccccc3[nH]c2=O)CCCCC1,0.5882,3.7508,-7.6,-9.39,
[NH3+][C@]1([C@@]([C@@H]2COCCO2)C[NH+]2CCCCCC2)CN1c1ccccc1F,0.7253,5.1485,-8.2,-8.790000000000001,
[NH3+][C@]1(C(=O)[O-])CCC[C@H](Sc2nc(-c3ccccc3)cs2)C1,0.9202,4.0827,-7.6,-9.39,
c1coc(SCC(=O)N(CC2CCCC2)CCc2ccccc2)c1,0.6551,2.388,-7.9,-9.09,
NC(=O)[C@@H]1CCCCN1S(=O)(=O)c1ccc(-n2ccnc2)cc1,0.8979,2.6694,-8.3,-8.69,
Cn1nccc1NC(=O)NC[C@@]1([NH+](C)C)CCCN(c2ccc3ncccc3n2)C1,0.5761,3.8737,-8.1,-8.89,
NS(=O)(=O)c1ccc(C(=O)N(Cc2ccccc2)C2CC2)cc1,0.9118,1.8178,-7.9,-8.99,
Cn1cc(C(=O)NC[C@H](c2ccccc2)N2CCOCC2)cn1,0.9015,2.5622,-8.0,-8.89,
O=[N+]([O-])c1ccc([C@@H](CCO)NS(=O)(=O)c2ccccc2)cc1,0.5934,2.4601,-7.9,-8.99,
O[C@@H]([C@H]1CCOc2ccccc21)[C@@H]1CCC[C@@H]1O,0.8421,3.7127,-8.3,-8.59,
c1ccc(-c2nnc(NCc3cccnc3)s2)cc1,0.7891,1.9398,-7.5,-9.39,
F[C@H]1C[NH+]2CCC[C@@H]2CN1Cc1ccc2c(c1)OCCO2,0.8096,4.663,-8.0,-8.89,
N[C@H]([NH2+][C@H]1CC(=O)N(C2CC2)C1=O)c1cc(F)cc(F)c1,0.5951,4.1268,-7.9,-8.99,
Oc1cc2ccc([C@@H](Cl)Cc3ccco3)cc2[nH]1,0.7006,3.1943,-7.9,-8.99,
Oc1cc(SCCc2csc3c(Cl)cc(Cl)cc23)cc(O)c1,0.5566,2.8927,-8.0,-8.89,
N[C@@H](CNS(=O)(=O)c1ccc(Br)cn1)c1ccccc1Cl,0.8211,2.8549,-7.9,-8.99,
NC(=O)COc1ccccc1C(=O)NCCn1cnc2ccccc21,0.6787,2.0322,-7.5,-9.39,
C[C@@H]([C@@H]1CCCN(S(=O)(=O)c2coc3ncccc23)C1)N1CC[NH+](C)CC1,0.8167,4.5235,-7.9,-8.99,
C[C@H](C[NH+]1CCCC1)NC(=O)c1cnn(-c2ccccc2)c1,0.8525,3.8063,-8.0,-8.89,
Fc1cc(=O)n(-c2ccc(Br)cc2)nc1-c1ccco1,0.7212,2.3645,-7.9,-8.99,
c1n[nH]c(Nc2ccc3ccccc3c2)c1,0.6794,2.0598,-8.0,-8.89,
C[NH+](Cc1cccc(CS(C)(=O)=O)c1)c1ccc(F)cc1F,0.9107,3.6764,-7.9,-8.99,
Nc1cc(C(=O)OCc2ccc(F)cc2)c(C(F)(F)F)cc1C#N,0.5264,2.3547,-7.8,-9.09,
O[C@@H](Cc1ccc(F)cc1)c1nc2ccccc2[nH]1,0.7565,2.4215,-7.7,-9.190000000000001,
Cc1ncn(C)c1CC(=O)Nc1sc2c(c1C#N)CCCCC2,0.8801,2.6725,-7.7,-9.190000000000001,
F[C@H]1c2ccc(F)cc2[C@H]1Cc1ccccc1,0.7257,2.9529,-8.1,-8.790000000000001,
c1noc2ncc(-c3cccc(Cl)c3)cc12,0.6419,2.5272,-7.8,-9.09,
Cc1nn(C)c(C)c1[C@H](C)C(=O)N[C@@H](C)c1cccc(OCC(F)F)n1,0.8177,3.545,-7.7,-9.190000000000001,
C[C@H](NC(=O)N1CCC(CO)CC1)c1ccc(F)c(F)c1,0.9003,2.5398,-7.8,-9.09,
[NH3+][C@]1(OC)CCS[C@@H]1C(=O)Nc1ccc2c(c1)CCCC2,0.8336,3.9344,-7.3,-9.59,
c1coc(NC(=O)Cn2c(=O)oc3ccc(Br)cc3c2=O)c1,0.7657,2.5342,-7.8,-9.09,
C[C@@]1(O)CCCN(C(=O)NCC(=O)N2CCCC[C@@H]2C)C1,0.7966,3.2139,-8.1,-8.790000000000001,
C[C@@]1(NC(=O)CCCc2c[nH]c3ccccc23)CCOC1,0.8877,2.9331,-7.8,-9.09,
N[C@H]1C=CS[C@H]2CCCC[C@@H]2[NH+]1Cc1ccc(C)cc1F,0.8786,4.863,-7.8,-8.99,
OC1(Cc2ccccc2)CC([NH2+]Cc2ccccn2)CC1,0.8768,3.836,-7.8,-8.99,
FC(F)(F)[C@H](c1ccncc1)c1[nH+]cnn1Cc1ccccc1,0.7421,3.6758,-7.8,-8.99,
[NH3+]S(=O)(=O)c1ccc(Cl)cc1[N-]S(=O)(=O)c1cccc(Br)c1,0.8107,3.6042,-7.7,-9.09,
Oc1ccccc1CCNC(=O)c1ccc(N(C2CC2)C(C)C)s1,0.8031,2.6247,-7.5,-9.290000000000001,
Oc1ccc(Br)cc1NC1=NS(=O)(=O)[C@@H]2COC[C@H]2C1,0.744,4.1736,-8.0,-8.790000000000001,
OCC(CCCNC(=O)c1ccccc1C#N)c1ccccc1,0.7725,2.5175,-7.8,-8.99,
Fc1ccc2c(c1)CCN2Cc1cccc(Cl)c1,0.7886,1.843,-7.8,-8.99,
c1c([C@@H]2CCC[C@@H]2C[NH2+]C2CC[NH+](Cc3ccco3)CC2)nnn1C,0.7806,5.3232,-7.7,-9.09,
NS(=O)(=O)[C@@H]1CCN(C(=O)C(=O)N2C[C@H]3CCCC[C@@H]3C2)C1,0.6569,3.6518,-7.7,-9.09,
[NH3+]Oc1ccc2nc(Oc3ccc(C4CC4)cc3)sc2c1,0.75,2.7134,-7.8,-8.99,
c1ccnc(C[NH+]2CCC[C@]3(CCC[NH+](Cc4ccco4)C3)c2)c1,0.8678,5.787,-7.4,-9.39,
O[C@H](NC(=O)c1ccc(S(C)(=O)=O)cc1)c1cnc(N2CCSCC2)s1,0.7171,3.1862,-7.8,-8.99,
C=CCN(CC[NH3+])Cc1nc(-c2cc3cccc(Cl)c3o2)no1,0.671,3.2565,-7.7,-9.09,
c1cc(OCCn2c(=O)oc3ccccc32)ccc1OC(F)F,0.699,2.0553,-7.8,-8.99,
C#CCNC(=O)c1cccc(C[NH+]2CCC[C@@H](C)[C@]3(C)c2nc4ccccc4nc3OC)c1,0.7124,4.6997,-8.5,-8.290000000000001,
Nc1ccc(CNC(=O)C(=O)N2CCO[C@H](CCC(=O)[O-])C2)cc1,0.5062,3.1976,-7.8,-8.99,
Fc1c([C@@H]2C[NH2+]C[C@@H](c3ccccc3)C2)n[nH]n1,0.8236,4.4786,-8.1,-8.69,
O[C@@H](NS(=O)(=O)c1ccccc1Br)c1ccc(F)cc1,0.824,2.6342,-7.9,-8.89,
N[C@@H](OC(=O)C(=O)c1cccc(OCC(F)(F)F)c1)C(F)(F)F,0.291,3.1887,-8.0,-8.790000000000001,
C=Cc1cccc(C(=O)c2ccccc2Cl)c1,0.7371,1.8293,-7.9,-8.89,
Cc1cc(S(=O)(=O)N2CCCC[C@H](Cn3cccn3)C2)c(C)o1,0.8598,2.9986,-7.9,-8.89,
N[C@]1([NH+](Cc2ccccc2Cl)CCCC2)C(=O)N(C)CC[NH2+]C1CCCC2,0.6845,5.3412,-9.1,-7.69,
[NH3+]c1[nH]c2ccccc2c1[C@H]1CCCC[C@H]1O,0.6908,3.5981,-8.0,-8.790000000000001,
Fc1cc(F)ccc1CS(=O)(=O)c1cc(F)cc(CCO)c1,0.9168,2.2847,-7.8,-8.99,
O[C@H](OC1CC1)c1ccnc2c1cnn2-c1ccccc1,0.7467,3.0026,-7.9,-8.89,
c1coc([C@@H]2CCCN2C(=O)[C@H](COc2ccccc2)c2ccccc2)c1,0.6329,2.8903,-7.7,-9.09,
c1coc(N2CCO[C@@H](c3ccc(OC[C@@H]4CCO4)cc3)C2)c1,0.8484,3.2318,-7.8,-8.99,
NOc1cccnc1C[NH+]1CC[C@H](O)C[C@@H]1c1ccccc1Br,0.7023,4.6106,-8.2,-8.59,
O=C(NC1CCCCC1)C1CN(c2ccc(F)cc2)C1,0.9203,1.911,-7.6,-9.190000000000001,
O=[N+]([O-])c1ccc([C@@H]2C[C@@H]2c2cccc(Cl)c2)c(F)c1,0.6096,2.8781,-7.6,-9.190000000000001,
C[C@H](Cl)C(=O)NNC(=O)c1oc2ccc(F)cc2c1Cl,0.6601,3.0425,-7.6,-9.190000000000001,
Fc1cc(Br)c(NCCC[NH+]2CCc3ccccc3C2)s1,0.7737,4.4449,-7.6,-9.190000000000001,
F[C@H]1[C@H]3CCCC[C@H]3[NH2+][C@@H]1CCCc1ccccc1,0.8591,4.2723,-7.6,-9.190000000000001,
COc1cccc(C2=CCN(C(=O)c3cccn3C)CC2)c1OC,0.8675,2.4281,-7.4,-9.290000000000001,
CC[C@H](C)N([C@H](C)C(=O)N1CC[C@H](Cc2ccc(Cl)cc2)C1)C(C)C,0.7038,3.4087,-7.4,-9.290000000000001,
NN[C@@]1(C(N)=O)C(=O)C[C@@H](n2cc(Br)cc2C2CCCC2)C1,0.4251,4.2681,-8.3,-8.39,
N[C@H](S(=O)(=O)CCc1ccc2c(c1)OCCCO2)C(=O)N(C)[C@@H](C)CO,0.673,3.6318,-7.4,-9.290000000000001,
[NH3+][C@]1(c2ccccc2)CCCN1C(=O)[C@@H]1CC[C@H](O)C1,0.8405,3.9534,-7.4,-9.290000000000001,
OCCN(C1CC1)S(=O)(=O)N1CCN(c2cc(-c3cccnc3)no2)CC1,0.7331,2.807,-7.6,-9.09,
C[C@@]1(O)CCCC[C@@H]1NC(=O)c1ccnc(OC2CCC2)c1,0.896,3.2831,-7.6,-9.09,
NOc1cccc(OCc2nc3ccccc3s2)c1,0.7413,2.1414,-7.9,-8.790000000000001,
NOn1c(NCCc2[nH+]ccn2C)nc2ccc(Cl)cc21,0.6829,4.0082,-7.9,-8.790000000000001,
O[C@@H]([NH2+]Cc1ccc(-n2cnnn2)cc1)C(=O)OCc1cncn1C1CC1,0.3975,3.8411,-7.5,-9.190000000000001,
O[C@H](Sc1ccncc1)Cc1nc(-c2cccc(Cl)c2)cs1,0.5439,3.0395,-7.7,-8.99,
O[C@H](C1CCCN2CCCC[C@H]2C1)N1CCO[C@H](c2[nH+]cccc2Cl)C1,0.8749,4.7105,-8.2,-8.49,
[NH3+]S[C@]1([C@H]2CCCc3ccccc3[C@H]2C(=O)[O-])CCCN1C(=O)c1ccccc1Cl,0.5796,4.2474,-8.6,-8.09,
F[C@]1(c2cccc(F)c2)n2nccc2CCN1Cc1ccncc1,0.6937,3.5453,-8.5,-8.19,
CSc1ccccc1-c1nc(NCCc2csc(N)n2)no1,0.6696,2.7523,-7.5,-9.190000000000001,
CSCC[C@H](C)N1C(=O)/C(=C/c2cccnc2)C(=O)N1CCn1cc(C(C)=O)cc1,0.3501,3.7513,-7.9,-8.790000000000001,
O=c1c2c(-c3ccccc3)noc2C(Cl)=C1Cl,0.7901,2.5178,-7.7,-8.99,
N[C@H](COCc1ccccc1)C1CCC([NH+]2CCCCO2)CC1,0.839,4.2735,-7.6,-9.09,
N[C@H]([NH2+]C1CCCCCC1)c1cc(-c2ccco2)no1,0.6621,3.937,-7.6,-9.09,
Fc1c(-c2cccnc2)cnn1-c1ccccc1,0.6877,2.1928,-7.7,-8.99,
FCCN1CCC(C(=O)N2CCC[C@H]2c2nc3ccccc3s2)CC1,0.8341,2.7798,-8.4,-8.290000000000001,
FCC[C@H]1C[C@@](C)(c2cc(Br)ccc2Cl)NC1=O,0.8945,3.8618,-7.8,-8.89,
c1nnoc1C[NH2+]CC1(c2ccccc2F)CCCC1,0.9054,3.6989,-7.7,-8.99,
C/N=C(/C=C(\CC)[NH+][C@H](C)C(=O)N1CCC(C(=O)NCC)CC1)N1CCCC1,0.4904,3.9668,-8.0,-8.69,
N#C[C@@]1(O)CCCCCOc2ccc(C(F)(F)F)cc21,0.7435,3.6603,-7.8,-8.89,
O=[N+]([O-])c1ccccc1OCc1ccccc1OCC(F)F,0.576,2.0697,-7.9,-8.790000000000001,
N[C@]1(O)C(=O)N(CCc2ccccc2)C(=O)[C@H]1/C=C/C(=O)[O-],0.3744,3.8589,-7.8,-8.89,
C[NH+](C)C[C@@H](NCc1cccnc1)C(=O)NCCCc1ccccc1,0.5496,3.1873,-7.6,-9.09,
C[C@H](SCc1noc(C2CCCCC2)n1)C(=O)NCc1ccco1,0.8216,2.9365,-7.2,-9.49,
NC(=O)[C@@H]1CCCN(C(=O)CCc2ccc(F)cc2)C1,0.9064,2.2786,-7.9,-8.790000000000001,
c1c(F)ccc(C[NH2+]Cc2cnn(-c3ccccc3)c2)c1,0.7652,2.8267,-7.7,-8.89,
F[C@H]1[C@H](Oc2cccc(Br)c2)CC[NH+]1Cc1ccco1,0.8658,4.4391,-7.7,-8.89,
O[C@@H](Nc1ccc(F)cc1Cl)c1ccc(F)cc1F,0.8403,2.6929,-7.9,-8.69,
CSCCn1c(Cl)nc2c(c1=O)CC[C@H](C(=O)N1CCNC(=O)C1)CC2,0.5962,3.3782,-7.3,-9.290000000000001,
Nc1[nH]c2cc(Cl)ccc2c1CCN1CCS(=O)(=O)C1,0.9025,3.0196,-7.7,-8.89,
C/[NH+]=C(/NCc1cn(-c2ccccc2)sc1=O)C1(C)CCC1,0.6595,3.805,-7.3,-9.290000000000001,
[NH3+][C@@H]1CCC[C@]2(CCc3ccccc32)C1,0.6667,4.2494,-7.7,-8.89,
Fc1cc(OCC(F)F)nc(-c2ccccc2Cl)c1,0.8412,2.4097,-7.7,-8.89,
c1coc([C@]2(C)CCC[NH+](Cc3ccc(F)c(F)c3)C2)c1,0.9205,4.4306,-7.7,-8.89,
O[C@@H]([NH2+][C@H](CO)c1cnn(-c2ccccc2)c1)c1ccco1,0.5863,3.9181,-7.9,-8.69,
Fc1cccc(-c2ccc(F)c(OCCCCN3CCC3)n2)c1,0.7243,2.1428,-7.6,-8.99,
F[C@]1([C@@H]([NH2+]Cc2ccccc2)c2ccncc2)CCC[NH2+]1,0.789,4.6734,-8.0,-8.59,
O=C(CSCc1ccc[nH]1)N1CCN(c2ncccc2C#N)CC1,0.8983,2.6256,-7.6,-8.99,
c1n[nH]c2c1O[C@H](c1ccc(F)c([N+](=O)[O-])c1)C2,0.6526,3.3955,-8.0,-8.59,
O[C@@H](Nc1c(F)cccc1[N+](=O)[O-])c1ccccc1,0.5044,2.6825,-8.0,-8.59,
Oc1ccc2c(c1)nc([S-])n2[C@H]1CCCc2ccc(F)cc21,0.696,3.3601,-7.8,-8.790000000000001,
Oc1cccc(NCc2cccc([N+](=O)[O-])c2)c1,0.6401,1.8278,-8.0,-8.59,
c1csc(Cl)c1NC(=O)/C=C/c1ccc(Br)cc1Cl,0.7067,2.4919,-7.6,-8.99,
[NH3+][C@]1(CNC(=O)CSc2cccs2)CCCN(c2ncccc2F)CC1,0.7355,3.6306,-7.5,-9.09,
N[C@]1(C(=O)[O-])CCC[C@@H]1COc1ccc(C(F)(F)F)cc1,0.9102,3.5543,-7.6,-8.99,
N[C@]1(S[C@H](O)c2ccc(Br)cc2)CN(Cc2ccccc2F)CS1,0.7005,3.8088,-7.4,-9.190000000000001,
O[C@H](Sc1ccc(F)cc1NC1CCCC1)c1ccco1,0.6278,3.0929,-7.8,-8.790000000000001,
Fc1cc(NCCSCc2ccc(OC3CCCCC3)cc2)ccn1,0.5131,2.3788,-7.6,-8.99,
[NH3+][C@]1(CO)CCC[C@@H]2[C@H]1CCC[C@@H]1OC2CCCC1,0.7628,5.373,-7.4,-9.09,
OC[C@@H]1CCC[NH+]([C@H]2CCCc3ccccc32)C1,0.8088,4.4923,-7.9,-8.59,
CC[NH2+][C@H](c1ccc(OC)cc1)C1(c2ccc(C)cc2)CCC1,0.8637,3.3319,-7.6,-8.89,
O[C@H](C[NH2+][C@@H](c1ccccc1)C1CCCC1)c1ccco1,0.8576,3.7991,-7.9,-8.59,
F[C@@H]1[C@H](Cc2ccccc2)[C@H](CN2CCOCC2)[C@H]1C1CC1,0.8282,3.6724,-7.8,-8.69,
Fc1ccc(NCCS(=O)(=O)c2ccc(F)cc2)c(Cl)c1,0.8529,1.9631,-7.6,-8.89,
Fc1cc2c(cc1Br)[C@@H](c1ccc(Cl)cc1O)OC[C@H]2O,0.7911,3.5969,-8.6,-7.890000000000001,
C[NH2+]Cc1cccc(C(=O)NCc2ccc(Br)cc2Cl)c1,0.8373,2.6748,-7.5,-8.99,
c1cc(F)cc(/C=N/NC(=O)c2cncc(Br)c2)c1,0.6977,2.1234,-7.6,-8.89,
F[C@@]1(Cl)CC[C@H](Cc2nc(CCOc3ccccc3)cs2)C1,0.6899,3.4833,-7.1,-9.39,
NS(=O)(=O)c1ccccc1O[C@@H]1CCC[NH2+]CC1,0.8,3.8126,-7.8,-8.69,
O=[N+](Cc1ccccn1)N1CCC[NH+](C[C@H](CO)C2CCCC2)CC1,0.7111,4.8049,-7.6,-8.89,
Fc1c(-c2cccs2)nnn1-c1ccccc1F,0.7101,2.4439,-7.7,-8.790000000000001,
O[C@@H](N[C@H]1CC[NH+](CC2CCCCC2)C1)C1CCCC1,0.665,4.7407,-7.7,-8.790000000000001,
C=C(C)CN(Cc1ccc([N+](=O)[O-])o1)C(=O)Nc1ccc(F)cc1N(C)C,0.4479,2.7588,-8.1,-8.39,
C=C[C@@H](Cc1c(Cl)cccc1Cl)[NH+]1CCC[C@@H]([NH+](C)C)C1,0.7535,5.4628,-7.7,-8.790000000000001,
F[C@@H]1[C@H]2CCC[C@@H]2C(=O)N1CCC[C@]1(O)CCCC[C@H]1C,0.8091,4.3218,-7.4,-9.09,
O[C@H](S[C@H](C)c1ccccc1)c1ccccc1Cl,0.8089,2.9546,-7.7,-8.790000000000001,
C[C@H](c1ccccc1)S(=O)(=O)CC(=O)Nc1cccnc1,0.9184,2.6209,-7.5,-8.99,
Fc1cc(Cl)cc2c1OCC[C@H]2NCc1ccncc1,0.9402,2.8387,-7.4,-9.09,
N=Cc1cc(Cl)cc(NC(=O)[C@@H](Cl)C2CCCC2)c1,0.6387,3.3444,-7.8,-8.69,
c1noc(-c2cccc(CNc3ncco3)c2)c1,0.7603,2.6908,-7.7,-8.790000000000001,
O[C@H](O[C@H](CO)c1c(Cl)cccc1Cl)c1ccccc1Br,0.7375,3.4118,-7.6,-8.89,
[NH3+][C@]1(C(=O)[O-])CCC[C@@H]1Cc1cc(F)c(Br)c(Cl)c1,0.8354,4.4688,-7.6,-8.89,
F[C@H]1[C@H]c2ccc(Br)cc2C[NH+]1Cc1ccncc1,0.8403,4.5192,-7.6,-8.89,
O[C@@H]([NH2+]CC1(O)CCCCCC1)c1ccccc1OCC(F)F,0.5289,3.7135,-7.6,-8.89,
c1n[nH]c(NCc2ccc(Cl)cc2)c1-c1ccco1,0.757,2.3924,-7.9,-8.59,
Cn1cc(C[NH+](CC2CCCCC2)Cc2ccccn2)cn1,0.8851,3.8136,-7.7,-8.69,
c1nn2c(NC3CC[NH+]([C@@H]4CCCOC4)CC3)ncc2[nH]1,0.7257,5.0519,-7.9,-8.49,
F[C@H]1CCCN(c2nc3ccccc3s2)C1,0.7554,2.6389,-7.9,-8.49,
c1cc(SCc2nncn2Cc2ccccc2)oc1N,0.7303,2.7215,-7.5,-8.89,
C/N=C(\NCc1ccc(Br)cc1Cl)N1CCO[C@H](c2nccs2)C1,0.5968,3.4046,-7.5,-8.89,
C/c1ncccc1NCc1nc(-c2cccnc2)no1,0.782,2.2648,-7.5,-8.89,
c1csc([C@@]2(Cn3cc[nH+]c3-c3ccccc3)CC[NH2+]C2)c1,0.7643,4.7365,-7.5,-8.89,
[NH3+]c1ncc(CNS(=O)(=O)c2cc(-c3cccnc3)no2)s1,0.6993,3.307,-7.5,-8.89,
C=C[C@H]1C[C@@](O)(Cn2cnc3ccccc3c2=O)CN1C,0.8554,3.6805,-7.7,-8.69,
c1noc([C@H](C#N)C2(C[NH2+]Cc3ccccc3)CCOCC2)n1,0.8664,4.3335,-8.0,-8.39,
F[C@H]1[C@H]2CC[C@]12C(=O)N(c1ccccc1F)[C@@H]1CCS(=O)(=O)C1,0.8459,4.1194,-7.7,-8.69,
O[C@@H]([NH2+][C@H]1CC[NH+](C[C@@H]2COCCO2)C1)c1ccc(F)cc1,0.5773,5.2983,-7.7,-8.69,
c1n[nH]c([C@@H]2CCC[NH+]2Cc2csc3ccccc23)n1,0.7723,4.5514,-7.5,-8.89,
Cn1ncnc1CCNC(=O)c1ccc(-n2cccn2)cc1,0.7609,2.2545,-7.5,-8.89,
NC(=O)NC(=O)c1ccc(OC[C@H]2C[NH+]3CCN2CC3)cc1,0.6287,4.592,-7.5,-8.89,
O=C(NCc1ccco1)N1CCCC[C@H]1Cc1cccs1,0.9369,2.7844,-7.6,-8.790000000000001,
OCc1nc(C[NH2+][C@@H](c2ccccc2)C2(O)CCCCC2)no1,0.74,3.8289,-7.8,-8.59,
CC[NH2+]CC(=O)N1CCC[NH+]([C@@H](C)c2ccc(C)cc2)CC1,0.7743,4.8338,-7.6,-8.790000000000001,
F[C@]1(Cl)CCN(C[C@@H]2CCO[C@]3(CCSC3)C2)S[C@@H]1Cc1ccccc1,0.4968,5.2015,-8.2,-8.19,
c1n[nH]c2nc(-c3ccc4c(c3)OCO4)nn12,0.6689,2.9358,-7.8,-8.59,
c1cc(S(=O)(=O)NCC[C@@H](CO)c2ccsc2)nc2cccnc12,0.6709,3.1599,-7.6,-8.790000000000001,
c1cc(Cl)cc(NCc2nc(-c3ccco3)no2)c1Cl,0.7802,2.2277,-7.3,-9.09,
CN1NC(=O)[C@@H](OC(=O)c2ccc(S(=O)(=O)N(C)C)cc2)C(=O)O1,0.532,3.3799,-7.6,-8.790000000000001,
N[C@]1(CC(=O)[O-])CCC[C@@H]1CCSc1ccc(C(C)(C)C)c(F)c1,0.7983,4.0573,-7.3,-9.09,
O[C@@H](N1CCc2nc(C3CC3)ncc2C1)c1ncc(F)cc1,0.9383,3.4066,-7.6,-8.790000000000001,
N#C[C@H]1C[NH+](Cc2cnn(C)c2)C[C@@H]1c1cccc(-n2cccn2)c1,0.7724,4.5533,-7.6,-8.790000000000001,
N/C(=N/NC(=O)[C@@H]1CCS(=O)(=O)C1)SC1CCCCCC1,0.3499,3.3902,-7.3,-8.99,
COc1ccccc1OCCNS(=O)(=O)c1cccc(C(F)(F)F)c1,0.7558,1.9278,-7.2,-9.09,
CN(Cc1ccccc1C(F)(F)F)C(=O)[C@@](C)(N)C(F)(F)F,0.8674,3.0647,-8.0,-8.290000000000001,
c1n[nH]cc1C[NH+]1CCCSC[C@H]1CCc1ccccc1,0.8847,4.3909,-7.6,-8.69,
FC1CCCCCCCCC([NH2+][C@H]2[C@@H]3CCO[C@@H]23)C1,0.8197,5.2501,-7.4,-8.89,
[NH3+]O[C@@]1(C(=O)[O-])CCCC[NH+]1S(=O)(=O)c1cc(F)ccc1F,0.5821,5.0307,-7.4,-8.89,
