smiles,QED,SA,EGFR_Docking,HER2_Docking
N#C/C(=C/c1ccc(Cl)cc1)c1ccc2c(c1)OCCO2,0.5170,3.1450,-8.95,-9.0
[C@@][C@](CCc1cc(=O)n2ccccc2n1)c1ccc(O)cc1,0.7030,3.7750,-9.3,-10.5
[C@](C#N)(C(=O)Nc1ccc(N2CC[NH+](C)CC2)cc1)C1CCCCC1,0.7760,4.4980,-8.95,-10.6
[C@]1(c2ccc(Br)cc2)NC(N)=NC1,0.6740,4.0770,-8.4,-7.5
[C@@](C#CN(C)Cc1cccc(Cl)c1)C(=O)c1cc(F)cc(F)c1,0.3800,4.0890,-9.15,-9.7
[C@@]1(CCNc2nc(N3CCCC3)on2)CCCCC1(C)C,0.7970,4.2340,-8.85,-9.6
[C@@](O)(Cc1ccccc1)C(=O)Nc1ccccc1NC1=CCCCC1,0.6200,3.5820,-9.3,-10.0
[C@@]1(c2ccccc2)NC(=O)N(CC(=O)Nc2nc3c(Cl)ccc(Cl)c3s2)C1=O,0.5130,3.7060,-9.5,-11.5
[C@@](N)COC(=O)Nc1nc2ccccc2[nH]1,0.5730,3.7310,-8.65,-7.9
[C@@](C#N)(COC(=O)c1ccc([N+](=O)[O-])cc1)Nc1cccc(F)c1F,0.3890,3.5360,-8.8,-9.4
[C@@]1(C#N)CCC[C@@H]1CC(=O)Nc1ccc(C(=O)N2CCCC2)cc1,0.8240,3.8960,-8.9,-9.9
[C@@](C#CN(C)C(=O)CNC(=O)c1ccc(Cl)cc1)c1ccc2c(c1)CCO2,0.5550,3.9510,-9.15,-9.8
[NH+][C@](C(=O)c1cccs1)c1ccc([N+](=O)[O-])cc1,0.3710,3.7520,-8.55,-8.4
[C@@][C@](C)(O)CNC(=O)N1CCN(c2ccccc2)CC1,0.7590,3.8780,-8.85,-8.3
[C@]Oc1cc(NC(=O)CCNC(=O)C(C)C)c2nc(C)sc2c1,0.7520,3.9190,-8.75,-8.8
[C@](Cc1ccc(Cl)cc1)c1ccc(C(=O)[O-])cc1,0.7440,3.7410,-8.75,-9.4
[C@@](C(=O)Nc1ccccc1)C(=O)Nc1cc(Cl)ccc1Cl,0.8030,3.3150,-9.05,-9.8
[C@@][C@]#Cc1ccc(NCc2ccccc2C#N)cc1,0.7410,3.6370,-8.95,-9.3
[C@@]1(C#N)CCN(C(=O)c2ccccc2-c2ccccc2)CC1,0.7460,3.2960,-9.45,-8.4
CNC(=O)c1cc(NC(=O)CNCc2ccccc2F)cnc1N(C)C,0.5950,3.3180,-8.8,-10.0
O=C(Nc1cc2occ(SCc3nc(C4CC4)n[nH]3)c2[nH]1)c1ccccc1C(F)(F)F,0.2480,4.2150,-9.65,-10.2
[C@@](CNC(=O)CNC(=O)c1ccccc1)c1ccc(N(C)c2ccccc2)cc1,0.5250,3.3630,-9.35,-9.9
[C@@]Oc1ccc(OCC(=O)N[C@H](C)c2cccnc2)cc1C,0.7900,3.9060,-8.8,-9.2
[C@@](CCNC(=O)c1ccccc1)c1ccc(Br)s1,0.7350,3.5030,-8.55,-8.6
[C@@]1(c2ccco2)NC(=O)N(CC(=O)NCc2ccc(C(F)(F)F)cc2)C1=O,0.6770,3.6280,-9.35,-10.5
[C@@](C#N)([NH2+]Cc1ccc(F)c(F)c1)c1c[nH]nc1-c1ccc(F)cc1,0.6480,4.4110,-9.3,-10.6
[C@@]1(CCc2cc3ccccc3o2)OC(N)=NC1=O,0.7910,4.1050,-9.15,-9.4
[C@]1(CNC(=O)c2c(F)cccc2Sc2ccccc2)CC[C@@H]1O,0.7830,4.1450,-9.0,-9.1
[C@@H][C@]1(c2ccc(F)cc2)NC(=O)N(CCCC(=O)N2CCOCC2)C1,0.7760,4.3670,-8.9,-8.9
[C@@]=C(C#N)c1nc(C(F)(F)F)cc2c1[nH]c(=O)n2CCC(=O)OC(C)C,0.5460,4.4330,-8.65,-8.4
[C@@](CCOC(=O)c1cccc(C(F)(F)F)c1)c1cc(Br)ccc1O,0.4760,3.6220,-8.7,-10.4
[C@](O)(c1cc(=O)[nH]c(NN)n1)C1CC1,0.2920,4.4760,-8.35,-7.5
[C@]1(c2cccs2)NC(=O)N(CCn2nc3cc(Cl)ccc3n2)C1=O,0.6240,4.0150,-9.05,-10.0
[C@][C@@]1(C(=O)NCc2ccc3c(c2)OCO3)CC1=O,0.6900,4.2180,-8.65,-8.6
[C@@](C#N)(OC1CCCC1)c1cc(Cl)ccn1,0.7090,3.8490,-8.3,-8.1
[C@@]=C(C#N)c1ccc(C)c(F)c1F,0.5040,4.2800,-8.15,-7.1
[C@@](C#Cc1ccccc1)C(=O)N[C@@H]1CCC[C@@](Oc2ccc(F)cc2)C1,0.7510,4.4700,-9.3,-10.2
[C@@]1(c2ccccc2)Nc2ncnn2[C@H]1c1ccc(F)cc1Cl,0.6850,4.3200,-9.45,-8.1
[C@@]1(C(=O)NCc2cccc(F)c2)CCC[C@]12CCN(C(C)=O)CC2,0.8260,4.0590,-9.4,-9.8
[C@@]1(CCc2ccc(F)cc2)NC(=O)N(CC(=O)N[C@H]2CCC[C@@H](C)C2)C1=O,0.6510,4.3390,-8.85,-9.5
[C@@]1(c2ccc(Cl)cc2Cl)C(C#N)=N[C@@H]1Cc1ccccc1I,0.5120,4.4510,-9.15,-7.4
[C@@](C#N)([C@@H](NF)c1ccc2c(c1)CCC2)c1ccccc1,0.7630,4.2140,-9.05,-9.7
[C@@]1(C(=O)N(CCc2ccncc2)C[C@@H]2CCCO2)CCCO1,0.7060,4.2500,-8.65,-7.8
[C@@](C)(C#N)Cn1nccc1NC1CCSCC1,0.7890,4.4430,-8.1,-6.8
[C@@](CCOc1ccccc1F)N1CCN(C(=O)NC2CCCC2)CC1,0.7050,3.6720,-8.7,-9.2
