smiles,QED,SA,EGFR_Docking,HER2_Docking
c1ccc2c(c1)N(Cc1ccc(/C=C/C(N)=O)cc1)C[NH+](Cc1ccccc1)C2,0.5420,4.4900,-9.55,-8.4
[C@](O)(CNc1ccccc1C(=O)[O-])c1ccccc1,0.7470,3.5850,-8.8,-9.2
[C@](Br)/C(=N/N1CCOCC1)c1ccc(Cl)cc1,0.7010,3.9360,-8.05,-7.5
[C@]1(c2ccccc2CO)[C@@H](c2ccccc2)NC(=O)N1CC1CCCCC1,0.7270,3.9720,-9.25,-7.0
c1ccc(-c2nnc(NC3CCCC3)s2)cc1,0.7980,2.9400,-8.6,-9.5
c1ccc(CNCC(=O)NC[C@H](c2ccccc2)N2CCCc3ccccc32)cc1,0.5000,3.5470,-9.85,-10.1
C=CCn1c(SCC(=O)Nc2cccc(C(=O)c3ccccc3)n2)c2ccccc2n1,0.1530,3.6310,-9.55,-11.7
c1cc(/C=N/NC2=NC(=O)CCS2)cc(Br)c1OC=C,0.4130,4.1100,-8.6,-8.8
c1cncc(C(=O)NNC(=O)c2cccc(Cl)c2)c1,0.7210,2.7400,-8.9,-9.8
[C@](C#Sc1ccncc1)NCc1cn(Cc2ccccc2)nn1,0.4800,4.1840,-8.7,-9.1
c1ccc(SCCCC(=O)c2c(O)cccc2O)cc1,0.3810,3.0990,-8.55,-9.1
c1ccc(CNCCCn2ccnc2)cc1,0.6470,2.8360,-8.0,-7.5
[C@]/C=C1\C(=O)N(Cc2cccc3ccccc23)C1=O,0.3640,3.4820,-9.2,-10.0
[C@]/c1ccc([N+](=O)[O-])c(NC(=O)c2c(F)cccc2Cl)c1,0.5960,3.7310,-9.05,-9.7
n/1CCN(Cc2cccc(C#N)c2)CC1=O,0.6810,3.1350,-8.4,-7.6
[C@](O)(c1cccc(Br)c1)[C@@H]1Oc2ccccc2C[C@@H]1O,0.7870,4.2710,-8.95,-9.3
O=C1CC[C@@H](C(=O)N2CCc3[nH]c4ccccc4c3C2)N1,0.7290,3.8460,-9.55,-10.0
N#Cc1c(NS(=O)(=O)c2ccc(F)cc2)ccc2c1CC[C@@H](Cc1ccco1)C2,0.5740,4.0210,-9.3,-10.7
[C@]1(CCOc2ccccc2OC(F)F)CC[C@@H](C)S1,0.6670,4.2310,-8.5,-8.0
[C@](O)(C[NH2+]C1CCCCC1)c1ccc(Cn2cccn2)cc1,0.7580,4.2860,-8.75,-9.5
[C@]=C([O-])c1ccc(S(=O)(=O)N[C@H](C)CS(C)(=O)=O)cc1,0.6070,4.3480,-8.2,-8.2
c1csc(-c2ncccc2NC[C@@H]2CSCCS2)c1,0.8200,4.4280,-8.25,-6.9
c1cc(C(=O)Nc2ccccc2/N=C/c2cnn(C)c2C)ccc1NC(=O)Cc1ccc[nH]1,0.2740,3.6670,-9.8,-10.5
[C@](C#Cc1ccccc1)C(=O)N[C@@H]1CCCCN1c1cccc(F)c1,0.7730,4.2960,-9.45,-9.8
[C@]1(c2cc(F)c(F)cc2C(=O)[O-])CCCN(S(=O)(=O)c2ccc(SC(F)F)cc2)C1,0.3880,4.1480,-9.4,-10.2
[C@]1(Cc2nnnn2Cc2ccccc2)CCC[C@@H]1O,0.7980,4.1580,-8.8,-9.1
[C@](O)(C#CCNC(=O)c1ccc([O-])nn1)n1ccc2ccccc21,0.5900,4.3990,-9.15,-9.7
[C@](O)(c1ccccc1Cl)[C@@H]1CCCc2ccccc21,0.7380,3.6520,-9.15,-8.9
[C@](CCOC(=O)Nc1cccc([N+](=O)[O-])c1)NNCc1ccccc1,0.1800,3.6560,-8.7,-9.3
c1ccc(-c2nnc(NC[C@@H]3CCC(=O)N3C)n2-c2ccccc2)c(O)c1,0.6280,4.0330,-9.4,-9.0
c1ccc(-c2n[nH]c(-c3ccccc3)n2)c(C(C)C)n1,0.6850,3.2810,-8.95,-9.8
c1nn(-c2ccccc2)cc1C[NH2+]C[C@@H](O)c1ccccc1,0.6260,4.2680,-9.05,-9.7
c/1CCO[C@H]1c1ccc([N+](=O)[O-])cc1C(F)(F)F,0.5050,3.8430,-8.55,-8.1
N#CCc1ccc(OCC(=O)Nc2cccc(-c3cccc(Cl)c3)c2)cc1,0.5510,2.9130,-9.35,-11.5
O[C@@H](COc1ccccc1F)c1ccc(-n2cncn2)s1,0.6870,4.1050,-8.65,-8.7
