smiles,QED,SA,EGFR_Docking,HER2_Docking
[C@]1(c2ccccc2)[C@@H](Nc2ccncc2Cl)NC1=O,0.7430,4.2770,-8.95,-8.5
[C@](O)(c1ccccc1)c1cn[nH]c1C(=O)Nc1cccnc1,0.5880,3.4480,-9.35,-9.9
[C@]([C@@H](O)c1ccc(O)cc1)N1N=C(c2ccccc2)C(C)(C)C1,0.8120,4.4770,-9.35,-9.8
[C@](O)(c1ccc(Br)cc1)C1(CO)CC1,0.7720,3.6500,-8.2,-7.2
[C@](C#N)(OC[C@H](O)c1ccccc1)[C@@H]1CCCCN1C(=O)c1ccc(F)cc1,0.7290,4.2040,-9.35,-8.8
[C@](O)(c1ccco1)NC(=O)c1ccccc1Cn1ccnn1,0.6450,3.7230,-8.8,-9.1
[C@]1(c2ccccc2)NC(=O)N(CC(=O)[O-])C1=O,0.5670,4.0520,-8.8,-8.0
[C@]Oc1ccccc1N1Cc2ccccc2N[C@H]1c1ccc(F)cc1,0.6400,4.1370,-9.8,-8.0
[C@]1(C(=O)c2cccnc2)CC[C@@H](C)N1Cc1ccccc1,0.7030,3.8720,-8.8,-8.6
[C@](Cl)c1ccc(CNC(=O)CCn2cnc3sncc32)cc1,0.6550,4.0610,-8.65,-9.2
[C@]1(c2ccccc2)NC(=O)N(CC(C)C)[C@@H]1C(=O)Nc1ccccc1Br,0.6750,4.0690,-9.25,-6.5
[C@](c1ccc(Br)cc1)C(=O)Nc1ccc(C(C)C)cc1,0.7690,3.3090,-8.75,-10.0
[C@](C#Cc1ccc(Cl)c(F)c1)NC(=O)c1cc(C#N)cs1,0.5830,4.2620,-8.8,-8.8
[C@]1(CNC(=O)COc2ccc(Cl)cc2)CCC(=O)N1c1ccccc1,0.7630,3.2850,-9.25,-10.4
[C@]Oc1ccccc1OCC(=O)N[C@](C)(C(=O)[O-])c1cccc(C(F)(F)F)c1,0.6750,4.4350,-9.1,-10.9
[C@]1(C2CCN(c3ccc(C)cc3F)CC2)OCCO1,0.7200,3.6250,-8.65,-8.8
[C@]=CCNC(=O)c1ccccc1C(=O)Nc1cn[nH]c1,0.6630,3.7950,-8.8,-8.0
[C@]O[C@@H](c1cn(CC(=O)NN)nc1)c1ccc(C(C)C)cc1,0.3830,4.4180,-8.75,-9.4
[C@]([C@H]1CCCN1C(=O)c1cc(F)ccc1OCC1CC1)C1CC1,0.7010,4.1600,-8.65,-7.9
[C@]1(CCc2ccc(F)cc2)NC(=O)N(CCN2CCOCC2)C1,0.7670,3.6650,-8.6,-8.9
[C@]Oc1ccc(N2C[C@H](NC(=O)CCS(N)(=O)=O)CC2=O)c(OC)c1,0.5690,4.3870,-8.65,-8.4
[C@](O)(c1ccccc1)C1CCN(C(C)(C)C[NH+](C)C)CC1,0.7620,4.4390,-8.5,-8.5
[C@]1(C#N)C(=O)c2cc([N+](=O)[O-])ccc21,0.3890,3.8060,-8.3,-7.3
[C@](C#CNc1ccc(C(=O)[O-])nc1)c1ccccc1,0.5490,4.4190,-8.65,-9.0
[C@]1(c2ccc(Cl)cc2)NC(=O)N(Cc2ccc(Cl)cc2)C1,0.8070,3.3880,-9.05,-8.6
[C@]1(C(=O)NCCCc2ccccc2)[C@H](O)Cc2ccccc21,0.7310,3.7270,-9.3,-10.4
[C@](c1ccccc1)[C@@H]1CCCCN1C(=O)c1ccc(F)cc1,0.7390,3.6870,-9.35,-8.5
[C@](O)(c1cn[nH]c1)C1CCN(C(=O)c2ccco2)CC1,0.7940,3.7320,-8.55,-8.2
[C@](N)c1cccc(OCCCC#N)c1,0.4650,3.6740,-8.0,-7.0
[C@]1(C(=O)[C@@H]2CCCCN2Cc2ccc(Cl)cc2)CCC[C@H]1O,0.8240,4.2840,-9.15,-9.2
[C@](C#Cc1cccc(F)c1)NC(=O)Cn1cncn1,0.5470,4.0800,-8.65,-8.6
[C@](O)(c1ccccc1)C1CCN(C(=O)C2CC2)CC1,0.8050,3.1640,-8.9,-9.1
[C@]1(C)[C@@H](CCC(=O)Nc2ccc(Br)cc2)c2ccccc21,0.7400,3.6390,-9.05,-10.2
CCC[C@@H]1C[C@@H]1NC(=O)c1ccc(Cl)cc1,0.7560,3.6480,-8.25,-7.8
[NH3+][C@@H](c1ccc(F)cc1)c1ncccn1,0.6910,4.2330,-8.4,-7.8
[C@]Oc1ccc(O/N=C(/NC(=S)NN)c2cnccc2)cc1,0.1560,4.3540,-8.8,-8.0
[C@]1(C(=O)/C=C\c2cccc(Br)c2)NC1=O,0.5680,3.5820,-8.6,-7.8
[C@]Oc1ccccc1C[S@@](=O)Cc1ccccc1Br,0.7300,4.3120,-8.55,-8.5
[C@](C#N)(CO)NC(=O)Cc1ccc(Cl)cc1Cl,0.7760,3.7690,-8.25,-7.8
[C@]1(C(N)=O)CCCN(C(=O)c2ccnc(OC3CC3)c2)C1,0.7920,3.8260,-8.65,-8.7
[C@](C#N)([NH2+]CCn1cnc2ccc(F)cc21)NC(=O)c1cccs1,0.6060,4.3770,-8.85,-9.1
[C@]1(C#N)CCC[C@@H]1Cc1ccccc1,0.5920,4.0120,-8.25,-7.7
[C@]1(CC(=O)N2CCCC2)CCC(C)(C)C(=O)O1,0.5900,3.9750,-8.55,-8.3
[C@]1(NC(=O)c2ccc(NC(=O)c3c(F)cccc3Cl)cc2)CCCC1,0.7400,3.3210,-9.15,-10.7
[C@](O)(c1ccc(F)cc1)C1CCN(C(=O)[C@H]2CCCN2S(=O)(=O)c2ccccc2)CC1,0.6670,3.8340,-9.5,-9.7
[C@]1(c2cccc(Cl)c2)NC(=O)N1Nc1ccccc1,0.8010,3.4880,-8.9,-9.0
[C@](CN1CCO[C@@H](c2ccc(C(N)=O)c(Br)c2)C1)c1cccc(C(F)(F)F)c1,0.6400,4.3460,-9.3,-11.8
[C@](C#Cc1ccc(Cl)cc1)Nc1nc2c(cc1C#N)CCN(C(C)C)C2,0.5650,4.1890,-9.4,-9.4
[C@]1(CNc2ccccc2I)CCCO1,0.7670,3.8510,-8.2,-7.3
[C@](C#N)(Oc1ccc(/N=N/N=C/c2ccccc2)o1)c1ccc([N+](=O)[O-])cc1,0.1540,4.3790,-9.2,-9.7
[C@]1(c2ccccc2)O[C@H](CSc2ccccn2)C1,0.6810,3.9360,-8.6,-9.2
[C@]Oc1cc(C(=O)N2CCN(Cc3ccc(F)cc3)CC2)cc([N+](=O)[O-])c1OCc1ccccc1,0.2580,3.5550,-9.5,-9.7
[C@](O)(c1ccc(F)cc1)c1ccccc1,0.6910,2.7500,-8.6,-8.2
[C@]1(CC(C)C)CN([C@@H]2CCC[C@@H](C(=O)Nc3ccccc3)C2)C1,0.7870,4.1490,-8.95,-9.9
[C@](O)(c1ccccc1)c1ccccc1OOc1ccc(C#N)cc1,0.4650,3.4130,-9.45,-10.3
[C@]1(CNc2ccccc2F)NC(=O)N(C[C@@H]2CCC(=O)N2)C1=O,0.5930,4.4110,-9.15,-9.4
[C@](O)(C(=O)Cn1cc([N+](=O)[O-])ccc1=O)c1ccc(Cl)cc1,0.5690,3.5720,-9.2,-10.0
[C@](O)(c1ccc(Cl)cc1)C(=O)NCC(=O)Nc1ccc([N+](=O)[O-])cc1Br,0.3700,3.4020,-9.1,-9.7
[C@](O)(c1cccnc1)N1CCN(C(=O)CCn2cc(C(F)(F)F)[nH]c3ccccc32)CC1,0.6350,4.1250,-9.45,-11.5
[C@]1(C)C[C@H]1C(=O)Nc1c[nH]nc1-c1cccc(Cl)c1,0.8020,4.3040,-8.9,-8.5
[C@]1(c2ccccc2)NC(=O)NC(=S)N1c1cccc(C(F)(F)F)c1,0.7130,3.6500,-9.75,-7.8
[C@]1(C[NH3+])CCCC[C@H]1OCc1ccc(F)cc1,0.7550,4.4800,-8.65,-8.2
[C@]1(CO)CCC[C@@H]1Cc1ccc(OCc2ccccc2)nc1,0.7860,4.0090,-9.3,-9.7
[C@](O)(C[NH2+][C@@H](c1ccc(F)cc1)c1c[nH]c2ccccc12)c1ccc(F)cc1,0.3660,4.4130,-9.9,-10.1
[C@](Cc1ccc(Cl)cc1)[C@@H]1CCCN(C(=O)c2ccc(F)cc2)C1,0.6910,3.7790,-9.25,-11.2
[C@]1(CNc2ccc(F)cc2-n2ccnc2)CC(=O)N(C)C1,0.8340,4.0540,-8.65,-8.5
[C@](C[NH3+])COc1ccccc1,0.5190,4.1020,-7.65,-5.9
[C@]1(NC2CC2)Nc2ccccc21,0.5860,3.6540,-8.15,-7.5
[C@](O)(c1cc(Cl)c[nH]1)c1ccccc1OC(F)Cl,0.7400,4.4810,-8.65,-8.0
[C@]1(c2ccccc2)c2cc(Br)ccc2O1,0.6580,3.3650,-8.65,-8.7
[C@](C#N)(/N=C/C(=O)/N=N/c1cc(F)ccc1Br)C1CCN(C(=O)c2ccc(Cl)cc2)CC1,0.2850,4.2350,-9.6,-9.2
[C@](CNc1nc2ccccc2cc1C(N)=O)c1ccccc1,0.6590,3.4640,-9.3,-10.4
[C@]1(C(=O)OCC(=O)N(C(C)C)Cc2ccc(F)cc2)C[C@@H]1N1c2ccccc2C1(C)C,0.5260,4.3310,-8.8,-9.7
[C@]1(c2nnc(-c3ccc(I)cc3)s2)[C@H](CN(C)Cc2cccnc2)C1=O,0.4120,4.3420,-9.25,-8.3
[C@]1(CCCNC(=O)c2ccncc2)C2(CCCC2)OC1(C)C,0.7490,4.3050,-8.85,-8.5
[C@]Oc1cc(NCc2ncn(-c3ccccc3)c2[N+](=O)[O-])c(Cl)cc1Cl,0.3910,4.0830,-9.0,-9.0
[C@](C#N)(Oc1ncc(-c2ccc(Cl)cc2)o1)c1ccccc1,0.6130,3.6940,-8.9,-10.0
[C@]1(C#N)CCN(c2ncnc(NNC(=O)c3ccccc3)c2N)C1,0.6210,3.8110,-8.85,-9.3
[C@]1(C)CN(c2ncnc3nc4ccccc4nc23)C1,0.5180,3.6320,-8.9,-8.8
[C@](CNC(=O)/C=C/N1CCN(c2ccccc2)CC1)N1CCOCC1,0.6760,4.0500,-8.65,-8.7
[C@](O)(c1ccc(F)cc1)N(C(=O)c1[nH]cc(C2CC2)n1)c1ccccc1F,0.6120,4.0330,-9.6,-8.5
[C@]1(c2ccncc2)N[C@H](c2cccc(F)c2)c2ccccc21,0.6750,3.9460,-9.65,-8.8
[C@]=C(Nc1cccc(F)c1)Nc1cc(S(N)(=O)=O)ccc1OC,0.6520,3.5120,-8.9,-9.1
[C@](C#N)([C@](C)CNS(C)(=O)=O)c1ccco1,0.7270,4.2980,-8.15,-7.2
[C@]1(NC(=O)N[C@H](CO)Cc2ccccc2)CCCS1,0.6710,4.1260,-8.45,-8.8
[C@](O)(CCC(=O)N1CCN(CCO)CC1)c1ccccc1,0.7160,3.2530,-8.65,-8.6
[C@]Oc1nc2nc(C)nn2c(/C=C/C(=O)Nc2ccc(F)c(Cl)c2)c1[N+](=O)[O-],0.2940,4.3080,-9.15,-9.9
[C@](O)(c1ccc(Cl)cc1)[C@H]1CCCN1c1cn[nH]n1,0.8040,4.3200,-9.1,-8.5
[C@]1(C#N)CCC[C@H](Oc2cccc(Cl)c2C)C1,0.6910,4.3070,-8.35,-8.7
[C@](O)(c1ccc(F)cc1)c1nnc(-c2cccnc2)n1C[C@@H]1CCCO1,0.6630,4.0510,-9.1,-9.3
[C@]1(C(=O)N[C@H]2CCC[C@H](C(F)(F)F)C2)Oc2ccccc21,0.8100,4.4460,-9.1,-11.3
[C@](C#C[C@H](O)COc1ccccc1)Cn1cccn1,0.7210,4.4200,-8.3,-8.2
[C@](O)(c1nccn1Cc1ccc([N+](=O)[O-])cc1)C(F)(F)F,0.5950,3.6620,-8.55,-8.0
[C@](C#N)(CNC(=O)Cc1ccc(Br)cc1)C1CC1,0.8090,3.5450,-8.2,-9.1
[C@](O)(c1ccccc1)c1nonc1C,0.6800,3.4850,-8.45,-8.4
[P@]c1cc(Cl)ccc1OCCc1ncc[nH]1,0.7500,4.0630,-8.2,-7.5
[C@](CNC(=O)c1ccccc1)Nc1nc(-c2ccc(Cl)cc2)no1,0.4310,3.5290,-9.3,-9.2
[C@](C(=O)OCc1cccc(Cl)c1)c1ccc(F)cc1,0.6970,3.3190,-8.65,-9.3
[C@](CO)(C(=O)c1cccnc1)NCc1nc(-c2ccccc2)no1,0.5370,3.6150,-9.1,-9.8
[C@](O)(C[NH+]1CCN(C(=O)CCc2ccc(F)cc2F)CC1)c1ccc2c(c1)OCCO2,0.6240,4.4370,-9.55,-10.5
[C@]1(C#N)c2ccc(OCc3nnc(-c4ccc(Cl)cc4)o3)cc2O1,0.6200,3.6440,-9.0,-10.8
[P@]=C(\CCc1ccccc1)N1CC[C@H](COc2ccccc2)C1,0.5920,3.7790,-8.95,-9.8
[C@](O)CCCCNC(=O)/C=C/c1ccc(Cl)cc1,0.4880,3.4690,-8.55,-8.1
[C@](O)(CCC(=O)Nc1cccnc1)c1nccs1,0.7660,3.6110,-8.25,-7.7
[C@](O)(c1cccs1)NC(=O)Nc1ccccc1Oc1cccc([N+](=O)[O-])c1,0.3280,3.4400,-9.45,-10.5
[C@](O)(c1ccccc1F)C1CCOCC1,0.7110,3.4080,-8.35,-7.6
[C@](O)(c1cc(Br)cc2[nH]cnc12)N1CCN(C(=O)Cn2cccn2)CC1,0.5720,3.9230,-8.75,-8.6
[C@]1(Cc2ccc(Cl)cc2)NC(=O)N(Cc2csc(Cc3ccccc3)n2)C1,0.5570,3.6590,-9.25,-10.6
[C@]1(CC(=O)N2CCCC2)CCCN1C(=O)c1c[nH]c2ccccc12,0.8440,3.5920,-9.3,-10.3
[P@][C@]1(C(=O)Nc2ccc(F)cc2F)C[C@H]1c1ccccc1,0.7440,4.3160,-9.05,-7.8
[C@H](Cc1ccc(Cl)cc1)NC(=O)CSc1ccccc1F,0.7120,3.4350,-8.8,-9.2
[C@H]1CCc2ccc(F)c(C(=O)NCCc3ccc(C#N)cc3)c21,0.8430,3.5890,-9.35,-10.1
[C@](C#N)(Oc1nc2cc(F)ccc2s1)C(=O)NCc1ccc(F)cc1,0.6590,3.7150,-9.05,-10.1
[C@]1(C)CCO[C@H]1c1ccc(F)c(Cl)c1,0.5940,4.2250,-8.45,-8.0
[C@]S(=O)(=O)Nc1ccc(F)c([N+](=O)[O-])c1,0.5210,3.7990,-8.15,-7.3
[C@]12C[C@H]1c1ccc(Cl)cc1CN2C(=O)Nc1cccc([N+](=O)[O-])c1,0.5520,4.1380,-9.6,-9.7
[C@](O)(C[C@@H](Nc1ccc(F)cc1)c1cccc(F)c1)C1CCCC1,0.6220,3.7940,-9.35,-9.0
[C@](C#Cc1ccc(C(F)(F)F)cc1)N1CCN(c2ncccn2)CC1,0.6840,3.9070,-9.0,-9.9
[C@]1(C#N)CC[C@@H](NS(=O)(=O)c2ccc(F)cc2)C1,0.8070,4.1060,-8.5,-8.7
[P@][C@H][C@](O)(c1ccccc1)c1ccccc1,0.6960,3.5150,-8.4,-6.8
[C@](C#Cc1nnc(N2CCN(c3ccccc3F)CC2)o1)c1ccccc1,0.5720,3.9920,-9.55,-10.6
[C@H]#C[C@H](C)C(=O)Nc1ccc(F)cc1Br,0.7220,3.9190,-8.3,-7.2
[C@H]Oc1ccc2ncc(C(=O)N(C)c3ccc(F)cc3)n2c1,0.6470,3.8540,-8.85,-8.9
[C@H](C)C(=O)Nc1ccc(OCC(=O)NCc2ccco2)c(Cl)c1,0.7150,3.2790,-8.65,-9.0
[C@H]1CCC[C@]1(O)Cc1cccc(O[C@@H](C)C(=O)NC2CCCCC2)c1,0.7290,4.4200,-9.25,-9.8
[C@H](C#N)Sc1nc2ncc(Cl)cc2cc1[N+](=O)[O-],0.3870,4.4400,-8.75,-7.3
[C@H]Oc1cccc(CC(=O)Nc2cncc(-c3ccccc3Cl)n2)c1,0.6540,3.5330,-9.55,-11.2
[C@H](C#N)NNC(=O)CN1CCOc2ccc(Cl)cc21,0.5310,3.8820,-8.4,-7.7
[C@H](C)c1ccccc1NC(=O)CCc1n[nH]c2ccc(F)cc12,0.6520,3.6020,-9.3,-10.5
[C@H]O[C@@H](CO)CC1CCN(C(=O)NCc2ccc(O)cc2)CC1,0.6460,4.0910,-8.85,-8.7
[C@H](C(=O)NC1CCN(c2nc3ccc(F)cc3s2)CC1)c1ccc(Cl)c(Cl)c1,0.5190,3.6090,-9.35,-10.2
[C@H]1C(=O)C(SCC(=O)OCc2cccc(Cl)c2)C(=O)N(c2ccncc2)C1=O,0.3040,4.3790,-9.3,-9.4
[C@H](C#N)NCc1cc(F)ccc1F,0.6210,3.9040,-7.95,-6.6
[C@H]1CCCC[C@@H]1CNC(=O)C(=O)Nc1cnn(C)c1C,0.7140,4.3060,-8.55,-8.7
[C@H]#CC1(CNC(=O)NC2CCN(c3ccccc3F)CC2)CC1,0.7390,3.5990,-8.75,-10.0
[C@H](c1ccccc1Br)Cc1noc(-c2cncc3ccccc23)n1,0.4090,3.7590,-9.6,-11.2
[C@H]Oc1cccc(C(=O)O[C@@H](C)C(=O)Nc2nc(-c3ccccc3)cs2)c1,0.5530,3.7860,-9.65,-10.7
[C@H][C@]1(c2ccccc2)NC(=O)N(CC(=O)N2CCOC(C)(C)C2)C1=O,0.7230,4.4070,-9.2,-9.6
[C@]1(C(=O)Nc2ccc(F)cc2)NC(=S)N[C@@H]1c1ccco1,0.6580,4.1180,-8.75,-7.6
[P@]=C(/Cc1cccc(F)c1)C1CC1,0.5450,3.7300,-8.0,-7.1
[C@H](C#Cc1ccc(Cl)cc1)c1nnc(S(=O)(=O)c2c(F)cccc2Cl)n1N,0.4160,4.2500,-9.4,-8.3
[C@H]Oc1ccc(C(=O)N2CCC[C@@H](c3nc4ccccc4[nH]3)C2)cc1,0.6960,3.8810,-9.55,-11.3
[C@H]C1=N[C@@H](c2ccc(O)cc2)NC(=S)N1c1ccc(OC(C)C)cc1,0.7210,4.3760,-9.0,-6.6
[C@H]Oc1cccc(-c2nc(CNCc3ccccc3)no2)c1,0.6570,3.4620,-8.95,-9.9
[C@H](C)c1nsnc1COC(=O)c1cccnc1,0.6730,4.0160,-8.3,-7.9
[C@](O)(c1cnn(C)c1)c1nnc(-c2ccc(Cl)cc2)o1,0.7010,3.6290,-8.85,-9.6
[C@]1(C(=O)NCCC(=O)N[C@H](c2ccccc2)c2ccccc2)C2(CCC2)C1(C)C,0.6460,3.9460,-9.4,-10.7
[P@]=C(\NCc1ccccc1)N1CCC(OC(F)(F)F)CC1,0.7440,3.8060,-8.7,-9.0
[P@]=C([O-])c1cccc(OCc2cccc(OCC(F)F)n2)c1,0.6350,3.9730,-8.7,-9.6
[C@H]([NH3+])c1c[nH]nc1-c1ccc(F)cc1F,0.6640,4.4370,-8.65,-8.1
[C@H]1CCC[C@]1(O)Cc1noc(Cc2ccccc2)n1,0.8130,4.4230,-8.75,-9.6
[C@]1(C(=O)Nc2nc(CCCCc3ccccc3)[nH]c2C(N)=O)CC[C@@H]1C,0.5360,4.2710,-9.2,-10.5
[P@]=C(N/N=C/c1ccccc1OCC1CC1)CN1C(=O)C[C@H]1c1ccccc1F,0.1940,4.3770,-8.75,-10.1
[C@H]Oc1cc(OC)c(C(=O)N2CCC(c3cccnc3)CC2)cc1Cl,0.7340,3.5950,-9.05,-8.4
[C@H](C(=O)Nc1cccnc1C(=O)NC1CC1)c1cccc(F)c1,0.7900,3.4800,-9.0,-9.6
[P@]=C([O-])c1cc(NCn2c(=O)oc3ccccc3c2=O)cs1,0.6290,4.3240,-8.9,-9.4
[C@]1(C(=O)Nc2ccccc2Cc2ccc([N+](=O)[O-])cc2)[C@@H](C)OC1(C)C,0.5530,4.0190,-9.2,-9.6
[P@]=C([O-])c1ccc(Br)cc1OC[C@@H]1CCCO1,0.7000,4.4030,-8.3,-7.9
[C@](O)(c1ccccc1)[C@H](NCc1nccs1)N1CCOCC1,0.7510,4.2290,-8.65,-6.8
[C@](CCC(=O)Nc1ccc(C#N)c(F)c1)c1ccco1,0.8070,3.8440,-8.3,-9.2
[C@]1(C(=O)NC2CCCCC2)CC(=O)N(c2ccccc2)[C@@H]1c1cc(F)ccc1F,0.7280,4.0160,-9.45,-10.6
[C@H](C(=O)N1CCOCC1)c1cc(C(C)C)nc2ccccc12,0.7750,3.6080,-9.25,-9.8
[P@]=C/C=C/C=C/C(=O)Nc1cccc(C(F)(F)F)c1,0.4060,3.9050,-8.5,-9.1
[P@]=C(O)c1cccc(-c2ccccc2)n1,0.6790,3.3520,-8.65,-8.5
[P@]=C(/CCc1ccc(F)cc1)c1ccccc1,0.5980,3.2180,-8.6,-8.7
[P@]/C=C(/CCc1ccccc1)c1ccccc1,0.5520,3.2490,-8.6,-8.7
n1ccnn1CN1CCN(c2cc(F)cc3c2oc2ccccc32)CC1,0.4680,3.6770,-9.4,-10.7
[C@H]OC(=O)C(=O)NC(=O)/C=C/c1cccc(Br)c1,0.4080,3.8710,-8.6,-8.9
[C@H](C)c1cc(F)c2[nH]cnc2c1,0.5860,4.3120,-8.1,-7.7
[C@]Oc1cccc(C(=O)N2CCC(O)CC2)c1OC(F)F,0.8210,3.8140,-8.45,-7.9
[C@]Oc1ccc(CNC(=O)C2(O)CC2)cc1Cl,0.7520,3.9000,-8.3,-7.9
[C@](O)(c1ccc(Cl)cc1)c1c[nH]c2ccc(O)c(O)c12,0.4450,3.5720,-9.35,-9.4
[P@]=C(\NCCCS(=O)(=O)c1ccc(C(F)(F)F)cc1)C1CC1,0.5060,3.7710,-8.4,-8.8
[C@]#[P@]C(C)COc1ccccc1C(=O)NCc1ccccc1OCc1ccc(F)cc1,0.3460,3.9650,-9.3,-9.7
